"Status","Year","Disability","Profession_of_post","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Unknown","Social Research","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Social Research","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Social Research","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Social Research","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Social Research","SEO/HEO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Social Research","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Social Research","SEO/HEO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Statistics","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Statistics","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Statistics","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Statistics","AA/AO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Statistics","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Statistics","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Statistics","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Statistics","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Statistics","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Statistics","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Statistics","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Statistics","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Statistics","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Statistics","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Statistics","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","AA/AO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","AA/AO","Unknown","1255","[c]","21240","21010"
"Leaver CS","2021","Unknown","Unknown","EO","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","EO","Unknown","780","[c]","28550","27570"
"Leaver CS","2021","Unknown","Unknown","G6/G7","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","G6/G7","Unknown","215","[c]","62370","60640"
"Leaver CS","2021","Unknown","Unknown","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","SCS level","Unknown","60","[c]","94940","86560"
"Leaver CS","2021","Unknown","Unknown","SEO/HEO","Heterosexual / straight","40","[c]","37760","38700"
"Leaver CS","2021","Unknown","Unknown","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","SEO/HEO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","SEO/HEO","Unknown","460","[c]","35460","34550"
"Leaver CS","2021","Unknown","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Unknown","Unknown","370","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Veterinarian","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Veterinarian","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Veterinarian","G6/G7","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Veterinarian","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Veterinarian","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Veterinarian","SEO/HEO","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Commercial","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Commercial","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Commercial","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Commercial","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Commercial","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Commercial","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Commercial","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Commercial","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Commercial","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Commercial","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Commercial","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Commercial","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Commercial","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Commercial","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Commercial","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Commercial","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Commercial","SEO/HEO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Commercial","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Commercial","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Commercial","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Commercial","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Commercial","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Commercial","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Communications","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Communications","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Communications","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Communications","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Communications","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Communications","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Communications","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Communications","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Communications","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Communications","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Communications","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Communications","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Communications","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Communications","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Communications","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Communications","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Communications","SEO/HEO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Communications","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Communications","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Communications","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Communications","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Communications","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Communications","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Corporate Finance","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Corporate Finance","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Corporate Finance","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Corporate Finance","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Corporate Finance","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Corporate Finance","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Corporate Finance","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Corporate Finance","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Corporate Finance","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Corporate Finance","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Corporate Finance","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Corporate Finance","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Counter Fraud","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Counter Fraud","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Counter Fraud","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Counter Fraud","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Counter Fraud","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Counter Fraud","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Counter Fraud","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Counter Fraud","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Counter Fraud","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Counter Fraud","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Counter Fraud","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Counter Fraud","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Counter Fraud","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Counter Fraud","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Counter Fraud","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Counter Fraud","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Digital, Data and Technology","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Digital, Data and Technology","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Digital, Data and Technology","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Digital, Data and Technology","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Digital, Data and Technology","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Digital, Data and Technology","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Digital, Data and Technology","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Digital, Data and Technology","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Digital, Data and Technology","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Digital, Data and Technology","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Digital, Data and Technology","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Digital, Data and Technology","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Digital, Data and Technology","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Digital, Data and Technology","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Digital, Data and Technology","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Digital, Data and Technology","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Digital, Data and Technology","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Digital, Data and Technology","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Digital, Data and Technology","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Digital, Data and Technology","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Digital, Data and Technology","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Digital, Data and Technology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Digital, Data and Technology","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Digital, Data and Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Economics","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Economics","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Economics","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Economics","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Economics","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Economics","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Economics","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Economics","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Economics","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Economics","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Economics","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Economics","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Economics","SEO/HEO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Economics","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Economics","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Economics","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Finance","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Finance","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Finance","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Finance","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Finance","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Finance","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Finance","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Finance","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Finance","G6/G7","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Finance","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Finance","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Finance","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Finance","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Finance","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Finance","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Finance","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Finance","SEO/HEO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Finance","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Finance","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Finance","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Finance","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Finance","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Finance","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Human Resources","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Human Resources","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Human Resources","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Human Resources","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Human Resources","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Human Resources","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Human Resources","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Human Resources","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Human Resources","G6/G7","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Human Resources","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Human Resources","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Human Resources","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Human Resources","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Human Resources","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Human Resources","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Human Resources","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Human Resources","SEO/HEO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Human Resources","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Human Resources","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Human Resources","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Human Resources","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Human Resources","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Human Resources","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Inspector of Education and Training","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Inspector of Education and Training","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Inspector of Education and Training","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Inspector of Education and Training","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Intelligence Analysis","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Intelligence Analysis","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Intelligence Analysis","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Intelligence Analysis","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Intelligence Analysis","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Intelligence Analysis","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Intelligence Analysis","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Intelligence Analysis","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Intelligence Analysis","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Intelligence Analysis","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Intelligence Analysis","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Intelligence Analysis","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Internal Audit","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Internal Audit","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Internal Audit","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Internal Audit","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Internal Audit","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Internal Audit","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Internal Audit","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Internal Audit","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Internal Audit","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Internal Audit","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Internal Audit","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Internal Audit","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","International Trade","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","International Trade","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","International Trade","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","International Trade","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","International Trade","G6/G7","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","International Trade","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","International Trade","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","International Trade","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","International Trade","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","International Trade","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","International Trade","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","International Trade","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","International Trade","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
