"Status","Year","Ethnicity","Organisation","Parent_department","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","White","Ministry of Justice (excl. agencies)","Ministry of Justice","Knowledge and Information Management","20","20","[c]","[c]"
"In post","2021","White","Ministry of Justice (excl. agencies)","Ministry of Justice","Legal","40","35","57920","56460"
"In post","2021","White","Ministry of Justice (excl. agencies)","Ministry of Justice","Operational Delivery","790","770","37110","34090"
"In post","2021","White","Ministry of Justice (excl. agencies)","Ministry of Justice","Operational Research","60","60","47050","46550"
"In post","2021","White","Ministry of Justice (excl. agencies)","Ministry of Justice","Other","30","30","[c]","[c]"
"In post","2021","White","Ministry of Justice (excl. agencies)","Ministry of Justice","Policy","385","370","46950","41100"
"In post","2021","White","Ministry of Justice (excl. agencies)","Ministry of Justice","Project Delivery","150","145","43150","39370"
"In post","2021","White","Ministry of Justice (excl. agencies)","Ministry of Justice","Property","85","80","42860","36350"
"In post","2021","White","Ministry of Justice (excl. agencies)","Ministry of Justice","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","White","Ministry of Justice (excl. agencies)","Ministry of Justice","Social Research","45","40","50730","49600"
"In post","2021","White","Ministry of Justice (excl. agencies)","Ministry of Justice","Statistics","70","65","45670","40480"
"In post","2021","White","Ministry of Justice (excl. agencies)","Ministry of Justice","Unknown","80","80","41100","38050"
"In post","2021","White","National Crime Agency","National Crime Agency","Commercial","10","10","[c]","[c]"
"In post","2021","White","National Crime Agency","National Crime Agency","Communications","20","20","[c]","[c]"
"In post","2021","White","National Crime Agency","National Crime Agency","Digital, Data and Technology","200","195","42150","39720"
"In post","2021","White","National Crime Agency","National Crime Agency","Finance","35","30","40040","36740"
"In post","2021","White","National Crime Agency","National Crime Agency","Human Resources","150","140","40900","39930"
"In post","2021","White","National Crime Agency","National Crime Agency","Legal","25","25","[c]","[c]"
"In post","2021","White","National Crime Agency","National Crime Agency","Operational Delivery","3575","3500","39940","37560"
"In post","2021","White","National Crime Agency","National Crime Agency","Project Delivery","70","65","47270","45480"
"In post","2021","White","National Crime Agency","National Crime Agency","Property","25","20","[c]","[c]"
"In post","2021","White","National Crime Agency","National Crime Agency","Security","25","25","[c]","[c]"
"In post","2021","White","National Infrastructure Commission","HM Treasury","Communications","[c]","[c]","[c]","[c]"
"In post","2021","White","National Infrastructure Commission","HM Treasury","Economics","5","5","[c]","[c]"
"In post","2021","White","National Infrastructure Commission","HM Treasury","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","White","National Infrastructure Commission","HM Treasury","Policy","25","25","[c]","[c]"
"In post","2021","White","National Records of Scotland","Scottish Government","Unknown","340","320","34840","32140"
"In post","2021","White","National Savings and Investments","Chancellor's other departments","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","White","National Savings and Investments","Chancellor's other departments","Communications","15","15","[c]","[c]"
"In post","2021","White","National Savings and Investments","Chancellor's other departments","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","White","National Savings and Investments","Chancellor's other departments","Digital, Data and Technology","10","10","[c]","[c]"
"In post","2021","White","National Savings and Investments","Chancellor's other departments","Finance","10","10","[c]","[c]"
"In post","2021","White","National Savings and Investments","Chancellor's other departments","Human Resources","5","5","[c]","[c]"
"In post","2021","White","National Savings and Investments","Chancellor's other departments","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","White","National Savings and Investments","Chancellor's other departments","Other","65","65","56380","43940"
"In post","2021","White","National Savings and Investments","Chancellor's other departments","Project Delivery","10","10","[c]","[c]"
"In post","2021","White","National Savings and Investments","Chancellor's other departments","Property","[c]","[c]","[c]","[c]"
"In post","2021","White","National Savings and Investments","Chancellor's other departments","Security","[c]","[c]","[c]","[c]"
"In post","2021","White","National Savings and Investments","Chancellor's other departments","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","White","Northern Ireland Office","Northern Ireland Office","Communications","10","10","[c]","[c]"
"In post","2021","White","Northern Ireland Office","Northern Ireland Office","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","White","Northern Ireland Office","Northern Ireland Office","Economics","[c]","[c]","[c]","[c]"
"In post","2021","White","Northern Ireland Office","Northern Ireland Office","Finance","5","5","[c]","[c]"
"In post","2021","White","Northern Ireland Office","Northern Ireland Office","Human Resources","5","5","[c]","[c]"
"In post","2021","White","Northern Ireland Office","Northern Ireland Office","Knowledge and Information Management","5","5","[c]","[c]"
"In post","2021","White","Northern Ireland Office","Northern Ireland Office","Other","5","5","[c]","[c]"
"In post","2021","White","Northern Ireland Office","Northern Ireland Office","Policy","55","55","49860","47630"
"In post","2021","White","Northern Ireland Office","Northern Ireland Office","Property","[c]","[c]","[c]","[c]"
"In post","2021","White","Northern Ireland Office","Northern Ireland Office","Security","[c]","[c]","[c]","[c]"
"In post","2021","White","Office for Budget Responsibility","HM Treasury","Economics","[c]","[c]","[c]","[c]"
"In post","2021","White","Office for Budget Responsibility","HM Treasury","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","White","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Commercial","10","10","[c]","[c]"
"In post","2021","White","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Communications","30","25","[c]","[c]"
"In post","2021","White","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Digital, Data and Technology","65","60","47570","39850"
"In post","2021","White","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Finance","30","30","[c]","[c]"
"In post","2021","White","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Human Resources","45","45","39430","32010"
"In post","2021","White","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Inspector of Education and Training","715","700","66100","70500"
"In post","2021","White","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","White","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Legal","15","15","[c]","[c]"
"In post","2021","White","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Operational Delivery","195","180","29290","25880"
"In post","2021","White","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Other","205","195","28690","25880"
"In post","2021","White","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Policy","45","45","53570","42850"
"In post","2021","White","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Project Delivery","25","25","[c]","[c]"
"In post","2021","White","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Property","10","10","[c]","[c]"
"In post","2021","White","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Social Research","35","35","42030","35010"
"In post","2021","White","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Statistics","95","90","39930","39850"
"In post","2021","White","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Communications","20","20","[c]","[c]"
"In post","2021","White","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Corporate Finance","15","15","[c]","[c]"
"In post","2021","White","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Counter Fraud","5","5","[c]","[c]"
"In post","2021","White","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Digital, Data and Technology","55","55","49410","44520"
"In post","2021","White","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Economics","30","30","49240","50180"
"In post","2021","White","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Finance","30","30","[c]","[c]"
"In post","2021","White","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Human Resources","20","20","[c]","[c]"
"In post","2021","White","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Legal","60","55","64480","63540"
"In post","2021","White","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Operational Delivery","130","125","34940","29710"
"In post","2021","White","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Other","405","400","44350","37510"
"In post","2021","White","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Policy","55","55","37810","34240"
"In post","2021","White","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Project Delivery","20","20","[c]","[c]"
"In post","2021","White","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Property","5","5","[c]","[c]"
"In post","2021","White","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Science and Engineering","5","5","[c]","[c]"
"In post","2021","White","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","White","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Communications","20","20","[c]","[c]"
"In post","2021","White","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Digital, Data and Technology","20","20","[c]","[c]"
"In post","2021","White","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Economics","[c]","[c]","[c]","[c]"
"In post","2021","White","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Finance","5","5","[c]","[c]"
"In post","2021","White","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Human Resources","10","10","[c]","[c]"
"In post","2021","White","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Legal","5","5","[c]","[c]"
"In post","2021","White","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Operational Delivery","70","65","46920","40370"
"In post","2021","White","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Operational Research","10","10","[c]","[c]"
"In post","2021","White","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Policy","30","30","[c]","[c]"
"In post","2021","White","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Project Delivery","20","20","[c]","[c]"
"In post","2021","White","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Property","[c]","[c]","[c]","[c]"
"In post","2021","White","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Statistics","5","5","[c]","[c]"
"In post","2021","White","Office of Rail and Road","Office of Rail and Road","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","White","Office of Rail and Road","Office of Rail and Road","Communications","10","10","[c]","[c]"
"In post","2021","White","Office of Rail and Road","Office of Rail and Road","Digital, Data and Technology","5","5","[c]","[c]"
"In post","2021","White","Office of Rail and Road","Office of Rail and Road","Economics","20","20","[c]","[c]"
"In post","2021","White","Office of Rail and Road","Office of Rail and Road","Finance","[c]","[c]","[c]","[c]"
"In post","2021","White","Office of Rail and Road","Office of Rail and Road","Human Resources","10","5","[c]","[c]"
"In post","2021","White","Office of Rail and Road","Office of Rail and Road","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","White","Office of Rail and Road","Office of Rail and Road","Legal","10","10","[c]","[c]"
"In post","2021","White","Office of Rail and Road","Office of Rail and Road","Operational Delivery","95","95","55240","55430"
"In post","2021","White","Office of Rail and Road","Office of Rail and Road","Policy","45","45","61240","57030"
"In post","2021","White","Office of Rail and Road","Office of Rail and Road","Property","[c]","[c]","[c]","[c]"
"In post","2021","White","Office of Rail and Road","Office of Rail and Road","Science and Engineering","15","15","[c]","[c]"
"In post","2021","White","Office of Rail and Road","Office of Rail and Road","Statistics","10","10","[c]","[c]"
"In post","2021","White","Office of the Public Guardian","Ministry of Justice","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","White","Office of the Public Guardian","Ministry of Justice","Communications","[c]","[c]","[c]","[c]"
"In post","2021","White","Office of the Public Guardian","Ministry of Justice","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","White","Office of the Public Guardian","Ministry of Justice","Finance","[c]","[c]","[c]","[c]"
"In post","2021","White","Office of the Public Guardian","Ministry of Justice","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","White","Office of the Public Guardian","Ministry of Justice","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","White","Office of the Public Guardian","Ministry of Justice","Legal","10","10","[c]","[c]"
"In post","2021","White","Office of the Public Guardian","Ministry of Justice","Operational Delivery","560","520","22830","21170"
"In post","2021","White","Office of the Public Guardian","Ministry of Justice","Policy","5","5","[c]","[c]"
"In post","2021","White","Office of the Public Guardian","Ministry of Justice","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","White","Office of the Public Guardian","Ministry of Justice","Property","5","5","[c]","[c]"
"In post","2021","White","Office of the Scottish Charity Regulator","Scottish Government","Unknown","45","40","37880","35110"
"In post","2021","White","Planning Inspectorate","Ministry of Housing, Communities and Local Government","Commercial","5","5","[c]","[c]"
"In post","2021","White","Planning Inspectorate","Ministry of Housing, Communities and Local Government","Communications","10","5","[c]","[c]"
"In post","2021","White","Planning Inspectorate","Ministry of Housing, Communities and Local Government","Digital, Data and Technology","35","30","38770","40720"
"In post","2021","White","Planning Inspectorate","Ministry of Housing, Communities and Local Government","Finance","15","15","[c]","[c]"
"In post","2021","White","Planning Inspectorate","Ministry of Housing, Communities and Local Government","Human Resources","15","15","[c]","[c]"
"In post","2021","White","Planning Inspectorate","Ministry of Housing, Communities and Local Government","Knowledge and Information Management","15","15","[c]","[c]"
"In post","2021","White","Planning Inspectorate","Ministry of Housing, Communities and Local Government","Legal","[c]","[c]","[c]","[c]"
"In post","2021","White","Planning Inspectorate","Ministry of Housing, Communities and Local Government","Operational Delivery","260","240","30370","26050"
"In post","2021","White","Planning Inspectorate","Ministry of Housing, Communities and Local Government","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","White","Planning Inspectorate","Ministry of Housing, Communities and Local Government","Planning","30","30","49940","40720"
"In post","2021","White","Planning Inspectorate","Ministry of Housing, Communities and Local Government","Planning Inspectors","295","260","58310","58810"
"In post","2021","White","Planning Inspectorate","Ministry of Housing, Communities and Local Government","Project Delivery","10","10","[c]","[c]"
"In post","2021","White","Planning Inspectorate","Ministry of Housing, Communities and Local Government","Statistics","5","5","[c]","[c]"
"In post","2021","White","Public Health England","Department of Health and Social Care","Commercial","30","30","[c]","[c]"
"In post","2021","White","Public Health England","Department of Health and Social Care","Communications","60","55","49580","43880"
"In post","2021","White","Public Health England","Department of Health and Social Care","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","White","Public Health England","Department of Health and Social Care","Digital, Data and Technology","75","75","44490","41790"
"In post","2021","White","Public Health England","Department of Health and Social Care","Finance","100","95","43520","37840"
"In post","2021","White","Public Health England","Department of Health and Social Care","Human Resources","90","85","48670","41500"
"In post","2021","White","Public Health England","Department of Health and Social Care","Knowledge and Information Management","385","355","39370","37470"
"In post","2021","White","Public Health England","Department of Health and Social Care","Legal","[c]","[c]","[c]","[c]"
"In post","2021","White","Public Health England","Department of Health and Social Care","Medicine","225","185","106440","106750"
"In post","2021","White","Public Health England","Department of Health and Social Care","Operational Delivery","2150","1945","39970","36330"
"In post","2021","White","Public Health England","Department of Health and Social Care","Property","10","10","[c]","[c]"
"In post","2021","White","Public Health England","Department of Health and Social Care","Science and Engineering","1605","1480","41410","38890"
"In post","2021","White","Public Health England","Department of Health and Social Care","Statistics","10","10","[c]","[c]"
"In post","2021","White","Queen Elizabeth II Centre","Ministry of Housing, Communities and Local Government","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","White","Queen Elizabeth II Centre","Ministry of Housing, Communities and Local Government","Communications","[c]","[c]","[c]","[c]"
"In post","2021","White","Queen Elizabeth II Centre","Ministry of Housing, Communities and Local Government","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","White","Queen Elizabeth II Centre","Ministry of Housing, Communities and Local Government","Finance","[c]","[c]","[c]","[c]"
"In post","2021","White","Queen Elizabeth II Centre","Ministry of Housing, Communities and Local Government","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","White","Queen Elizabeth II Centre","Ministry of Housing, Communities and Local Government","Operational Delivery","20","20","[c]","[c]"
"In post","2021","White","Queen Elizabeth II Centre","Ministry of Housing, Communities and Local Government","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","White","Queen Elizabeth II Centre","Ministry of Housing, Communities and Local Government","Property","[c]","[c]","[c]","[c]"
"In post","2021","White","Registers of Scotland","Scottish Government","Commercial","10","10","[c]","[c]"
"In post","2021","White","Registers of Scotland","Scottish Government","Communications","15","15","[c]","[c]"
"In post","2021","White","Registers of Scotland","Scottish Government","Digital, Data and Technology","45","45","42660","36780"
"In post","2021","White","Registers of Scotland","Scottish Government","Finance","15","15","[c]","[c]"
"In post","2021","White","Registers of Scotland","Scottish Government","Human Resources","40","35","36810","36780"
"In post","2021","White","Registers of Scotland","Scottish Government","Legal","5","5","[c]","[c]"
"In post","2021","White","Registers of Scotland","Scottish Government","Operational Delivery","745","710","31280","30080"
"In post","2021","White","Registers of Scotland","Scottish Government","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","White","Registers of Scotland","Scottish Government","Policy","10","10","[c]","[c]"
"In post","2021","White","Registers of Scotland","Scottish Government","Project Delivery","15","15","[c]","[c]"
"In post","2021","White","Registers of Scotland","Scottish Government","Property","10","10","[c]","[c]"
"In post","2021","White","Registers of Scotland","Scottish Government","Security","15","10","[c]","[c]"
"In post","2021","White","Registers of Scotland","Scottish Government","Statistics","15","15","[c]","[c]"
"In post","2021","White","Revenue Scotland","Scottish Government","Unknown","45","40","42820","35110"
"In post","2021","White","Royal Fleet Auxiliary","Ministry of Defence","Other","[c]","[c]","[c]","[c]"
"In post","2021","White","Rural Payments Agency","Department for Environment, Food and Rural Affairs","Operational Delivery","1165","1035","26490","25190"
"In post","2021","White","Rural Payments Agency","Department for Environment, Food and Rural Affairs","Policy","5","5","[c]","[c]"
"In post","2021","White","Rural Payments Agency","Department for Environment, Food and Rural Affairs","Project Delivery","95","85","39210","37100"
"In post","2021","White","Scotland Office (incl. Office of the Advocate General for Scotland)","Scotland Office","Communications","[c]","[c]","[c]","[c]"
"In post","2021","White","Scotland Office (incl. Office of the Advocate General for Scotland)","Scotland Office","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","White","Scotland Office (incl. Office of the Advocate General for Scotland)","Scotland Office","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","White","Scotland Office (incl. Office of the Advocate General for Scotland)","Scotland Office","Policy","[c]","[c]","[c]","[c]"
"In post","2021","White","Scotland Office (incl. Office of the Advocate General for Scotland)","Scotland Office","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","White","Scotland Office (incl. Office of the Advocate General for Scotland)","Scotland Office","Unknown","55","50","50550","48930"
"In post","2021","White","Scottish Courts and Tribunals Service","Scottish Government","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","White","Scottish Courts and Tribunals Service","Scottish Government","Communications","[c]","[c]","[c]","[c]"
"In post","2021","White","Scottish Courts and Tribunals Service","Scottish Government","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","White","Scottish Courts and Tribunals Service","Scottish Government","Finance","[c]","[c]","[c]","[c]"
"In post","2021","White","Scottish Courts and Tribunals Service","Scottish Government","Human Resources","10","10","[c]","[c]"
"In post","2021","White","Scottish Courts and Tribunals Service","Scottish Government","Legal","[c]","[c]","[c]","[c]"
"In post","2021","White","Scottish Courts and Tribunals Service","Scottish Government","Operational Delivery","95","90","30060","26550"
"In post","2021","White","Scottish Courts and Tribunals Service","Scottish Government","Policy","[c]","[c]","[c]","[c]"
"In post","2021","White","Scottish Courts and Tribunals Service","Scottish Government","Property","[c]","[c]","[c]","[c]"
"In post","2021","White","Scottish Courts and Tribunals Service","Scottish Government","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","White","Scottish Fiscal Commission","Scottish Government","Unknown","20","15","[c]","[c]"
"In post","2021","White","Scottish Forestry","Scottish Government","Unknown","185","170","35600","35330"
"In post","2021","White","Scottish Government (excl. agencies)","Scottish Government","Unknown","6170","5900","43770","39660"
"In post","2021","White","Scottish Housing Regulator","Scottish Government","Unknown","40","40","53460","51540"
"In post","2021","White","Scottish Prison Service","Scottish Government","Commercial","30","30","34790","28410"
"In post","2021","White","Scottish Prison Service","Scottish Government","Communications","[c]","[c]","[c]","[c]"
"In post","2021","White","Scottish Prison Service","Scottish Government","Digital, Data and Technology","15","15","[c]","[c]"
"In post","2021","White","Scottish Prison Service","Scottish Government","Finance","25","20","[c]","[c]"
"In post","2021","White","Scottish Prison Service","Scottish Government","Human Resources","70","70","36730","33650"
"In post","2021","White","Scottish Prison Service","Scottish Government","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","White","Scottish Prison Service","Scottish Government","Legal","[c]","[c]","[c]","[c]"
"In post","2021","White","Scottish Prison Service","Scottish Government","Operational Delivery","1255","1175","33240","33650"
"In post","2021","White","Scottish Prison Service","Scottish Government","Other","220","205","33710","33650"
"In post","2021","White","Scottish Prison Service","Scottish Government","Project Delivery","5","5","[c]","[c]"
"In post","2021","White","Scottish Prison Service","Scottish Government","Psychology","15","10","[c]","[c]"
"In post","2021","White","Scottish Public Pensions Agency","Scottish Government","Unknown","220","200","29600","26160"
"In post","2021","White","Serious Fraud Office","Attorney General's Departments","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","White","Serious Fraud Office","Attorney General's Departments","Communications","[c]","[c]","[c]","[c]"
"In post","2021","White","Serious Fraud Office","Attorney General's Departments","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","White","Serious Fraud Office","Attorney General's Departments","Counter Fraud","160","160","46170","40330"
"In post","2021","White","Serious Fraud Office","Attorney General's Departments","Digital, Data and Technology","30","30","45730","40170"
"In post","2021","White","Serious Fraud Office","Attorney General's Departments","Finance","[c]","[c]","[c]","[c]"
"In post","2021","White","Serious Fraud Office","Attorney General's Departments","Human Resources","10","10","[c]","[c]"
"In post","2021","White","Serious Fraud Office","Attorney General's Departments","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","White","Serious Fraud Office","Attorney General's Departments","Legal","25","25","[c]","[c]"
"In post","2021","White","Serious Fraud Office","Attorney General's Departments","Other","20","20","[c]","[c]"
"In post","2021","White","Serious Fraud Office","Attorney General's Departments","Policy","10","10","[c]","[c]"
"In post","2021","White","Serious Fraud Office","Attorney General's Departments","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","White","Serious Fraud Office","Attorney General's Departments","Property","[c]","[c]","[c]","[c]"
"In post","2021","White","Serious Fraud Office","Attorney General's Departments","Security","[c]","[c]","[c]","[c]"
"In post","2021","White","Social Security Scotland","Scottish Government","Unknown","875","850","31960","27150"
"In post","2021","White","Standards and Testing Agency","Department for Education","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","White","Standards and Testing Agency","Department for Education","Operational Delivery","70","70","44310","42220"
"In post","2021","White","Standards and Testing Agency","Department for Education","Policy","15","15","[c]","[c]"
"In post","2021","White","Student Awards Agency for Scotland","Scottish Government","Unknown","115","110","34190","30650"
"In post","2021","White","Submarine Delivery Agency","Ministry of Defence","Commercial","120","120","39610","38150"
"In post","2021","White","Submarine Delivery Agency","Ministry of Defence","Communications","5","5","[c]","[c]"
"In post","2021","White","Submarine Delivery Agency","Ministry of Defence","Digital, Data and Technology","10","10","[c]","[c]"
"In post","2021","White","Submarine Delivery Agency","Ministry of Defence","Finance","105","105","41120","39860"
"In post","2021","White","Submarine Delivery Agency","Ministry of Defence","Human Resources","30","25","[c]","[c]"
"In post","2021","White","Submarine Delivery Agency","Ministry of Defence","Knowledge and Information Management","30","30","37110","38710"
"In post","2021","White","Submarine Delivery Agency","Ministry of Defence","Operational Delivery","140","130","33040","27610"
"In post","2021","White","Submarine Delivery Agency","Ministry of Defence","Policy","5","5","[c]","[c]"
"In post","2021","White","Submarine Delivery Agency","Ministry of Defence","Project Delivery","440","430","42870","40580"
"In post","2021","White","Submarine Delivery Agency","Ministry of Defence","Property","[c]","[c]","[c]","[c]"
"In post","2021","White","Submarine Delivery Agency","Ministry of Defence","Science and Engineering","545","540","41670","40830"
"In post","2021","White","Submarine Delivery Agency","Ministry of Defence","Security","20","20","[c]","[c]"
"In post","2021","White","Submarine Delivery Agency","Ministry of Defence","Unknown","20","20","[c]","[c]"
"In post","2021","White","Teaching Regulation Agency","Department for Education","Operational Delivery","45","45","32740","29730"
"In post","2021","White","Teaching Regulation Agency","Department for Education","Policy","[c]","[c]","[c]","[c]"
"In post","2021","White","The National Archives","The National Archives","Commercial","20","20","[c]","[c]"
"In post","2021","White","The National Archives","The National Archives","Communications","10","10","[c]","[c]"
"In post","2021","White","The National Archives","The National Archives","Digital, Data and Technology","65","60","40630","40000"
"In post","2021","White","The National Archives","The National Archives","Finance","5","5","[c]","[c]"
"In post","2021","White","The National Archives","The National Archives","Human Resources","15","10","[c]","[c]"
"In post","2021","White","The National Archives","The National Archives","Knowledge and Information Management","50","50","36130","34130"
"In post","2021","White","The National Archives","The National Archives","Operational Delivery","105","95","30550","28460"
"In post","2021","White","The National Archives","The National Archives","Other","55","55","42610","34770"
"In post","2021","White","The National Archives","The National Archives","Policy","[c]","[c]","[c]","[c]"
"In post","2021","White","The National Archives","The National Archives","Property","5","5","[c]","[c]"
"In post","2021","White","Transport Scotland","Scottish Government","Unknown","380","365","45130","42190"
"In post","2021","White","UK Export Finance","UK Export Finance","Communications","10","10","[c]","[c]"
"In post","2021","White","UK Export Finance","UK Export Finance","Digital, Data and Technology","20","20","[c]","[c]"
"In post","2021","White","UK Export Finance","UK Export Finance","Economics","5","5","[c]","[c]"
"In post","2021","White","UK Export Finance","UK Export Finance","Finance","10","10","[c]","[c]"
"In post","2021","White","UK Export Finance","UK Export Finance","Human Resources","20","20","[c]","[c]"
"In post","2021","White","UK Export Finance","UK Export Finance","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","White","UK Export Finance","UK Export Finance","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","White","UK Export Finance","UK Export Finance","Legal","15","15","[c]","[c]"
"In post","2021","White","UK Export Finance","UK Export Finance","Operational Delivery","175","170","55630","49940"
"In post","2021","White","UK Export Finance","UK Export Finance","Project Delivery","5","5","[c]","[c]"
"In post","2021","White","UK Export Finance","UK Export Finance","Security","[c]","[c]","[c]","[c]"
"In post","2021","White","UK Hydrographic Office","Ministry of Defence","Commercial","15","15","[c]","[c]"
"In post","2021","White","UK Hydrographic Office","Ministry of Defence","Communications","10","10","[c]","[c]"
"In post","2021","White","UK Hydrographic Office","Ministry of Defence","Digital, Data and Technology","125","125","39400","35340"
"In post","2021","White","UK Hydrographic Office","Ministry of Defence","Finance","10","10","[c]","[c]"
"In post","2021","White","UK Hydrographic Office","Ministry of Defence","Human Resources","10","10","[c]","[c]"
"In post","2021","White","UK Hydrographic Office","Ministry of Defence","Internal Audit","5","5","[c]","[c]"
"In post","2021","White","UK Hydrographic Office","Ministry of Defence","Knowledge and Information Management","10","10","[c]","[c]"
"In post","2021","White","UK Hydrographic Office","Ministry of Defence","Legal","[c]","[c]","[c]","[c]"
"In post","2021","White","UK Hydrographic Office","Ministry of Defence","Operational Delivery","380","360","32540","33290"
"In post","2021","White","UK Hydrographic Office","Ministry of Defence","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","White","UK Hydrographic Office","Ministry of Defence","Property","[c]","[c]","[c]","[c]"
"In post","2021","White","UK Hydrographic Office","Ministry of Defence","Security","5","5","[c]","[c]"
"In post","2021","White","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Commercial","5","5","[c]","[c]"
"In post","2021","White","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Communications","20","20","[c]","[c]"
"In post","2021","White","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","115","110","47020","47240"
"In post","2021","White","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Economics","10","10","[c]","[c]"
"In post","2021","White","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Finance","10","10","[c]","[c]"
