"Status","Year","Disability","Ethnicity","Profession_of_post","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Declared disabled","Unknown","Tax","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","Tax","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","White","Commercial","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","White","Commercial","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","White","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","White","Communications","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","White","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","White","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","White","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","White","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","White","Corporate Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","White","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","White","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","White","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","White","Digital, Data and Technology","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","White","Digital, Data and Technology","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","White","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","White","Economics","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","White","Economics","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","White","Economics","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","White","Finance","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","White","Finance","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","White","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","White","Human Resources","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","White","Human Resources","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","White","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","White","Inspector of Education and Training","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","White","Inspector of Education and Training","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","White","Inspector of Education and Training","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","White","Intelligence Analysis","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","White","Intelligence Analysis","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","White","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","White","Internal Audit","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","White","Internal Audit","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","White","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","White","International Trade","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","White","International Trade","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","White","International Trade","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","White","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","White","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","White","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","White","Legal","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","White","Legal","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","White","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","White","Medicine","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","White","Medicine","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","White","Medicine","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","White","Operational Delivery","Female","60","[c]","28330","24570"
"Leaver Dept.","2021","Declared disabled","White","Operational Delivery","Male","55","[c]","28150","24210"
"Leaver Dept.","2021","Declared disabled","White","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","White","Operational Research","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","White","Operational Research","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","White","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","White","Other","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","White","Other","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","White","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","White","Planning","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","White","Planning","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","White","Planning","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","White","Planning Inspectors","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","White","Planning Inspectors","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","White","Planning Inspectors","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","White","Policy","Female","55","[c]","44050","41520"
"Leaver Dept.","2021","Declared disabled","White","Policy","Male","40","[c]","40780","36980"
"Leaver Dept.","2021","Declared disabled","White","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","White","Project Delivery","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","White","Project Delivery","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","White","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","White","Property","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","White","Property","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","White","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","White","Psychology","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","White","Psychology","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","White","Psychology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","White","Science and Engineering","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","White","Science and Engineering","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","White","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","White","Security","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","White","Security","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","White","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","White","Social Research","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","White","Social Research","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","White","Social Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","White","Statistics","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","White","Statistics","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","White","Statistics","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","White","Tax","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","White","Tax","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","White","Tax","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","White","Unknown","Female","195","[c]","34020","31990"
"Leaver Dept.","2021","Declared disabled","White","Unknown","Male","140","[c]","36470","31990"
"Leaver Dept.","2021","Declared disabled","White","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Asian","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Asian","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Asian","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Asian","Communications","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Asian","Communications","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Asian","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Asian","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Asian","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Asian","Corporate Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Asian","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Asian","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Asian","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Asian","Digital, Data and Technology","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Asian","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Asian","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Asian","Economics","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Asian","Economics","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Asian","Economics","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Asian","Finance","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Asian","Finance","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Asian","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Asian","Human Resources","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Asian","Human Resources","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Asian","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Asian","Inspector of Education and Training","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Asian","Inspector of Education and Training","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Asian","Inspector of Education and Training","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Asian","Intelligence Analysis","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Asian","Intelligence Analysis","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Asian","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Asian","Internal Audit","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Asian","Internal Audit","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Asian","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Asian","International Trade","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Asian","International Trade","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Asian","International Trade","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Asian","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Asian","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Asian","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Asian","Legal","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Asian","Legal","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Asian","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Asian","Medicine","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Asian","Medicine","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Asian","Medicine","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Asian","Operational Delivery","Female","110","[c]","27710","25000"
"Leaver Dept.","2021","Declared non-disabled","Asian","Operational Delivery","Male","60","[c]","26510","25040"
"Leaver Dept.","2021","Declared non-disabled","Asian","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Asian","Operational Research","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Asian","Operational Research","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Asian","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Asian","Other","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Asian","Other","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Asian","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Asian","Planning","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Asian","Planning","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Asian","Planning","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Asian","Planning Inspectors","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Asian","Planning Inspectors","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Asian","Planning Inspectors","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Asian","Policy","Female","70","[c]","42750","38160"
"Leaver Dept.","2021","Declared non-disabled","Asian","Policy","Male","35","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Asian","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Asian","Project Delivery","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Asian","Project Delivery","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Asian","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Asian","Property","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Asian","Property","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Asian","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Asian","Psychology","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Asian","Psychology","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Asian","Psychology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Asian","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Asian","Science and Engineering","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Asian","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Asian","Security","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Asian","Security","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Asian","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Asian","Social Research","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Asian","Social Research","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Asian","Social Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Asian","Statistics","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Asian","Statistics","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Asian","Statistics","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Asian","Tax","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Asian","Tax","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Asian","Tax","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Asian","Unknown","Female","165","[c]","33620","30300"
"Leaver Dept.","2021","Declared non-disabled","Asian","Unknown","Male","170","[c]","33870","31060"
"Leaver Dept.","2021","Declared non-disabled","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Black","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Black","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Black","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Black","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Black","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Black","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Black","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Black","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Black","Corporate Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Black","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Black","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Black","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Black","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Black","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Black","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Black","Economics","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Black","Economics","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Black","Economics","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Black","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Black","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Black","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Black","Human Resources","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Black","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Black","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Black","Inspector of Education and Training","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Black","Inspector of Education and Training","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Black","Inspector of Education and Training","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Black","Intelligence Analysis","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Black","Intelligence Analysis","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Black","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Black","Internal Audit","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Black","Internal Audit","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Black","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Black","International Trade","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Black","International Trade","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Black","International Trade","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Black","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Black","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Black","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Black","Legal","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Black","Legal","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Black","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Black","Medicine","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Black","Medicine","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Black","Medicine","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Black","Operational Delivery","Female","60","[c]","27690","24890"
"Leaver Dept.","2021","Declared non-disabled","Black","Operational Delivery","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Black","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Black","Operational Research","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Black","Operational Research","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Black","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Black","Other","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Black","Other","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Black","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Black","Planning","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Black","Planning","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Black","Planning","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Black","Planning Inspectors","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Black","Planning Inspectors","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Black","Planning Inspectors","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Black","Policy","Female","35","[c]","39230","34430"
"Leaver Dept.","2021","Declared non-disabled","Black","Policy","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Black","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Black","Project Delivery","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Black","Project Delivery","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Black","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Black","Property","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Black","Property","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Black","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Black","Psychology","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Black","Psychology","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Black","Psychology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Black","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Black","Science and Engineering","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Black","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Black","Security","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Black","Security","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Black","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Black","Social Research","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Black","Social Research","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Black","Social Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Black","Statistics","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Black","Statistics","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Black","Statistics","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Black","Tax","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Black","Tax","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Black","Tax","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Black","Unknown","Female","95","[c]","34360","30300"
"Leaver Dept.","2021","Declared non-disabled","Black","Unknown","Male","65","[c]","32280","27570"
"Leaver Dept.","2021","Declared non-disabled","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
