"Status","Year","Age","Ethnicity","Function_of_post","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","30-39","White","Communications","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Communications","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Communications","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Communications","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Communications","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Counter Fraud","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Counter Fraud","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Digital, Data & Technology","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Digital, Data & Technology","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Digital, Data & Technology","London","30","[c]","51810","53820"
"Leaver CS","2021","30-39","White","Digital, Data & Technology","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Digital, Data & Technology","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Digital, Data & Technology","South East (England)","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Digital, Data & Technology","South West (England)","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Digital, Data & Technology","Wales","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Digital, Data & Technology","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Digital, Data & Technology","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Finance","London","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Finance","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Finance","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Finance","South East (England)","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Finance","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Finance","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Grants Management","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Grants Management","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Grants Management","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Grants Management","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Grants Management","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Human Resources","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Human Resources","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Human Resources","London","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Human Resources","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Human Resources","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Human Resources","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Human Resources","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Human Resources","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Human Resources","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Human Resources","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Human Resources","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Legal","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Legal","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Legal","London","40","[c]","49130","50720"
"Leaver CS","2021","30-39","White","Legal","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Legal","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Legal","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Legal","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Legal","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Legal","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","No function","East Midlands (England)","70","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","No function","East of England","85","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","No function","London","185","[c]","45940","46250"
"Leaver CS","2021","30-39","White","No function","North East (England)","25","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","No function","North West (England)","80","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","No function","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","No function","Scotland","35","[c]","28640","28000"
"Leaver CS","2021","30-39","White","No function","South East (England)","125","[c]","29570","23750"
"Leaver CS","2021","30-39","White","No function","South West (England)","80","[c]","31970","31350"
"Leaver CS","2021","30-39","White","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","No function","Wales","80","[c]","23470","21590"
"Leaver CS","2021","30-39","White","No function","West Midlands (England)","70","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","No function","Yorkshire and The Humber","55","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Project Delivery","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Project Delivery","London","15","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Project Delivery","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Project Delivery","Scotland","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Project Delivery","South East (England)","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Project Delivery","South West (England)","45","[c]","36370","38240"
"Leaver CS","2021","30-39","White","Project Delivery","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Project Delivery","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Property","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Property","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Property","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Property","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Property","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Property","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Property","Scotland","15","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Property","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Property","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Property","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Property","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Security","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Security","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Security","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Security","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Security","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Security","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Security","South East (England)","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Security","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Security","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Security","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Security","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Unknown","East Midlands (England)","30","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Unknown","East of England","40","[c]","28040","27570"
"Leaver CS","2021","30-39","White","Unknown","London","125","[c]","41850","40010"
"Leaver CS","2021","30-39","White","Unknown","North East (England)","85","[c]","24070","21010"
"Leaver CS","2021","30-39","White","Unknown","North West (England)","100","[c]","26290","24110"
"Leaver CS","2021","30-39","White","Unknown","Northern Ireland","15","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Unknown","Overseas","15","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Unknown","Scotland","135","[c]","31430","27570"
"Leaver CS","2021","30-39","White","Unknown","South East (England)","65","[c]","27130","25100"
"Leaver CS","2021","30-39","White","Unknown","South West (England)","50","[c]","25720","21010"
"Leaver CS","2021","30-39","White","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Unknown","Wales","70","[c]","30050","27570"
"Leaver CS","2021","30-39","White","Unknown","West Midlands (England)","50","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Unknown","Yorkshire and The Humber","60","[c]","28130","25000"
"Leaver CS","2021","40-49","Asian","Analysis","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Analysis","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Analysis","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Analysis","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Analysis","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Analysis","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Commercial","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Commercial","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Commercial","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Commercial","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Commercial","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Commercial","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Commercial","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Commercial","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Commercial","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Commercial","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Commercial","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Communications","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Communications","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Communications","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Communications","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Communications","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Communications","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Communications","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Communications","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Communications","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Communications","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Communications","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Counter Fraud","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Debt","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Digital, Data & Technology","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Digital, Data & Technology","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Digital, Data & Technology","London","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Digital, Data & Technology","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Digital, Data & Technology","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Digital, Data & Technology","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Digital, Data & Technology","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Digital, Data & Technology","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Digital, Data & Technology","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Digital, Data & Technology","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Digital, Data & Technology","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Finance","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Finance","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Finance","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Finance","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Finance","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Finance","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Finance","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Grants Management","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Grants Management","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Grants Management","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Grants Management","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Human Resources","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Human Resources","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Human Resources","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Human Resources","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Human Resources","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Human Resources","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Human Resources","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Human Resources","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Human Resources","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Internal Audit","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Internal Audit","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Internal Audit","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Legal","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Legal","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Legal","London","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Legal","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Legal","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Legal","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Legal","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Legal","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Legal","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Legal","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Legal","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","No function","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","No function","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","No function","London","30","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","No function","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","No function","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","No function","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","No function","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","No function","South East (England)","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","No function","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","No function","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","No function","West Midlands (England)","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","No function","Yorkshire and The Humber","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Project Delivery","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Project Delivery","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Project Delivery","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Project Delivery","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Project Delivery","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Project Delivery","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Project Delivery","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Project Delivery","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Project Delivery","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Project Delivery","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Property","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Property","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Property","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Property","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Property","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Property","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Property","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Property","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Property","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Property","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Security","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Security","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Security","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Security","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Security","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Security","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Security","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Security","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Security","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Unknown","East Midlands (England)","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Unknown","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Unknown","London","35","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Unknown","North East (England)","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Unknown","North West (England)","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Unknown","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Unknown","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Unknown","Scotland","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Unknown","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Unknown","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Unknown","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Unknown","West Midlands (England)","25","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Unknown","Yorkshire and The Humber","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Black","Analysis","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Black","Analysis","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Black","Analysis","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Black","Analysis","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Black","Analysis","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Black","Analysis","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Black","Commercial","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Black","Commercial","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Black","Commercial","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Black","Commercial","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Black","Commercial","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Black","Commercial","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Black","Commercial","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Black","Commercial","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Black","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Black","Commercial","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Black","Commercial","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Black","Commercial","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Black","Communications","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Black","Communications","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Black","Communications","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Black","Communications","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Black","Communications","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Black","Communications","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Black","Communications","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Black","Communications","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Black","Communications","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Black","Communications","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Black","Communications","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Black","Counter Fraud","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Black","Debt","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Black","Digital, Data & Technology","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Black","Digital, Data & Technology","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Black","Digital, Data & Technology","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Black","Digital, Data & Technology","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Black","Digital, Data & Technology","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Black","Digital, Data & Technology","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Black","Digital, Data & Technology","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Black","Digital, Data & Technology","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Black","Digital, Data & Technology","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Black","Digital, Data & Technology","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Black","Digital, Data & Technology","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Black","Finance","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Black","Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Black","Finance","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Black","Finance","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Black","Finance","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Black","Finance","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Black","Finance","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Black","Finance","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Black","Grants Management","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Black","Grants Management","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Black","Grants Management","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Black","Grants Management","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Black","Human Resources","East Midlands (England)","[c]","[c]","[c]","[c]"
