"Status","Year","Disability","Ethnicity","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Declared non-disabled","Other ethnicity","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Other ethnicity","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Other ethnicity","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Other ethnicity","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Other ethnicity","Office of the Scottish Charity Regulator","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Other ethnicity","Planning Inspectorate","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Other ethnicity","Public Health England","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Other ethnicity","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Other ethnicity","Registers of Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Other ethnicity","Revenue Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Other ethnicity","Royal Fleet Auxiliary","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Other ethnicity","Rural Payments Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Other ethnicity","Scotland Office (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Other ethnicity","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Other ethnicity","Scottish Fiscal Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Other ethnicity","Scottish Forestry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Other ethnicity","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Other ethnicity","Scottish Housing Regulator","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Other ethnicity","Scottish Prison Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Other ethnicity","Scottish Public Pensions Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Other ethnicity","Serious Fraud Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Other ethnicity","Social Security Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Other ethnicity","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Other ethnicity","Student Awards Agency for Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Other ethnicity","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Other ethnicity","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Other ethnicity","Transport Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Other ethnicity","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Other ethnicity","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Other ethnicity","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Other ethnicity","UK Space Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Other ethnicity","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Other ethnicity","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Other ethnicity","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Other ethnicity","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Other ethnicity","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Other ethnicity","Wales Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Other ethnicity","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Other ethnicity","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Other ethnicity","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Other ethnicity","Wilton Park","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","Accountant in Bankruptcy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","Attorney General's Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","Companies House","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","Crown Prosecution Service Inspectorate","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","Debt Management Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","Defence Equipment and Support","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","Department for International Development","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","Department for Work and Pensions (excl. agencies)","130","[c]","26620","26510"
"Leaver CS","2021","Declared non-disabled","Undeclared","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","Disclosure Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","Driver and Vehicle Standards Agency","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","Education Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","ESTYN","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","FCDO Services","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","Food Standards Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","Foreign and Commonwealth Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","Government Actuary's Department","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","Government Legal Department","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","Government Property Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","Health and Safety Executive","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","HM Courts and Tribunals Service","20","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","HM Prison and Probation Service","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","HM Revenue and Customs (excl. agencies)","50","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","Home Office (incl. agencies)","40","[c]","32280","28650"
"Leaver CS","2021","Declared non-disabled","Undeclared","Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","Legal Aid Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","Maritime and Coastguard Agency","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","Met Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","Ministry of Defence (excl. agencies)","50","[c]","34970","33460"
"Leaver CS","2021","Declared non-disabled","Undeclared","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","National Records of Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","National Savings and Investments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","Office of Gas and Electricity Markets","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","Office of the Scottish Charity Regulator","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","Planning Inspectorate","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","Public Health England","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","Registers of Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","Revenue Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","Royal Fleet Auxiliary","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","Rural Payments Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","Scotland Office (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","Scottish Fiscal Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","Scottish Forestry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","Scottish Housing Regulator","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","Scottish Prison Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","Scottish Public Pensions Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","Serious Fraud Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","Social Security Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","Student Awards Agency for Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","Transport Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","UK Space Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","United Kingdom Statistics Authority","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","Valuation Office Agency","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","Wales Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","Wilton Park","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","Accountant in Bankruptcy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","Attorney General's Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","Cabinet Office (excl. agencies)","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","Companies House","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","Crown Prosecution Service","20","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","Crown Prosecution Service Inspectorate","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","Debt Management Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","Defence Equipment and Support","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","Department for Education (excl. agencies)","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","Department for International Development","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","Department for International Trade","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","Department for Work and Pensions (excl. agencies)","140","[c]","27710","24790"
"Leaver CS","2021","Declared non-disabled","Unknown","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","Disclosure Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","Driver and Vehicle Licensing Agency","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","Education Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","ESTYN","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","FCDO Services","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","Food Standards Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","Foreign and Commonwealth Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","Government Actuary's Department","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","Government Legal Department","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","Government Property Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","Health and Safety Executive","20","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","HM Courts and Tribunals Service","25","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","HM Prison and Probation Service","110","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","HM Revenue and Customs (excl. agencies)","75","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","Insolvency Service","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","Legal Aid Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","Met Office","60","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","Ministry of Defence (excl. agencies)","30","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","Ministry of Justice (excl. agencies)","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","National Records of Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","National Savings and Investments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","Office of the Scottish Charity Regulator","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","Planning Inspectorate","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","Public Health England","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","Registers of Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","Revenue Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","Royal Fleet Auxiliary","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","Rural Payments Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","Scotland Office (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","Scottish Fiscal Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","Scottish Forestry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","Scottish Housing Regulator","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","Scottish Prison Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","Scottish Public Pensions Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","Serious Fraud Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","Social Security Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","Student Awards Agency for Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","Transport Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","UK Space Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","Valuation Office Agency","20","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","Wales Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
