"Status","Year","Profession_of_post","Region_london","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Counter Fraud","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Outside London","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","London","Heterosexual / straight","45","[c]","56390","54900"
"Leaver Dept.","2021","Digital, Data and Technology","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","London","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","London","Unknown","30","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Outside London","Heterosexual / straight","60","[c]","35010","30830"
"Leaver Dept.","2021","Digital, Data and Technology","Outside London","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Outside London","Undeclared","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Outside London","Unknown","35","[c]","48260","47560"
"Leaver Dept.","2021","Economics","London","Heterosexual / straight","65","[c]","41730","36500"
"Leaver Dept.","2021","Economics","London","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","London","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","London","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","Outside London","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","London","Heterosexual / straight","75","[c]","52780","51580"
"Leaver Dept.","2021","Finance","London","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","London","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","London","Unknown","30","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Outside London","Heterosexual / straight","70","[c]","41850","41680"
"Leaver Dept.","2021","Finance","Outside London","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Outside London","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Outside London","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","London","Heterosexual / straight","95","[c]","43980","38090"
"Leaver Dept.","2021","Human Resources","London","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","London","Unknown","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Outside London","Heterosexual / straight","125","[c]","35850","32010"
"Leaver Dept.","2021","Human Resources","Outside London","LGBO","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Outside London","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Outside London","Unknown","35","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inspector of Education and Training","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inspector of Education and Training","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Intelligence Analysis","London","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Intelligence Analysis","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Intelligence Analysis","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Intelligence Analysis","London","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Intelligence Analysis","Outside London","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Intelligence Analysis","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Intelligence Analysis","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","Outside London","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","International Trade","London","Heterosexual / straight","45","[c]","42600","38540"
"Leaver Dept.","2021","International Trade","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","International Trade","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","International Trade","London","Unknown","35","[c]","41220","38540"
"Leaver Dept.","2021","International Trade","Outside London","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2021","International Trade","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","International Trade","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","International Trade","Overseas","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2021","International Trade","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","International Trade","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","International Trade","Overseas","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","London","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","Outside London","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","London","Heterosexual / straight","45","[c]","53660","51940"
"Leaver Dept.","2021","Legal","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","London","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","London","Unknown","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Outside London","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Outside London","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Medicine","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Medicine","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Medicine","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Medicine","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Medicine","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","London","Heterosexual / straight","370","[c]","37090","31350"
"Leaver Dept.","2021","Operational Delivery","London","LGBO","35","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","London","Undeclared","35","[c]","38700","31700"
"Leaver Dept.","2021","Operational Delivery","London","Unknown","100","[c]","37710","30850"
"Leaver Dept.","2021","Operational Delivery","Outside London","Heterosexual / straight","920","[c]","25550","22220"
"Leaver Dept.","2021","Operational Delivery","Outside London","LGBO","80","[c]","24250","21430"
"Leaver Dept.","2021","Operational Delivery","Outside London","Undeclared","100","[c]","26020","22820"
"Leaver Dept.","2021","Operational Delivery","Outside London","Unknown","325","[c]","25410","21170"
"Leaver Dept.","2021","Operational Delivery","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Unknown","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","London","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","London","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","Outside London","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","London","Heterosexual / straight","80","[c]","40510","31180"
"Leaver Dept.","2021","Other","London","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","London","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","London","Unknown","45","[c]","47870","38140"
"Leaver Dept.","2021","Other","Outside London","Heterosexual / straight","120","[c]","32160","27330"
"Leaver Dept.","2021","Other","Outside London","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Outside London","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Outside London","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Overseas","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning","London","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning","Outside London","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning Inspectors","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning Inspectors","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","London","Heterosexual / straight","775","[c]","46610","40640"
"Leaver Dept.","2021","Policy","London","LGBO","100","[c]","45500","41970"
"Leaver Dept.","2021","Policy","London","Undeclared","115","[c]","47570","45540"
"Leaver Dept.","2021","Policy","London","Unknown","465","[c]","42100","38180"
"Leaver Dept.","2021","Policy","Outside London","Heterosexual / straight","90","[c]","36590","33640"
"Leaver Dept.","2021","Policy","Outside London","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Outside London","Undeclared","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Outside London","Unknown","95","[c]","38770","36520"
"Leaver Dept.","2021","Policy","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Unknown","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","London","Heterosexual / straight","90","[c]","47930","45200"
"Leaver Dept.","2021","Project Delivery","London","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","London","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","London","Unknown","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Outside London","Heterosexual / straight","190","[c]","38770","33300"
"Leaver Dept.","2021","Project Delivery","Outside London","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Outside London","Undeclared","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Outside London","Unknown","55","[c]","41280","37230"
"Leaver Dept.","2021","Project Delivery","Overseas","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","London","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Outside London","Heterosexual / straight","35","[c]","34450","32430"
"Leaver Dept.","2021","Property","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Outside London","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","Outside London","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","London","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","London","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Outside London","Heterosexual / straight","75","[c]","35850","32710"
"Leaver Dept.","2021","Science and Engineering","Outside London","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Outside London","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Outside London","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","London","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Outside London","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","London","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","London","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","Outside London","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","London","Heterosexual / straight","50","[c]","43040","37310"
"Leaver Dept.","2021","Statistics","London","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","London","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","Outside London","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","Outside London","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Tax","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tax","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tax","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","London","Heterosexual / straight","805","[c]","43920","37140"
"Leaver Dept.","2021","Unknown","London","LGBO","95","[c]","45280","39960"
"Leaver Dept.","2021","Unknown","London","Undeclared","105","[c]","43910","40600"
"Leaver Dept.","2021","Unknown","London","Unknown","1005","[c]","43880","40000"
"Leaver Dept.","2021","Unknown","Outside London","Heterosexual / straight","960","[c]","29010","27570"
"Leaver Dept.","2021","Unknown","Outside London","LGBO","80","[c]","27480","27570"
"Leaver Dept.","2021","Unknown","Outside London","Undeclared","95","[c]","28610","27570"
"Leaver Dept.","2021","Unknown","Outside London","Unknown","1635","[c]","28900","27570"
"Leaver Dept.","2021","Unknown","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Overseas","Unknown","55","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Heterosexual / straight","210","[c]","36330","32000"
"Leaver Dept.","2021","Unknown","Unknown","LGBO","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Undeclared","35","[c]","36700","32000"
"Leaver Dept.","2021","Unknown","Unknown","Unknown","385","[c]","33320","32000"
"New entrant CS","2021","Commercial","London","Heterosexual / straight","55","[c]","41530","38750"
"New entrant CS","2021","Commercial","London","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","London","Unknown","50","[c]","49550","40650"
"New entrant CS","2021","Commercial","Outside London","Heterosexual / straight","220","[c]","33380","33000"
"New entrant CS","2021","Commercial","Outside London","LGBO","20","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Outside London","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Outside London","Unknown","105","[c]","35150","34800"
"New entrant CS","2021","Commercial","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","London","Heterosexual / straight","130","[c]","38770","33960"
"New entrant CS","2021","Communications","London","LGBO","20","[c]","[c]","[c]"
"New entrant CS","2021","Communications","London","Undeclared","20","[c]","[c]","[c]"
"New entrant CS","2021","Communications","London","Unknown","130","[c]","37660","32560"
"New entrant CS","2021","Communications","Outside London","Heterosexual / straight","95","[c]","32420","29540"
"New entrant CS","2021","Communications","Outside London","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Outside London","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Outside London","Unknown","60","[c]","33410","29180"
"New entrant CS","2021","Corporate Finance","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Corporate Finance","London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Corporate Finance","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Corporate Finance","Outside London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Corporate Finance","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","London","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Outside London","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Outside London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Outside London","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","London","Heterosexual / straight","260","[c]","49340","46140"
"New entrant CS","2021","Digital, Data and Technology","London","LGBO","35","[c]","44860","39030"
"New entrant CS","2021","Digital, Data and Technology","London","Undeclared","30","[c]","48440","42460"
"New entrant CS","2021","Digital, Data and Technology","London","Unknown","250","[c]","46880","43000"
"New entrant CS","2021","Digital, Data and Technology","Outside London","Heterosexual / straight","655","[c]","37650","35900"
"New entrant CS","2021","Digital, Data and Technology","Outside London","LGBO","55","[c]","32370","31750"
"New entrant CS","2021","Digital, Data and Technology","Outside London","Undeclared","65","[c]","38170","33000"
"New entrant CS","2021","Digital, Data and Technology","Outside London","Unknown","500","[c]","37300","32640"
"New entrant CS","2021","Digital, Data and Technology","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Overseas","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","London","Heterosexual / straight","235","[c]","32690","31800"
"New entrant CS","2021","Economics","London","LGBO","25","[c]","[c]","[c]"
"New entrant CS","2021","Economics","London","Undeclared","30","[c]","[c]","[c]"
"New entrant CS","2021","Economics","London","Unknown","115","[c]","32720","32700"
"New entrant CS","2021","Economics","Outside London","Heterosexual / straight","35","[c]","30540","24830"
"New entrant CS","2021","Economics","Outside London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Outside London","Unknown","35","[c]","26100","23050"
"New entrant CS","2021","Finance","London","Heterosexual / straight","145","[c]","42170","36800"
"New entrant CS","2021","Finance","London","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2021","Finance","London","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2021","Finance","London","Unknown","85","[c]","39440","32900"
"New entrant CS","2021","Finance","Outside London","Heterosexual / straight","300","[c]","33020","30230"
"New entrant CS","2021","Finance","Outside London","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Outside London","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Outside London","Unknown","135","[c]","31820","28970"
"New entrant CS","2021","Finance","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","London","Heterosexual / straight","160","[c]","38490","32790"
"New entrant CS","2021","Human Resources","London","LGBO","20","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","London","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","London","Unknown","55","[c]","36600","31150"
"New entrant CS","2021","Human Resources","Outside London","Heterosexual / straight","310","[c]","30980","26610"
"New entrant CS","2021","Human Resources","Outside London","LGBO","25","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Outside London","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Outside London","Unknown","120","[c]","32950","30130"
"New entrant CS","2021","Inspector of Education and Training","London","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2021","Inspector of Education and Training","London","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2021","Inspector of Education and Training","London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inspector of Education and Training","Outside London","Heterosexual / straight","60","[c]","64800","70500"
"New entrant CS","2021","Inspector of Education and Training","Outside London","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2021","Inspector of Education and Training","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","London","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","London","Unknown","50","[c]","51660","53360"
"New entrant CS","2021","Intelligence Analysis","Outside London","Heterosexual / straight","35","[c]","29230","26670"
"New entrant CS","2021","Intelligence Analysis","Outside London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","Outside London","Unknown","40","[c]","29130","25160"
"New entrant CS","2021","Internal Audit","London","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","London","Unknown","[c]","[c]","[c]","[c]"
