"Status","Year","Disability","Ethnicity","Profession_of_post","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Undeclared","Black","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Black","Legal","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Black","Legal","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Black","Legal","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Black","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Black","Medicine","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Black","Medicine","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Black","Medicine","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Black","Medicine","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Black","Operational Delivery","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Black","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Black","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Black","Operational Delivery","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Black","Operational Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Black","Operational Research","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Black","Operational Research","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Black","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Black","Other","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Black","Other","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Black","Other","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Black","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Black","Planning","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Black","Planning","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Black","Planning","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Black","Planning","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Black","Planning Inspectors","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Black","Planning Inspectors","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Black","Planning Inspectors","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Black","Planning Inspectors","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Black","Policy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Black","Policy","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Black","Policy","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Black","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Black","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Black","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Black","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Black","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Black","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Black","Property","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Black","Property","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Black","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Black","Psychology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Black","Psychology","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Black","Psychology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Black","Psychology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Black","Science and Engineering","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Black","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Black","Science and Engineering","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Black","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Black","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Black","Security","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Black","Security","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Black","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Black","Social Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Black","Social Research","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Black","Social Research","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Black","Social Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Black","Statistics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Black","Statistics","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Black","Statistics","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Black","Statistics","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Black","Unknown","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Black","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Black","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Black","Veterinarian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Black","Veterinarian","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Black","Veterinarian","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Black","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Chinese","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Chinese","Commercial","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Chinese","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Chinese","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Chinese","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Chinese","Communications","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Chinese","Communications","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Chinese","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Chinese","Corporate Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Chinese","Corporate Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Chinese","Corporate Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Chinese","Corporate Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Chinese","Counter Fraud","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Chinese","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Chinese","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Chinese","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Chinese","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Chinese","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Chinese","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Chinese","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Chinese","Economics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Chinese","Economics","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Chinese","Economics","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Chinese","Economics","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Chinese","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Chinese","Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Chinese","Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Chinese","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Chinese","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Chinese","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Chinese","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Chinese","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Chinese","Inspector of Education and Training","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Chinese","Inspector of Education and Training","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Chinese","Inspector of Education and Training","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Chinese","Inspector of Education and Training","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Chinese","Intelligence Analysis","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Chinese","Intelligence Analysis","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Chinese","Intelligence Analysis","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Chinese","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Chinese","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Chinese","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Chinese","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Chinese","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Chinese","International Trade","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Chinese","International Trade","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Chinese","International Trade","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Chinese","International Trade","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Chinese","Knowledge and Information Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Chinese","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Chinese","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Chinese","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Chinese","Legal","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Chinese","Legal","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Chinese","Legal","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Chinese","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Chinese","Medicine","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Chinese","Medicine","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Chinese","Medicine","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Chinese","Medicine","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Chinese","Operational Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Chinese","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Chinese","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Chinese","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Chinese","Operational Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Chinese","Operational Research","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Chinese","Operational Research","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Chinese","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Chinese","Other","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Chinese","Other","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Chinese","Other","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Chinese","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Chinese","Planning","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Chinese","Planning","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Chinese","Planning","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Chinese","Planning","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Chinese","Planning Inspectors","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Chinese","Planning Inspectors","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Chinese","Planning Inspectors","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Chinese","Planning Inspectors","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Chinese","Policy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Chinese","Policy","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Chinese","Policy","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Chinese","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Chinese","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Chinese","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Chinese","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Chinese","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Chinese","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Chinese","Property","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Chinese","Property","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Chinese","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Chinese","Psychology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Chinese","Psychology","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Chinese","Psychology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Chinese","Psychology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Chinese","Science and Engineering","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Chinese","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Chinese","Science and Engineering","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Chinese","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Chinese","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Chinese","Security","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Chinese","Security","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Chinese","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Chinese","Social Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Chinese","Social Research","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Chinese","Social Research","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Chinese","Social Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Chinese","Statistics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Chinese","Statistics","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Chinese","Statistics","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Chinese","Statistics","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Chinese","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Chinese","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Chinese","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Chinese","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Chinese","Veterinarian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Chinese","Veterinarian","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Chinese","Veterinarian","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Chinese","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Mixed","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Mixed","Commercial","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Mixed","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Mixed","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Mixed","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Mixed","Communications","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Mixed","Communications","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Mixed","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Mixed","Corporate Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Mixed","Corporate Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Mixed","Corporate Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Mixed","Corporate Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Mixed","Counter Fraud","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Mixed","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Mixed","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Mixed","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Mixed","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Mixed","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Mixed","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Mixed","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Mixed","Economics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Mixed","Economics","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Mixed","Economics","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Mixed","Economics","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Mixed","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Mixed","Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Mixed","Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Mixed","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Mixed","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Mixed","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Mixed","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Mixed","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Mixed","Inspector of Education and Training","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Mixed","Inspector of Education and Training","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Mixed","Inspector of Education and Training","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Mixed","Inspector of Education and Training","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Mixed","Intelligence Analysis","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Mixed","Intelligence Analysis","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Mixed","Intelligence Analysis","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Mixed","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Mixed","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Mixed","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Mixed","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Mixed","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Mixed","International Trade","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Mixed","International Trade","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Mixed","International Trade","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Mixed","International Trade","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Mixed","Knowledge and Information Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Mixed","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Mixed","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Mixed","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Mixed","Legal","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Mixed","Legal","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Mixed","Legal","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Mixed","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Mixed","Medicine","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Mixed","Medicine","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Mixed","Medicine","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Mixed","Medicine","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Mixed","Operational Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Mixed","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Mixed","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Mixed","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Mixed","Operational Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Mixed","Operational Research","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Mixed","Operational Research","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Mixed","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Mixed","Other","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Mixed","Other","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Mixed","Other","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Mixed","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Mixed","Planning","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Mixed","Planning","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Mixed","Planning","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Mixed","Planning","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Mixed","Planning Inspectors","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Mixed","Planning Inspectors","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Mixed","Planning Inspectors","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Mixed","Planning Inspectors","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Mixed","Policy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Mixed","Policy","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Mixed","Policy","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Mixed","Policy","Unknown","[c]","[c]","[c]","[c]"
