"Status","Year","Disability","Ethnicity","Function_of_post","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Declared disabled","Black","Legal","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","Legal","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","Legal","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","Legal","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","Legal","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","Legal","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","No function","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","No function","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","No function","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","No function","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","No function","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","No function","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","No function","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","No function","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","No function","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","No function","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","No function","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","No function","Operational Delivery","25","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","No function","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","No function","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","No function","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","No function","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","No function","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","No function","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","No function","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","No function","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","No function","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","No function","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","No function","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","Project Delivery","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","Project Delivery","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","Project Delivery","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","Project Delivery","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","Project Delivery","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","Project Delivery","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","Project Delivery","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","Project Delivery","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","Project Delivery","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","Project Delivery","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","Project Delivery","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","Project Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","Project Delivery","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","Project Delivery","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","Project Delivery","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","Project Delivery","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","Property","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","Property","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","Property","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","Property","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","Property","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","Property","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","Property","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","Property","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","Property","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","Security","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","Security","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","Unknown","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","Unknown","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","Unknown","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","Unknown","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","Unknown","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","Unknown","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","Unknown","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","Unknown","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","Unknown","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","Unknown","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","Unknown","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","Unknown","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","Unknown","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","Unknown","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","Unknown","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Black","Unknown","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","Analysis","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","Analysis","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","Analysis","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","Analysis","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","Analysis","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","Analysis","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","Analysis","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","Analysis","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","Analysis","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","Analysis","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","Analysis","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","Analysis","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","Analysis","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","Analysis","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","Analysis","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","Commercial","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","Commercial","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","Commercial","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","Commercial","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","Commercial","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","Commercial","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","Commercial","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","Commercial","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","Communications","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","Communications","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","Communications","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","Communications","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","Communications","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","Communications","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","Counter Fraud","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","Debt","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","Debt","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","Digital, Data & Technology","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","Digital, Data & Technology","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","Digital, Data & Technology","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","Digital, Data & Technology","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","Digital, Data & Technology","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","Digital, Data & Technology","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","Finance","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","Finance","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","Finance","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","Finance","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","Finance","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","Finance","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","Finance","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","Finance","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","Grants Management","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","Grants Management","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","Human Resources","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","Human Resources","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","Human Resources","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","Human Resources","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","Human Resources","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","Human Resources","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","Human Resources","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","Human Resources","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","Internal Audit","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","Internal Audit","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","Legal","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","Legal","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","Legal","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","Legal","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","Legal","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","Legal","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","Legal","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","No function","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","No function","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","No function","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","No function","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","No function","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","No function","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","No function","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","No function","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","No function","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","No function","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","No function","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","No function","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","No function","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","No function","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","No function","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","No function","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","No function","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","No function","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","No function","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","No function","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","No function","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","No function","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","No function","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","Project Delivery","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","Project Delivery","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","Project Delivery","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","Project Delivery","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","Project Delivery","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","Project Delivery","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","Project Delivery","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","Project Delivery","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","Project Delivery","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","Project Delivery","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","Project Delivery","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","Project Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","Project Delivery","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","Project Delivery","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","Project Delivery","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","Project Delivery","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","Property","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","Property","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","Property","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","Property","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","Property","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","Property","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","Property","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","Property","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","Property","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","Security","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","Security","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","Unknown","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","Unknown","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","Unknown","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","Unknown","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","Unknown","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","Unknown","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","Unknown","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","Unknown","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","Unknown","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","Unknown","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","Unknown","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","Unknown","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","Unknown","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","Unknown","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Chinese","Unknown","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Mixed","Analysis","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Mixed","Analysis","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Mixed","Analysis","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Mixed","Analysis","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Mixed","Analysis","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Mixed","Analysis","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Mixed","Analysis","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Mixed","Analysis","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Mixed","Analysis","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Mixed","Analysis","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Mixed","Analysis","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Mixed","Analysis","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Mixed","Analysis","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Mixed","Analysis","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Mixed","Analysis","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Mixed","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Mixed","Commercial","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Mixed","Commercial","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Mixed","Commercial","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Mixed","Commercial","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Mixed","Commercial","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Mixed","Commercial","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Mixed","Commercial","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Mixed","Commercial","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Mixed","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Mixed","Communications","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Mixed","Communications","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Mixed","Communications","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Mixed","Communications","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Mixed","Communications","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Mixed","Communications","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Mixed","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Mixed","Counter Fraud","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Mixed","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Mixed","Debt","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Mixed","Debt","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Mixed","Digital, Data & Technology","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Mixed","Digital, Data & Technology","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Mixed","Digital, Data & Technology","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Mixed","Digital, Data & Technology","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Mixed","Digital, Data & Technology","Project Delivery","[c]","[c]","[c]","[c]"
