"Status","Year","Region_ITL2","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","West Yorkshire","EO","100","[c]","26390","27570"
"Leaver Dept.","2021","West Yorkshire","G6/G7","35","[c]","56540","54090"
"Leaver Dept.","2021","West Yorkshire","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Yorkshire","SEO/HEO","105","[c]","34840","34090"
"Leaver Dept.","2021","West Yorkshire","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","Bedfordshire and Hertfordshire","AA/AO","300","[c]","23280","22850"
"New entrant CS","2021","Bedfordshire and Hertfordshire","EO","375","[c]","28470","29290"
"New entrant CS","2021","Bedfordshire and Hertfordshire","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2021","Bedfordshire and Hertfordshire","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Bedfordshire and Hertfordshire","SEO/HEO","65","[c]","35360","34330"
"New entrant CS","2021","Bedfordshire and Hertfordshire","Unknown","70","[c]","21430","22920"
"New entrant CS","2021","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","495","[c]","23720","21870"
"New entrant CS","2021","Berkshire, Buckinghamshire and Oxfordshire","EO","455","[c]","27780","27570"
"New entrant CS","2021","Berkshire, Buckinghamshire and Oxfordshire","G6/G7","50","[c]","60270","53500"
"New entrant CS","2021","Berkshire, Buckinghamshire and Oxfordshire","SCS level","10","[c]","[c]","[c]"
"New entrant CS","2021","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","150","[c]","35040","35000"
"New entrant CS","2021","Berkshire, Buckinghamshire and Oxfordshire","Unknown","95","[c]","25240","24020"
"New entrant CS","2021","Cheshire","AA/AO","235","[c]","21370","21010"
"New entrant CS","2021","Cheshire","EO","330","[c]","28520","27570"
"New entrant CS","2021","Cheshire","G6/G7","25","[c]","52020","48370"
"New entrant CS","2021","Cheshire","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cheshire","SEO/HEO","70","[c]","36460","36740"
"New entrant CS","2021","Cheshire","Unknown","15","[c]","22290","18460"
"New entrant CS","2021","Cornwall and Isles of Scilly","AA/AO","65","[c]","20680","21010"
"New entrant CS","2021","Cornwall and Isles of Scilly","EO","95","[c]","27330","27570"
"New entrant CS","2021","Cornwall and Isles of Scilly","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2021","Cornwall and Isles of Scilly","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Cornwall and Isles of Scilly","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cumbria","AA/AO","75","[c]","22820","21050"
"New entrant CS","2021","Cumbria","EO","20","[c]","26670","25010"
"New entrant CS","2021","Cumbria","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cumbria","SEO/HEO","20","[c]","33350","32860"
"New entrant CS","2021","Cumbria","Unknown","30","[c]","38140","33000"
"New entrant CS","2021","Derbyshire and Nottinghamshire","AA/AO","475","[c]","21090","21010"
"New entrant CS","2021","Derbyshire and Nottinghamshire","EO","520","[c]","26570","27570"
"New entrant CS","2021","Derbyshire and Nottinghamshire","G6/G7","55","[c]","55860","52580"
"New entrant CS","2021","Derbyshire and Nottinghamshire","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2021","Derbyshire and Nottinghamshire","SEO/HEO","205","[c]","33880","31810"
"New entrant CS","2021","Derbyshire and Nottinghamshire","Unknown","55","[c]","23800","22920"
"New entrant CS","2021","Devon","AA/AO","560","[c]","21320","21010"
"New entrant CS","2021","Devon","EO","290","[c]","26770","27570"
"New entrant CS","2021","Devon","G6/G7","40","[c]","53620","50980"
"New entrant CS","2021","Devon","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Devon","SEO/HEO","135","[c]","35620","35900"
"New entrant CS","2021","Devon","Unknown","40","[c]","25870","22920"
"New entrant CS","2021","Dorset and Somerset","AA/AO","250","[c]","21370","21010"
"New entrant CS","2021","Dorset and Somerset","EO","175","[c]","27060","27570"
"New entrant CS","2021","Dorset and Somerset","G6/G7","10","[c]","58440","57770"
"New entrant CS","2021","Dorset and Somerset","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Dorset and Somerset","SEO/HEO","55","[c]","34630","33290"
"New entrant CS","2021","Dorset and Somerset","Unknown","30","[c]","21690","22920"
"New entrant CS","2021","East Anglia","AA/AO","640","[c]","21970","21010"
"New entrant CS","2021","East Anglia","EO","505","[c]","26940","27570"
"New entrant CS","2021","East Anglia","G6/G7","40","[c]","60350","55000"
"New entrant CS","2021","East Anglia","SCS level","10","[c]","[c]","[c]"
"New entrant CS","2021","East Anglia","SEO/HEO","155","[c]","33670","33000"
"New entrant CS","2021","East Anglia","Unknown","65","[c]","22520","22920"
"New entrant CS","2021","East Wales","AA/AO","900","[c]","20500","20140"
"New entrant CS","2021","East Wales","EO","470","[c]","25620","25560"
"New entrant CS","2021","East Wales","G6/G7","100","[c]","54220","52260"
"New entrant CS","2021","East Wales","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","SEO/HEO","435","[c]","33630","31810"
"New entrant CS","2021","East Wales","Unknown","25","[c]","22300","22920"
"New entrant CS","2021","East Yorkshire and Northern Lincolnshire","AA/AO","240","[c]","21790","21430"
"New entrant CS","2021","East Yorkshire and Northern Lincolnshire","EO","155","[c]","26910","27570"
"New entrant CS","2021","East Yorkshire and Northern Lincolnshire","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Yorkshire and Northern Lincolnshire","SEO/HEO","20","[c]","35260","33900"
"New entrant CS","2021","East Yorkshire and Northern Lincolnshire","Unknown","20","[c]","22700","22920"
"New entrant CS","2021","Eastern Scotland","AA/AO","1010","[c]","20810","20760"
"New entrant CS","2021","Eastern Scotland","EO","410","[c]","26880","27570"
"New entrant CS","2021","Eastern Scotland","G6/G7","190","[c]","55720","52480"
"New entrant CS","2021","Eastern Scotland","SCS level","10","[c]","102700","95930"
"New entrant CS","2021","Eastern Scotland","SEO/HEO","465","[c]","35170","33550"
"New entrant CS","2021","Eastern Scotland","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","Essex","AA/AO","255","[c]","23000","24180"
"New entrant CS","2021","Essex","EO","390","[c]","28600","29290"
"New entrant CS","2021","Essex","G6/G7","15","[c]","64570","59840"
"New entrant CS","2021","Essex","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex","SEO/HEO","80","[c]","33730","31810"
"New entrant CS","2021","Essex","Unknown","55","[c]","21430","22920"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","AA/AO","755","[c]","20750","20920"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","EO","1025","[c]","25640","27540"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","G6/G7","230","[c]","56840","54580"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","SCS level","25","[c]","91880","88750"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","980","[c]","34590","33000"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","195","[c]","31430","27270"
"New entrant CS","2021","Greater Manchester","AA/AO","970","[c]","20500","20140"
"New entrant CS","2021","Greater Manchester","EO","985","[c]","26590","27570"
"New entrant CS","2021","Greater Manchester","G6/G7","175","[c]","56420","53000"
"New entrant CS","2021","Greater Manchester","SCS level","15","[c]","92720","91000"
"New entrant CS","2021","Greater Manchester","SEO/HEO","470","[c]","33510","31810"
"New entrant CS","2021","Greater Manchester","Unknown","55","[c]","23480","22920"
"New entrant CS","2021","Hampshire and Isle of Wight","AA/AO","630","[c]","21540","20920"
"New entrant CS","2021","Hampshire and Isle of Wight","EO","615","[c]","26760","27570"
"New entrant CS","2021","Hampshire and Isle of Wight","G6/G7","95","[c]","57630","53500"
"New entrant CS","2021","Hampshire and Isle of Wight","SCS level","10","[c]","86140","82100"
"New entrant CS","2021","Hampshire and Isle of Wight","SEO/HEO","470","[c]","33820","33000"
"New entrant CS","2021","Hampshire and Isle of Wight","Unknown","50","[c]","24530","22920"
"New entrant CS","2021","Herefordshire, Worcestershire and Warwickshire","AA/AO","210","[c]","22080","21010"
"New entrant CS","2021","Herefordshire, Worcestershire and Warwickshire","EO","120","[c]","26940","27570"
"New entrant CS","2021","Herefordshire, Worcestershire and Warwickshire","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2021","Herefordshire, Worcestershire and Warwickshire","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Herefordshire, Worcestershire and Warwickshire","SEO/HEO","30","[c]","35830","35900"
"New entrant CS","2021","Herefordshire, Worcestershire and Warwickshire","Unknown","35","[c]","21670","22920"
"New entrant CS","2021","Highlands and Islands","AA/AO","115","[c]","20770","20780"
"New entrant CS","2021","Highlands and Islands","EO","70","[c]","27300","27570"
"New entrant CS","2021","Highlands and Islands","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Highlands and Islands","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Highlands and Islands","SEO/HEO","15","[c]","36330","35900"
"New entrant CS","2021","Inner London - East","AA/AO","595","[c]","24440","25110"
"New entrant CS","2021","Inner London - East","EO","1315","[c]","30110","31060"
"New entrant CS","2021","Inner London - East","G6/G7","390","[c]","59010","56570"
"New entrant CS","2021","Inner London - East","SCS level","65","[c]","95380","90200"
"New entrant CS","2021","Inner London - East","SEO/HEO","845","[c]","37190","36800"
"New entrant CS","2021","Inner London - East","Unknown","125","[c]","26580","26810"
"New entrant CS","2021","Inner London - West","AA/AO","970","[c]","23880","22680"
"New entrant CS","2021","Inner London - West","EO","1820","[c]","28040","27680"
"New entrant CS","2021","Inner London - West","G6/G7","1330","[c]","58330","55000"
"New entrant CS","2021","Inner London - West","SCS level","260","[c]","89610","80000"
"New entrant CS","2021","Inner London - West","SEO/HEO","3920","[c]","35080","34020"
"New entrant CS","2021","Inner London - West","Unknown","35","[c]","27540","26810"
"New entrant CS","2021","Kent","AA/AO","520","[c]","23450","24180"
"New entrant CS","2021","Kent","EO","550","[c]","28580","29290"
"New entrant CS","2021","Kent","G6/G7","15","[c]","54420","51200"
"New entrant CS","2021","Kent","SEO/HEO","40","[c]","34030","33450"
"New entrant CS","2021","Kent","Unknown","25","[c]","22810","24020"
"New entrant CS","2021","Lancashire","AA/AO","960","[c]","21080","21010"
"New entrant CS","2021","Lancashire","EO","205","[c]","27270","27570"
"New entrant CS","2021","Lancashire","G6/G7","25","[c]","55530","55860"
"New entrant CS","2021","Lancashire","SEO/HEO","70","[c]","34030","33180"
"New entrant CS","2021","Lancashire","Unknown","25","[c]","20400","18460"
"New entrant CS","2021","Leicestershire, Rutland and Northamptonshire","AA/AO","450","[c]","20820","21010"
"New entrant CS","2021","Leicestershire, Rutland and Northamptonshire","EO","325","[c]","27320","27570"
"New entrant CS","2021","Leicestershire, Rutland and Northamptonshire","G6/G7","10","[c]","54960","48350"
"New entrant CS","2021","Leicestershire, Rutland and Northamptonshire","SEO/HEO","45","[c]","35170","35870"
"New entrant CS","2021","Leicestershire, Rutland and Northamptonshire","Unknown","45","[c]","22270","22920"
"New entrant CS","2021","Lincolnshire","AA/AO","125","[c]","20440","20500"
"New entrant CS","2021","Lincolnshire","EO","95","[c]","27120","27570"
"New entrant CS","2021","Lincolnshire","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2021","Lincolnshire","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lincolnshire","SEO/HEO","40","[c]","35340","33300"
"New entrant CS","2021","Lincolnshire","Unknown","15","[c]","24240","22920"
"New entrant CS","2021","Merseyside","AA/AO","610","[c]","20560","20140"
"New entrant CS","2021","Merseyside","EO","360","[c]","26260","27570"
"New entrant CS","2021","Merseyside","G6/G7","60","[c]","54210","52580"
"New entrant CS","2021","Merseyside","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2021","Merseyside","SEO/HEO","175","[c]","34160","31810"
"New entrant CS","2021","Merseyside","Unknown","30","[c]","20910","19420"
"New entrant CS","2021","North Eastern Scotland","AA/AO","75","[c]","22700","20810"
"New entrant CS","2021","North Eastern Scotland","EO","75","[c]","27130","27570"
"New entrant CS","2021","North Eastern Scotland","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2021","North Eastern Scotland","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Eastern Scotland","SEO/HEO","35","[c]","35120","32140"
"New entrant CS","2021","North Yorkshire","AA/AO","190","[c]","21480","20920"
"New entrant CS","2021","North Yorkshire","EO","175","[c]","26710","27570"
"New entrant CS","2021","North Yorkshire","G6/G7","45","[c]","63380","65740"
"New entrant CS","2021","North Yorkshire","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Yorkshire","SEO/HEO","130","[c]","33970","33240"
"New entrant CS","2021","North Yorkshire","Unknown","15","[c]","22170","22920"
"New entrant CS","2021","Northern Ireland","AA/AO","225","[c]","20210","20140"
"New entrant CS","2021","Northern Ireland","EO","85","[c]","26160","25560"
"New entrant CS","2021","Northern Ireland","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","SEO/HEO","40","[c]","34680","32400"
"New entrant CS","2021","Northumberland and Tyne and Wear","AA/AO","1405","[c]","20620","21010"
"New entrant CS","2021","Northumberland and Tyne and Wear","EO","765","[c]","26320","25560"
"New entrant CS","2021","Northumberland and Tyne and Wear","G6/G7","75","[c]","54600","52580"
"New entrant CS","2021","Northumberland and Tyne and Wear","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northumberland and Tyne and Wear","SEO/HEO","270","[c]","33620","31810"
"New entrant CS","2021","Northumberland and Tyne and Wear","Unknown","40","[c]","22530","22920"
"New entrant CS","2021","Outer London - East and North East","AA/AO","315","[c]","25390","25110"
"New entrant CS","2021","Outer London - East and North East","EO","560","[c]","31000","31060"
"New entrant CS","2021","Outer London - East and North East","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - East and North East","SEO/HEO","10","[c]","34830","36650"
"New entrant CS","2021","Outer London - East and North East","Unknown","45","[c]","26610","26810"
"New entrant CS","2021","Outer London - South","AA/AO","290","[c]","23630","24120"
"New entrant CS","2021","Outer London - South","EO","425","[c]","30450","31060"
"New entrant CS","2021","Outer London - South","G6/G7","95","[c]","62360","59000"
"New entrant CS","2021","Outer London - South","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - South","SEO/HEO","235","[c]","36960","36160"
"New entrant CS","2021","Outer London - South","Unknown","25","[c]","25030","26810"
"New entrant CS","2021","Outer London - West and North West","AA/AO","335","[c]","24270","24660"
"New entrant CS","2021","Outer London - West and North West","EO","835","[c]","30350","31060"
"New entrant CS","2021","Outer London - West and North West","G6/G7","35","[c]","57930","53120"
"New entrant CS","2021","Outer London - West and North West","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - West and North West","SEO/HEO","190","[c]","34940","33000"
"New entrant CS","2021","Outer London - West and North West","Unknown","35","[c]","25440","26810"
"New entrant CS","2021","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Overseas","EO","10","[c]","[c]","[c]"
"New entrant CS","2021","Overseas","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2021","Overseas","SEO/HEO","25","[c]","36530","33150"
"New entrant CS","2021","Shropshire and Staffordshire","AA/AO","515","[c]","20890","20920"
"New entrant CS","2021","Shropshire and Staffordshire","EO","370","[c]","27110","27570"
"New entrant CS","2021","Shropshire and Staffordshire","G6/G7","35","[c]","59400","53500"
"New entrant CS","2021","Shropshire and Staffordshire","SEO/HEO","85","[c]","34560","35450"
"New entrant CS","2021","Shropshire and Staffordshire","Unknown","45","[c]","22530","22920"
"New entrant CS","2021","South Yorkshire","AA/AO","485","[c]","21200","21010"
"New entrant CS","2021","South Yorkshire","EO","295","[c]","26960","27570"
"New entrant CS","2021","South Yorkshire","G6/G7","60","[c]","56380","55000"
"New entrant CS","2021","South Yorkshire","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South Yorkshire","SEO/HEO","160","[c]","33670","32870"
"New entrant CS","2021","South Yorkshire","Unknown","30","[c]","21400","22920"
"New entrant CS","2021","Southern Scotland","AA/AO","270","[c]","20420","20140"
"New entrant CS","2021","Southern Scotland","EO","175","[c]","26260","27570"
"New entrant CS","2021","Southern Scotland","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Southern Scotland","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Southern Scotland","SEO/HEO","30","[c]","32820","30930"
"New entrant CS","2021","Surrey, East and West Sussex","AA/AO","555","[c]","23140","21010"
"New entrant CS","2021","Surrey, East and West Sussex","EO","625","[c]","27920","27570"
"New entrant CS","2021","Surrey, East and West Sussex","G6/G7","35","[c]","56940","54260"
"New entrant CS","2021","Surrey, East and West Sussex","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Surrey, East and West Sussex","SEO/HEO","65","[c]","35260","33390"
"New entrant CS","2021","Surrey, East and West Sussex","Unknown","70","[c]","22150","22920"
"New entrant CS","2021","Tees Valley and Durham","AA/AO","505","[c]","21400","21010"
"New entrant CS","2021","Tees Valley and Durham","EO","110","[c]","26130","26130"
"New entrant CS","2021","Tees Valley and Durham","G6/G7","10","[c]","51800","49860"
"New entrant CS","2021","Tees Valley and Durham","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tees Valley and Durham","SEO/HEO","40","[c]","34350","36280"
"New entrant CS","2021","Tees Valley and Durham","Unknown","35","[c]","23680","22920"
"New entrant CS","2021","Unknown","AA/AO","110","[c]","21350","21010"
"New entrant CS","2021","Unknown","EO","215","[c]","27510","27570"
"New entrant CS","2021","Unknown","G6/G7","50","[c]","59820","54700"
"New entrant CS","2021","Unknown","SCS level","20","[c]","98460","93010"
"New entrant CS","2021","Unknown","SEO/HEO","180","[c]","32000","31990"
"New entrant CS","2021","Unknown","Unknown","325","[c]","[c]","[c]"
"New entrant CS","2021","West Central Scotland","AA/AO","735","[c]","20700","20140"
"New entrant CS","2021","West Central Scotland","EO","415","[c]","26240","26160"
"New entrant CS","2021","West Central Scotland","G6/G7","85","[c]","56300","53830"
"New entrant CS","2021","West Central Scotland","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2021","West Central Scotland","SEO/HEO","270","[c]","34670","33400"
"New entrant CS","2021","West Central Scotland","Unknown","10","[c]","42440","41000"
"New entrant CS","2021","West Midlands","AA/AO","655","[c]","20500","20140"
"New entrant CS","2021","West Midlands","EO","705","[c]","26680","27570"
"New entrant CS","2021","West Midlands","G6/G7","135","[c]","55670","51000"
"New entrant CS","2021","West Midlands","SCS level","20","[c]","101590","92500"
"New entrant CS","2021","West Midlands","SEO/HEO","390","[c]","35380","34800"
"New entrant CS","2021","West Midlands","Unknown","95","[c]","22970","22920"
"New entrant CS","2021","West Wales and The Valleys","AA/AO","645","[c]","20580","21010"
"New entrant CS","2021","West Wales and The Valleys","EO","240","[c]","27220","27570"
"New entrant CS","2021","West Wales and The Valleys","G6/G7","20","[c]","65630","65990"
"New entrant CS","2021","West Wales and The Valleys","SEO/HEO","65","[c]","36410","38850"
"New entrant CS","2021","West Wales and The Valleys","Unknown","45","[c]","22080","22920"
"New entrant CS","2021","West Yorkshire","AA/AO","865","[c]","20580","20600"
"New entrant CS","2021","West Yorkshire","EO","915","[c]","26680","27570"
"New entrant CS","2021","West Yorkshire","G6/G7","170","[c]","53750","49530"
"New entrant CS","2021","West Yorkshire","SCS level","20","[c]","86770","74000"
"New entrant CS","2021","West Yorkshire","SEO/HEO","475","[c]","32530","31810"
"New entrant CS","2021","West Yorkshire","Unknown","45","[c]","23210","22920"
"Notes","Summary figures are suppressed when information relates to less than 5 civil servants for FTE or Headcount, and less than 10 civil servants for median and mean salary (shown as [c]). Zero responses and salaries for less than 30 civil servants have been suppressed for GPDR special category data. FTE figures are not shown for entrants or leavers due to data quality concerns for these groups. Figures are rounded to the nearest 5, or £10 as appropriate.","","","","","",""
"Data source","All figures are aggregated from the Cabinet Office Annual Civil Service Employment Survey collection. https://www.gov.uk/government/collections/civil-service-statistics","","","","","",""
"Version","Generated on 2023-02-14, with GIT 71a76ea.","","","","","",""
"Data column","Description","","","","","",""
"Status","Employment status of the civil servants.","","","","","",""
"","In post - includes staff that were in post on the reference date (31 March).","","","","","",""
"","New entrant CS - includes new entrants to the Civil Service over the year (1 April to 31 March).","","","","","",""
"","Leaver CS - includes leavers from the Civil Service over the year (1 April to 31 March). This includes employees who have an Unknown leaving cause.","","","","","",""
"","Leaver Dept. - includes leavers from the department over the year (1 April to 31 March), who did not leave the Civil Service.","","","","","",""
"","Five organisations do not report when their employees first entered the Civil Service and so entrants data for these organisations is not available . These are as follows: Foreign Commonwealth and Development Office (excl. agencies), Foreign Commonwealth and Development Office Services, Defence Electronics and Components Agency, Scottish Forestry and Forest and Land Scotland. A further three organisations also could not provide entrants data in 2021. These are as follows: Department for International Development, Foreign and Commonwealth Office (excl. agencies) and Royal Fleet Auxiliary.","","","","","",""
"Year","Year of data collection (as at 31 March).","","","","","",""
"Responsibility_level_grouped","With the exception of the centrally managed Senior Civil Service, government departments have delegated pay and grading. For statistical purposes departments are asked to map their grades to a common framework by responsibility level.","","","","","",""
"","This table shows staff in their substantive responsibility level unless on temporary promotion in which case staff are recorded at the higher responsibility level.","","","","","",""
"","Responsibility_level_grouped combines the mapped grades into five broad responsibility levels. This is the headline measure for responsibility level for the Civil Service and is consistent with the published National Statistics.","","","","","",""
"Region_ITL2","Workplace postcode data are used to derive geographical information using the International Territorial Level (ITL) classification standard.","","","","","",""
"","Following the UK's withdrawal from the EU, a new UK-managed international statistical geography - International Territorial Levels (ITL) - was introduced from 1st January 2021, replacing the former NUTS classification. They align with international standards, enabling comparability both over time and internationally. To ensure continued alignment, the ITLs mirror the NUTS system. They also follow a similar review timetable - every three years.","","","","","",""
"","ITL 2 divides into Northern Ireland, counties in England (most grouped), groups of districts in Greater London, groups of unitary authorities in Wales, groups of council areas in Scotland.","","","","","",""
"Headcount","Total number of civil servants (rounded to nearest 5).","","","","","",""
"FTE","Total full-time equivalent (FTE) employment numbers (rounded to nearest 5).","","","","","",""
"","FTE figures are not shown for entrants or leavers due to data quality concerns for these groups.","","","","","",""
"Mean_salary","Average salary (mean, rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","",""
"Median_salary","Median salary (rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","",""
