"Status","Year","Disability","Responsibility_level_grouped","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Declared disabled","SEO/HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","SEO/HEO","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","SEO/HEO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","Female","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","Male","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","AA/AO","Female","Heterosexual / straight","460","[c]","21060","21010"
"Leaver Dept.","2021","Declared non-disabled","AA/AO","Female","LGBO","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","AA/AO","Female","Undeclared","35","[c]","21220","21010"
"Leaver Dept.","2021","Declared non-disabled","AA/AO","Female","Unknown","230","[c]","21310","21010"
"Leaver Dept.","2021","Declared non-disabled","AA/AO","Male","Heterosexual / straight","285","[c]","21290","21010"
"Leaver Dept.","2021","Declared non-disabled","AA/AO","Male","LGBO","30","[c]","21040","21010"
"Leaver Dept.","2021","Declared non-disabled","AA/AO","Male","Undeclared","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","AA/AO","Male","Unknown","180","[c]","20960","21010"
"Leaver Dept.","2021","Declared non-disabled","AA/AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","AA/AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","AA/AO","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","AA/AO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","EO","Female","Heterosexual / straight","655","[c]","26640","27570"
"Leaver Dept.","2021","Declared non-disabled","EO","Female","LGBO","40","[c]","27150","27480"
"Leaver Dept.","2021","Declared non-disabled","EO","Female","Undeclared","40","[c]","27340","27570"
"Leaver Dept.","2021","Declared non-disabled","EO","Female","Unknown","190","[c]","27780","27570"
"Leaver Dept.","2021","Declared non-disabled","EO","Male","Heterosexual / straight","415","[c]","26820","27570"
"Leaver Dept.","2021","Declared non-disabled","EO","Male","LGBO","50","[c]","26080","27310"
"Leaver Dept.","2021","Declared non-disabled","EO","Male","Undeclared","40","[c]","27490","27570"
"Leaver Dept.","2021","Declared non-disabled","EO","Male","Unknown","125","[c]","27530","27570"
"Leaver Dept.","2021","Declared non-disabled","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","EO","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","EO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","G6/G7","Female","Heterosexual / straight","530","[c]","57560","56120"
"Leaver Dept.","2021","Declared non-disabled","G6/G7","Female","LGBO","35","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","G6/G7","Female","Undeclared","55","[c]","57940","54700"
"Leaver Dept.","2021","Declared non-disabled","G6/G7","Female","Unknown","100","[c]","58060","55260"
"Leaver Dept.","2021","Declared non-disabled","G6/G7","Male","Heterosexual / straight","450","[c]","57770","55860"
"Leaver Dept.","2021","Declared non-disabled","G6/G7","Male","LGBO","45","[c]","54570","53760"
"Leaver Dept.","2021","Declared non-disabled","G6/G7","Male","Undeclared","35","[c]","58010","56150"
"Leaver Dept.","2021","Declared non-disabled","G6/G7","Male","Unknown","85","[c]","58800","59610"
"Leaver Dept.","2021","Declared non-disabled","G6/G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","G6/G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","G6/G7","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","G6/G7","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","SCS level","Female","Heterosexual / straight","95","[c]","87380","78340"
"Leaver Dept.","2021","Declared non-disabled","SCS level","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","SCS level","Female","Undeclared","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","SCS level","Female","Unknown","30","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","SCS level","Male","Heterosexual / straight","60","[c]","88710","83010"
"Leaver Dept.","2021","Declared non-disabled","SCS level","Male","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","SCS level","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","SCS level","Male","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","SCS level","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","SCS level","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","SEO/HEO","Female","Heterosexual / straight","1020","[c]","35190","34140"
"Leaver Dept.","2021","Declared non-disabled","SEO/HEO","Female","LGBO","75","[c]","35180","34550"
"Leaver Dept.","2021","Declared non-disabled","SEO/HEO","Female","Undeclared","70","[c]","36740","36400"
"Leaver Dept.","2021","Declared non-disabled","SEO/HEO","Female","Unknown","200","[c]","35950","34480"
"Leaver Dept.","2021","Declared non-disabled","SEO/HEO","Male","Heterosexual / straight","785","[c]","35540","34290"
"Leaver Dept.","2021","Declared non-disabled","SEO/HEO","Male","LGBO","95","[c]","35290","33990"
"Leaver Dept.","2021","Declared non-disabled","SEO/HEO","Male","Undeclared","60","[c]","35870","34770"
"Leaver Dept.","2021","Declared non-disabled","SEO/HEO","Male","Unknown","175","[c]","36460","35590"
"Leaver Dept.","2021","Declared non-disabled","SEO/HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","SEO/HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","SEO/HEO","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","SEO/HEO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Unknown","Female","Heterosexual / straight","50","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Unknown","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Unknown","Female","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Unknown","Male","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Unknown","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Unknown","Male","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","AA/AO","Female","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","AA/AO","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","AA/AO","Female","Undeclared","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","AA/AO","Female","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","AA/AO","Male","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","AA/AO","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","AA/AO","Male","Undeclared","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","AA/AO","Male","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","AA/AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","AA/AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","EO","Female","Heterosexual / straight","35","[c]","27420","27570"
"Leaver Dept.","2021","Undeclared","EO","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","EO","Female","Undeclared","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","EO","Female","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","EO","Male","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","EO","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","EO","Male","Undeclared","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","EO","Male","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","G6/G7","Female","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","G6/G7","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","G6/G7","Female","Undeclared","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","G6/G7","Female","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","G6/G7","Male","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","G6/G7","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","G6/G7","Male","Undeclared","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","G6/G7","Male","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","G6/G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","G6/G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","SCS level","Female","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","SCS level","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","SCS level","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","SCS level","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","SCS level","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","SCS level","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","SCS level","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","SCS level","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","SEO/HEO","Female","Heterosexual / straight","60","[c]","35690","33890"
"Leaver Dept.","2021","Undeclared","SEO/HEO","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","SEO/HEO","Female","Undeclared","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","SEO/HEO","Female","Unknown","35","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","SEO/HEO","Male","Heterosexual / straight","40","[c]","35160","34140"
"Leaver Dept.","2021","Undeclared","SEO/HEO","Male","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","SEO/HEO","Male","Undeclared","35","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","SEO/HEO","Male","Unknown","35","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","SEO/HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","SEO/HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Unknown","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Unknown","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Unknown","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Unknown","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Unknown","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Unknown","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","AA/AO","Female","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","AA/AO","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","AA/AO","Female","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","AA/AO","Female","Unknown","315","[c]","20810","20880"
"Leaver Dept.","2021","Unknown","AA/AO","Male","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","AA/AO","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","AA/AO","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","AA/AO","Male","Unknown","250","[c]","20830","20470"
"Leaver Dept.","2021","Unknown","AA/AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","AA/AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","AA/AO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","EO","Female","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","EO","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","EO","Female","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","EO","Female","Unknown","215","[c]","27340","27370"
"Leaver Dept.","2021","Unknown","EO","Male","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","EO","Male","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","EO","Male","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","EO","Male","Unknown","195","[c]","26580","26510"
"Leaver Dept.","2021","Unknown","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","G6/G7","Female","Heterosexual / straight","40","[c]","55340","53600"
"Leaver Dept.","2021","Unknown","G6/G7","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","G6/G7","Female","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","G6/G7","Female","Unknown","290","[c]","56200","54490"
"Leaver Dept.","2021","Unknown","G6/G7","Male","Heterosexual / straight","35","[c]","57200","54670"
"Leaver Dept.","2021","Unknown","G6/G7","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","G6/G7","Male","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","G6/G7","Male","Unknown","295","[c]","56040","54280"
"Leaver Dept.","2021","Unknown","G6/G7","Unknown","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","G6/G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","G6/G7","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","G6/G7","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","SCS level","Female","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","SCS level","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","SCS level","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","SCS level","Female","Unknown","40","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","SCS level","Male","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","SCS level","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","SCS level","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","SCS level","Male","Unknown","30","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","SCS level","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","SEO/HEO","Female","Heterosexual / straight","60","[c]","36670","36740"
"Leaver Dept.","2021","Unknown","SEO/HEO","Female","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","SEO/HEO","Female","Undeclared","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","SEO/HEO","Female","Unknown","695","[c]","33900","32430"
"Leaver Dept.","2021","Unknown","SEO/HEO","Male","Heterosexual / straight","50","[c]","36940","36030"
"Leaver Dept.","2021","Unknown","SEO/HEO","Male","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","SEO/HEO","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","SEO/HEO","Male","Unknown","620","[c]","34180","32830"
"Leaver Dept.","2021","Unknown","SEO/HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","SEO/HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","SEO/HEO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Female","Unknown","40","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Male","Unknown","50","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","AA/AO","Female","Heterosexual / straight","520","[c]","21170","21010"
"New entrant CS","2021","Declared disabled","AA/AO","Female","LGBO","105","[c]","21150","21010"
"New entrant CS","2021","Declared disabled","AA/AO","Female","Undeclared","60","[c]","21190","21010"
"New entrant CS","2021","Declared disabled","AA/AO","Female","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","AA/AO","Male","Heterosexual / straight","425","[c]","21360","21010"
"New entrant CS","2021","Declared disabled","AA/AO","Male","LGBO","105","[c]","21090","21010"
"New entrant CS","2021","Declared disabled","AA/AO","Male","Undeclared","30","[c]","21200","21010"
"New entrant CS","2021","Declared disabled","AA/AO","Male","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","AA/AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","AA/AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","AA/AO","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","AA/AO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","EO","Female","Heterosexual / straight","865","[c]","28010","27570"
"New entrant CS","2021","Declared disabled","EO","Female","LGBO","175","[c]","27520","27570"
"New entrant CS","2021","Declared disabled","EO","Female","Undeclared","60","[c]","27980","27570"
"New entrant CS","2021","Declared disabled","EO","Female","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","EO","Male","Heterosexual / straight","450","[c]","27650","27570"
"New entrant CS","2021","Declared disabled","EO","Male","LGBO","140","[c]","27900","27570"
"New entrant CS","2021","Declared disabled","EO","Male","Undeclared","50","[c]","28070","27570"
"New entrant CS","2021","Declared disabled","EO","Male","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","EO","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","EO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","G6/G7","Female","Heterosexual / straight","65","[c]","54760","54120"
"New entrant CS","2021","Declared disabled","G6/G7","Female","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","G6/G7","Female","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","G6/G7","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","G6/G7","Male","Heterosexual / straight","65","[c]","55740","54680"
"New entrant CS","2021","Declared disabled","G6/G7","Male","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","G6/G7","Male","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","G6/G7","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","G6/G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","G6/G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","G6/G7","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","G6/G7","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","SCS level","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","SCS level","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","SCS level","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","SCS level","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","SCS level","Male","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","SCS level","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","SCS level","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","SCS level","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","SCS level","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","SCS level","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","SEO/HEO","Female","Heterosexual / straight","275","[c]","34590","34340"
"New entrant CS","2021","Declared disabled","SEO/HEO","Female","LGBO","80","[c]","32830","32330"
"New entrant CS","2021","Declared disabled","SEO/HEO","Female","Undeclared","25","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","SEO/HEO","Female","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","SEO/HEO","Male","Heterosexual / straight","185","[c]","34380","33000"
"New entrant CS","2021","Declared disabled","SEO/HEO","Male","LGBO","40","[c]","33600","32410"
"New entrant CS","2021","Declared disabled","SEO/HEO","Male","Undeclared","20","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","SEO/HEO","Male","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","SEO/HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","SEO/HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","SEO/HEO","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","SEO/HEO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Female","Heterosexual / straight","80","[c]","23440","22920"
"New entrant CS","2021","Declared disabled","Unknown","Female","LGBO","20","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Female","Undeclared","5","[c]","[c]","[c]"
