"Status","Year","Region_ITL1","Region_ITL2","Region_ITL3","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Scotland","Southern Scotland","East Ayrshire and North Ayrshire mainland","Female","25","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Southern Scotland","East Ayrshire and North Ayrshire mainland","Male","25","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Southern Scotland","Scottish Borders","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Southern Scotland","Scottish Borders","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Southern Scotland","South Ayrshire","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Southern Scotland","South Ayrshire","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Southern Scotland","South Lanarkshire","Female","90","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Southern Scotland","South Lanarkshire","Male","70","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","West Central Scotland","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Female","50","[c]","28770","26670"
"Leaver CS","2021","Scotland","West Central Scotland","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Male","70","[c]","35120","37890"
"Leaver CS","2021","Scotland","West Central Scotland","Glasgow City","Female","235","[c]","29810","24180"
"Leaver CS","2021","Scotland","West Central Scotland","Glasgow City","Male","215","[c]","31310","27020"
"Leaver CS","2021","Scotland","West Central Scotland","Inverclyde, East Renfrewshire and Renfrewshire","Female","25","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","West Central Scotland","Inverclyde, East Renfrewshire and Renfrewshire","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","West Central Scotland","North Lanarkshire","Female","65","[c]","23850","22320"
"Leaver CS","2021","Scotland","West Central Scotland","North Lanarkshire","Male","40","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","Female","75","[c]","33050","24180"
"Leaver CS","2021","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","Male","95","[c]","33960","29290"
"Leaver CS","2021","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire CC","Female","75","[c]","28870","27570"
"Leaver CS","2021","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire CC","Male","85","[c]","33580","29930"
"Leaver CS","2021","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","Female","65","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","Male","100","[c]","36700","30700"
"Leaver CS","2021","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire","Female","115","[c]","28040","21570"
"Leaver CS","2021","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire","Male","105","[c]","29490","27570"
"Leaver CS","2021","South East (England)","Hampshire and Isle of Wight","Central Hampshire","Female","105","[c]","28740","26780"
"Leaver CS","2021","South East (England)","Hampshire and Isle of Wight","Central Hampshire","Male","110","[c]","33830","32370"
"Leaver CS","2021","South East (England)","Hampshire and Isle of Wight","Isle of Wight","Female","20","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Hampshire and Isle of Wight","Isle of Wight","Male","30","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Hampshire and Isle of Wight","North Hampshire","Female","40","[c]","25700","21470"
"Leaver CS","2021","South East (England)","Hampshire and Isle of Wight","North Hampshire","Male","25","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Hampshire and Isle of Wight","Portsmouth","Female","90","[c]","28320","24880"
"Leaver CS","2021","South East (England)","Hampshire and Isle of Wight","Portsmouth","Male","110","[c]","32350","29650"
"Leaver CS","2021","South East (England)","Hampshire and Isle of Wight","South Hampshire","Female","110","[c]","25980","23050"
"Leaver CS","2021","South East (England)","Hampshire and Isle of Wight","South Hampshire","Male","150","[c]","26980","23050"
"Leaver CS","2021","South East (England)","Hampshire and Isle of Wight","Southampton","Female","25","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Hampshire and Isle of Wight","Southampton","Male","50","[c]","39490","38850"
"Leaver CS","2021","South East (England)","Kent","East Kent","Female","85","[c]","26360","24900"
"Leaver CS","2021","South East (England)","Kent","East Kent","Male","75","[c]","26960","26210"
"Leaver CS","2021","South East (England)","Kent","Kent Thames Gateway","Female","40","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Kent","Kent Thames Gateway","Male","55","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Kent","Medway","Female","60","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Kent","Medway","Male","55","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Kent","Mid Kent","Female","95","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Kent","Mid Kent","Male","45","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Kent","West Kent","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Kent","West Kent","Male","30","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Surrey, East and West Sussex","Brighton and Hove","Female","25","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Surrey, East and West Sussex","Brighton and Hove","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Surrey, East and West Sussex","East Surrey","Female","45","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Surrey, East and West Sussex","East Surrey","Male","40","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Surrey, East and West Sussex","East Sussex CC","Female","45","[c]","24490","21010"
"Leaver CS","2021","South East (England)","Surrey, East and West Sussex","East Sussex CC","Male","65","[c]","27720","23460"
"Leaver CS","2021","South East (England)","Surrey, East and West Sussex","West Surrey","Female","110","[c]","30030","24500"
"Leaver CS","2021","South East (England)","Surrey, East and West Sussex","West Surrey","Male","70","[c]","29600","27160"
"Leaver CS","2021","South East (England)","Surrey, East and West Sussex","West Sussex (North East)","Female","30","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Surrey, East and West Sussex","West Sussex (North East)","Male","20","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Surrey, East and West Sussex","West Sussex (South West)","Female","40","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Surrey, East and West Sussex","West Sussex (South West)","Male","60","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","Female","50","[c]","27080","24910"
"Leaver CS","2021","South West (England)","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","Male","45","[c]","26960","22500"
"Leaver CS","2021","South West (England)","Devon","Devon CC","Female","185","[c]","23210","21010"
"Leaver CS","2021","South West (England)","Devon","Devon CC","Male","245","[c]","25330","21050"
"Leaver CS","2021","South West (England)","Devon","Plymouth","Female","80","[c]","29340","26890"
"Leaver CS","2021","South West (England)","Devon","Plymouth","Male","80","[c]","29050","27130"
"Leaver CS","2021","South West (England)","Devon","Torbay","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Devon","Torbay","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Dorset and Somerset","Bournemouth and Poole","Female","25","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Dorset and Somerset","Bournemouth and Poole","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Dorset and Somerset","Dorset CC","Female","70","[c]","25720","25970"
"Leaver CS","2021","South West (England)","Dorset and Somerset","Dorset CC","Male","95","[c]","32330","32740"
"Leaver CS","2021","South West (England)","Dorset and Somerset","Somerset","Female","55","[c]","26740","26000"
"Leaver CS","2021","South West (England)","Dorset and Somerset","Somerset","Male","90","[c]","32450","29690"
"Leaver CS","2021","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","Female","185","[c]","32070","28120"
"Leaver CS","2021","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","Male","315","[c]","39740","37920"
"Leaver CS","2021","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","Female","200","[c]","31410","27570"
"Leaver CS","2021","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","Male","165","[c]","38050","31380"
"Leaver CS","2021","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Gloucestershire","Female","50","[c]","28190","26890"
"Leaver CS","2021","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Gloucestershire","Male","50","[c]","32420","28470"
"Leaver CS","2021","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Swindon","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Swindon","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","Female","190","[c]","31110","26670"
"Leaver CS","2021","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","Male","235","[c]","34820","32680"
"Leaver CS","2021","Unknown","Unknown","Unknown","Female","330","[c]","38110","28000"
"Leaver CS","2021","Unknown","Unknown","Unknown","Male","365","[c]","41480","32700"
"Leaver CS","2021","Wales","East Wales","Cardiff and Vale of Glamorgan","Female","300","[c]","33010","26890"
"Leaver CS","2021","Wales","East Wales","Cardiff and Vale of Glamorgan","Male","290","[c]","38740","29670"
"Leaver CS","2021","Wales","East Wales","Flintshire and Wrexham","Female","205","[c]","25440","21010"
"Leaver CS","2021","Wales","East Wales","Flintshire and Wrexham","Male","130","[c]","[c]","[c]"
"Leaver CS","2021","Wales","East Wales","Monmouthshire and Newport","Female","110","[c]","29610","22430"
"Leaver CS","2021","Wales","East Wales","Monmouthshire and Newport","Male","125","[c]","32410","28640"
"Leaver CS","2021","Wales","East Wales","Monmouthshire and Newport","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales","East Wales","Powys","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","Wales","East Wales","Powys","Male","20","[c]","[c]","[c]"
"Leaver CS","2021","Wales","West Wales and The Valleys","Bridgend and Neath Port Talbot","Female","25","[c]","[c]","[c]"
"Leaver CS","2021","Wales","West Wales and The Valleys","Bridgend and Neath Port Talbot","Male","25","[c]","[c]","[c]"
"Leaver CS","2021","Wales","West Wales and The Valleys","Central Valleys","Female","20","[c]","[c]","[c]"
"Leaver CS","2021","Wales","West Wales and The Valleys","Central Valleys","Male","25","[c]","[c]","[c]"
"Leaver CS","2021","Wales","West Wales and The Valleys","Conwy and Denbighshire","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","Wales","West Wales and The Valleys","Conwy and Denbighshire","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Wales","West Wales and The Valleys","Gwent Valleys","Female","25","[c]","[c]","[c]"
"Leaver CS","2021","Wales","West Wales and The Valleys","Gwent Valleys","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","Wales","West Wales and The Valleys","Gwynedd","Female","20","[c]","[c]","[c]"
"Leaver CS","2021","Wales","West Wales and The Valleys","Gwynedd","Male","25","[c]","[c]","[c]"
"Leaver CS","2021","Wales","West Wales and The Valleys","Isle of Anglesey","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","Wales","West Wales and The Valleys","Isle of Anglesey","Male","35","[c]","31290","30690"
"Leaver CS","2021","Wales","West Wales and The Valleys","South West Wales","Female","30","[c]","[c]","[c]"
"Leaver CS","2021","Wales","West Wales and The Valleys","South West Wales","Male","25","[c]","[c]","[c]"
"Leaver CS","2021","Wales","West Wales and The Valleys","Swansea","Female","260","[c]","22690","21590"
"Leaver CS","2021","Wales","West Wales and The Valleys","Swansea","Male","210","[c]","26170","21590"
"Leaver CS","2021","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Herefordshire, County of","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Herefordshire, County of","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Warwickshire","Female","45","[c]","23530","21190"
"Leaver CS","2021","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Warwickshire","Male","25","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Worcestershire","Female","85","[c]","24080","21050"
"Leaver CS","2021","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Worcestershire","Male","90","[c]","25780","25010"
"Leaver CS","2021","West Midlands (England)","Shropshire and Staffordshire","Shropshire CC","Female","35","[c]","32940","27570"
"Leaver CS","2021","West Midlands (England)","Shropshire and Staffordshire","Shropshire CC","Male","45","[c]","31870","30720"
"Leaver CS","2021","West Midlands (England)","Shropshire and Staffordshire","Staffordshire CC","Female","140","[c]","26990","26050"
"Leaver CS","2021","West Midlands (England)","Shropshire and Staffordshire","Staffordshire CC","Male","120","[c]","26920","25970"
"Leaver CS","2021","West Midlands (England)","Shropshire and Staffordshire","Stoke-on-Trent","Female","50","[c]","22170","19400"
"Leaver CS","2021","West Midlands (England)","Shropshire and Staffordshire","Stoke-on-Trent","Male","35","[c]","24970","21010"
"Leaver CS","2021","West Midlands (England)","Shropshire and Staffordshire","Telford and Wrekin","Female","35","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Shropshire and Staffordshire","Telford and Wrekin","Male","45","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","West Midlands","Birmingham","Female","290","[c]","30740","24980"
"Leaver CS","2021","West Midlands (England)","West Midlands","Birmingham","Male","220","[c]","36840","27570"
"Leaver CS","2021","West Midlands (England)","West Midlands","Coventry","Female","135","[c]","39040","31000"
"Leaver CS","2021","West Midlands (England)","West Midlands","Coventry","Male","65","[c]","37480","30140"
"Leaver CS","2021","West Midlands (England)","West Midlands","Dudley","Female","85","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","West Midlands","Dudley","Male","40","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","West Midlands","Sandwell","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","West Midlands","Sandwell","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","West Midlands","Solihull","Female","35","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","West Midlands","Solihull","Male","25","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","West Midlands","Walsall","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","West Midlands","Walsall","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","West Midlands","Wolverhampton","Female","115","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","West Midlands","Wolverhampton","Male","50","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","Female","45","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","Male","110","[c]","31330","27570"
"Leaver CS","2021","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","Female","110","[c]","26720","27130"
"Leaver CS","2021","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","Male","80","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","North and North East Lincolnshire","Female","75","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","North and North East Lincolnshire","Male","35","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","North Yorkshire","North Yorkshire CC","Female","55","[c]","30380","22640"
"Leaver CS","2021","Yorkshire and The Humber","North Yorkshire","North Yorkshire CC","Male","60","[c]","31430","27570"
"Leaver CS","2021","Yorkshire and The Humber","North Yorkshire","York","Female","80","[c]","32600","27570"
"Leaver CS","2021","Yorkshire and The Humber","North Yorkshire","York","Male","60","[c]","41630","36310"
"Leaver CS","2021","Yorkshire and The Humber","South Yorkshire","Barnsley, Doncaster and Rotherham","Female","110","[c]","24910","26890"
"Leaver CS","2021","Yorkshire and The Humber","South Yorkshire","Barnsley, Doncaster and Rotherham","Male","90","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","South Yorkshire","Sheffield","Female","270","[c]","28970","24700"
"Leaver CS","2021","Yorkshire and The Humber","South Yorkshire","Sheffield","Male","170","[c]","31570","26000"
"Leaver CS","2021","Yorkshire and The Humber","South Yorkshire","Sheffield","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","West Yorkshire","Bradford","Female","125","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","West Yorkshire","Bradford","Male","65","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","West Yorkshire","Calderdale and Kirklees","Female","35","[c]","24170","21010"
"Leaver CS","2021","Yorkshire and The Humber","West Yorkshire","Calderdale and Kirklees","Male","30","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","West Yorkshire","Leeds","Female","335","[c]","29450","27570"
"Leaver CS","2021","Yorkshire and The Humber","West Yorkshire","Leeds","Male","285","[c]","33910","27570"
"Leaver CS","2021","Yorkshire and The Humber","West Yorkshire","Wakefield","Female","45","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","West Yorkshire","Wakefield","Male","50","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Derbyshire and Nottinghamshire","Derby","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Derbyshire and Nottinghamshire","Derby","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Derbyshire and Nottinghamshire","East Derbyshire","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Derbyshire and Nottinghamshire","East Derbyshire","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Derbyshire and Nottinghamshire","North Nottinghamshire","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Derbyshire and Nottinghamshire","North Nottinghamshire","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Derbyshire and Nottinghamshire","Nottingham","Female","85","[c]","26270","23470"
"Leaver Dept.","2021","East Midlands (England)","Derbyshire and Nottinghamshire","Nottingham","Male","70","[c]","29300","22260"
"Leaver Dept.","2021","East Midlands (England)","Derbyshire and Nottinghamshire","South and West Derbyshire","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Derbyshire and Nottinghamshire","South and West Derbyshire","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Derbyshire and Nottinghamshire","South Nottinghamshire","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Derbyshire and Nottinghamshire","South Nottinghamshire","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Leicester","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Leicester","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Leicestershire CC and Rutland","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Leicestershire CC and Rutland","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","North Northamptonshire","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","North Northamptonshire","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","West Northamptonshire","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","West Northamptonshire","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Lincolnshire","Lincolnshire","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Lincolnshire","Lincolnshire","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Bedfordshire and Hertfordshire","Bedford","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Bedfordshire and Hertfordshire","Bedford","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Bedfordshire and Hertfordshire","Central Bedfordshire","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Bedfordshire and Hertfordshire","Central Bedfordshire","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Bedfordshire and Hertfordshire","Hertfordshire","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Bedfordshire and Hertfordshire","Hertfordshire","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Bedfordshire and Hertfordshire","Luton","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Bedfordshire and Hertfordshire","Luton","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","East Anglia","Breckland and South Norfolk","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","East Anglia","Breckland and South Norfolk","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","East Anglia","Cambridgeshire CC","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","East Anglia","Cambridgeshire CC","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","East Anglia","North and West Norfolk","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","East Anglia","North and West Norfolk","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","East Anglia","Norwich and East Norfolk","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","East Anglia","Norwich and East Norfolk","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","East Anglia","Peterborough","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","East Anglia","Peterborough","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","East Anglia","Suffolk","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","East Anglia","Suffolk","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Essex","Essex Haven Gateway","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Essex","Essex Haven Gateway","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Essex","Essex Thames Gateway","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Essex","Essex Thames Gateway","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Essex","Heart of Essex","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Essex","Heart of Essex","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Essex","Southend-on-Sea","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Essex","Southend-on-Sea","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Essex","Thurrock","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Essex","Thurrock","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Essex","West Essex","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Essex","West Essex","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Inner London - East","Hackney and Newham","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Inner London - East","Hackney and Newham","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Inner London - East","Haringey and Islington","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Inner London - East","Haringey and Islington","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Inner London - East","Lambeth","Female","50","[c]","44420","40800"
"Leaver Dept.","2021","London","Inner London - East","Lambeth","Male","40","[c]","49420","49640"
"Leaver Dept.","2021","London","Inner London - East","Lewisham and Southwark","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Inner London - East","Lewisham and Southwark","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Inner London - East","Tower Hamlets","Female","145","[c]","45890","38460"
"Leaver Dept.","2021","London","Inner London - East","Tower Hamlets","Male","155","[c]","48030","44270"
"Leaver Dept.","2021","London","Inner London - East","Tower Hamlets","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Inner London - West","Camden and City of London","Female","60","[c]","34030","28100"
"Leaver Dept.","2021","London","Inner London - West","Camden and City of London","Male","60","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Inner London - West","Kensington & Chelsea and Hammersmith & Fulham","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Inner London - West","Kensington & Chelsea and Hammersmith & Fulham","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Inner London - West","Wandsworth","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Inner London - West","Wandsworth","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Inner London - West","Westminster","Female","2415","[c]","44830","39740"
"Leaver Dept.","2021","London","Inner London - West","Westminster","Male","1925","[c]","45000","39800"
"Leaver Dept.","2021","London","Outer London - East and North East","Barking & Dagenham and Havering","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Outer London - East and North East","Barking & Dagenham and Havering","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Outer London - East and North East","Bexley and Greenwich","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Outer London - East and North East","Bexley and Greenwich","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Outer London - East and North East","Enfield","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Outer London - East and North East","Enfield","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Outer London - East and North East","Redbridge and Waltham Forest","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Outer London - East and North East","Redbridge and Waltham Forest","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Outer London - South","Bromley","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Outer London - South","Bromley","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Outer London - South","Croydon","Female","125","[c]","39590","34840"
"Leaver Dept.","2021","London","Outer London - South","Croydon","Male","105","[c]","39630","34250"
"Leaver Dept.","2021","London","Outer London - South","Merton, Kingston upon Thames and Sutton","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Outer London - South","Merton, Kingston upon Thames and Sutton","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Outer London - West and North West","Barnet","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Outer London - West and North West","Barnet","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Outer London - West and North West","Brent","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Outer London - West and North West","Brent","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Outer London - West and North West","Ealing","Female","5","[c]","[c]","[c]"
