"Status","Year","Region_ITL3","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","South Ayrshire","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Ayrshire","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Ayrshire","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Ayrshire","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Hampshire","AA/AO","AA","40","[c]","19240","18320"
"Leaver CS","2021","South Hampshire","AA/AO","AO","90","[c]","20680","19520"
"Leaver CS","2021","South Hampshire","EO","EO","70","[c]","27660","27160"
"Leaver CS","2021","South Hampshire","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Hampshire","G6/G7","G7","10","[c]","[c]","[c]"
"Leaver CS","2021","South Hampshire","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Hampshire","SEO/HEO","HEO","35","[c]","33030","32240"
"Leaver CS","2021","South Hampshire","SEO/HEO","SEO","15","[c]","37060","36990"
"Leaver CS","2021","South Hampshire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Lanarkshire","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Lanarkshire","AA/AO","AO","80","[c]","20840","20890"
"Leaver CS","2021","South Lanarkshire","EO","EO","35","[c]","27280","27150"
"Leaver CS","2021","South Lanarkshire","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Lanarkshire","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver CS","2021","South Lanarkshire","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Lanarkshire","SEO/HEO","HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","South Lanarkshire","SEO/HEO","SEO","20","[c]","42270","42920"
"Leaver CS","2021","South Nottinghamshire","AA/AO","AA","5","[c]","[c]","[c]"
"Leaver CS","2021","South Nottinghamshire","AA/AO","AO","20","[c]","[c]","[c]"
"Leaver CS","2021","South Nottinghamshire","EO","EO","10","[c]","[c]","[c]"
"Leaver CS","2021","South Nottinghamshire","SEO/HEO","HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","South Nottinghamshire","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Nottinghamshire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Teesside","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Teesside","AA/AO","AO","15","[c]","20250","20500"
"Leaver CS","2021","South Teesside","EO","EO","15","[c]","27160","27570"
"Leaver CS","2021","South Teesside","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Teesside","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Teesside","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Teesside","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","South West Wales","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West Wales","AA/AO","AO","20","[c]","21060","21010"
"Leaver CS","2021","South West Wales","EO","EO","15","[c]","27450","27570"
"Leaver CS","2021","South West Wales","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West Wales","SEO/HEO","HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","South West Wales","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West Wales","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Southampton","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Southampton","AA/AO","AO","20","[c]","20970","21010"
"Leaver CS","2021","Southampton","EO","EO","15","[c]","26500","26890"
"Leaver CS","2021","Southampton","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Southampton","G6/G7","G7","10","[c]","[c]","[c]"
"Leaver CS","2021","Southampton","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Southampton","SEO/HEO","SEO","15","[c]","42830","40080"
"Leaver CS","2021","Southampton","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Southend-on-Sea","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Southend-on-Sea","AA/AO","AO","20","[c]","[c]","[c]"
"Leaver CS","2021","Southend-on-Sea","EO","EO","20","[c]","[c]","[c]"
"Leaver CS","2021","Southend-on-Sea","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver CS","2021","Southend-on-Sea","SEO/HEO","HEO","15","[c]","[c]","[c]"
"Leaver CS","2021","Southend-on-Sea","SEO/HEO","SEO","10","[c]","[c]","[c]"
"Leaver CS","2021","Staffordshire CC","AA/AO","AA","25","[c]","[c]","[c]"
"Leaver CS","2021","Staffordshire CC","AA/AO","AO","150","[c]","20760","21010"
"Leaver CS","2021","Staffordshire CC","EO","EO","50","[c]","27590","27570"
"Leaver CS","2021","Staffordshire CC","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Staffordshire CC","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Staffordshire CC","SEO/HEO","HEO","15","[c]","[c]","[c]"
"Leaver CS","2021","Staffordshire CC","SEO/HEO","SEO","10","[c]","[c]","[c]"
"Leaver CS","2021","Staffordshire CC","Unknown","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Stoke-on-Trent","AA/AO","AO","50","[c]","19600","18880"
"Leaver CS","2021","Stoke-on-Trent","EO","EO","20","[c]","25690","26840"
"Leaver CS","2021","Stoke-on-Trent","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Stoke-on-Trent","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Stoke-on-Trent","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Stoke-on-Trent","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Stoke-on-Trent","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Suffolk","AA/AO","AA","45","[c]","18460","18800"
"Leaver CS","2021","Suffolk","AA/AO","AO","125","[c]","21040","20500"
"Leaver CS","2021","Suffolk","EO","EO","70","[c]","26420","26930"
"Leaver CS","2021","Suffolk","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Suffolk","G6/G7","G7","10","[c]","[c]","[c]"
"Leaver CS","2021","Suffolk","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Suffolk","SEO/HEO","HEO","45","[c]","33010","33300"
"Leaver CS","2021","Suffolk","SEO/HEO","SEO","35","[c]","40410","40680"
"Leaver CS","2021","Suffolk","Unknown","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Sunderland","AA/AO","AA","10","[c]","[c]","[c]"
"Leaver CS","2021","Sunderland","AA/AO","AO","145","[c]","20650","20500"
"Leaver CS","2021","Sunderland","EO","EO","60","[c]","27250","27570"
"Leaver CS","2021","Sunderland","SEO/HEO","HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","Sunderland","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Sunderland","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Swansea","AA/AO","AA","95","[c]","18040","18060"
"Leaver CS","2021","Swansea","AA/AO","AO","240","[c]","21480","21590"
"Leaver CS","2021","Swansea","EO","EO","50","[c]","26820","26780"
"Leaver CS","2021","Swansea","G6/G7","G6","5","[c]","[c]","[c]"
"Leaver CS","2021","Swansea","G6/G7","G7","15","[c]","59610","58310"
"Leaver CS","2021","Swansea","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Swansea","SEO/HEO","HEO","40","[c]","33580","32440"
"Leaver CS","2021","Swansea","SEO/HEO","SEO","15","[c]","[c]","[c]"
"Leaver CS","2021","Swansea","Unknown","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Swindon","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Swindon","AA/AO","AO","10","[c]","20340","20100"
"Leaver CS","2021","Swindon","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Swindon","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Swindon","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Swindon","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Swindon","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Swindon","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Telford and Wrekin","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Telford and Wrekin","AA/AO","AO","10","[c]","24850","22130"
"Leaver CS","2021","Telford and Wrekin","EO","EO","30","[c]","26900","27130"
"Leaver CS","2021","Telford and Wrekin","G6/G7","G6","5","[c]","[c]","[c]"
"Leaver CS","2021","Telford and Wrekin","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver CS","2021","Telford and Wrekin","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Telford and Wrekin","SEO/HEO","HEO","15","[c]","[c]","[c]"
"Leaver CS","2021","Telford and Wrekin","SEO/HEO","SEO","20","[c]","[c]","[c]"
"Leaver CS","2021","Thurrock","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Thurrock","EO","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","Torbay","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Torbay","AA/AO","AO","10","[c]","20640","21010"
"Leaver CS","2021","Torbay","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Torbay","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Torbay","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Tower Hamlets","AA/AO","AA","10","[c]","[c]","[c]"
"Leaver CS","2021","Tower Hamlets","AA/AO","AO","50","[c]","22270","22680"
"Leaver CS","2021","Tower Hamlets","EO","EO","75","[c]","27420","27150"
"Leaver CS","2021","Tower Hamlets","G6/G7","G6","35","[c]","73140","73310"
"Leaver CS","2021","Tower Hamlets","G6/G7","G7","100","[c]","58550","57980"
"Leaver CS","2021","Tower Hamlets","SCS level","SCS level","35","[c]","101000","96340"
"Leaver CS","2021","Tower Hamlets","SEO/HEO","HEO","75","[c]","34250","34210"
"Leaver CS","2021","Tower Hamlets","SEO/HEO","SEO","70","[c]","42560","41050"
"Leaver CS","2021","Tower Hamlets","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Tyneside","AA/AO","AA","35","[c]","17280","17050"
"Leaver CS","2021","Tyneside","AA/AO","AO","410","[c]","20750","21010"
"Leaver CS","2021","Tyneside","EO","EO","180","[c]","26510","27470"
"Leaver CS","2021","Tyneside","G6/G7","G6","10","[c]","[c]","[c]"
"Leaver CS","2021","Tyneside","G6/G7","G7","35","[c]","52870","52390"
"Leaver CS","2021","Tyneside","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Tyneside","SEO/HEO","HEO","55","[c]","32790","33170"
"Leaver CS","2021","Tyneside","SEO/HEO","SEO","55","[c]","40420","40230"
"Leaver CS","2021","Tyneside","Unknown","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","AA/AO","AO","50","[c]","21140","21010"
"Leaver CS","2021","Unknown","EO","EO","35","[c]","27660","27570"
"Leaver CS","2021","Unknown","G6/G7","G6","25","[c]","76080","70440"
"Leaver CS","2021","Unknown","G6/G7","G7","25","[c]","53630","53060"
"Leaver CS","2021","Unknown","SCS level","SCS level","20","[c]","106010","99170"
"Leaver CS","2021","Unknown","SEO/HEO","HEO","45","[c]","31980","31440"
"Leaver CS","2021","Unknown","SEO/HEO","SEO","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Unknown","480","[c]","34870","32400"
"Leaver CS","2021","Wakefield","AA/AO","AA","10","[c]","[c]","[c]"
"Leaver CS","2021","Wakefield","AA/AO","AO","40","[c]","[c]","[c]"
"Leaver CS","2021","Wakefield","EO","EO","20","[c]","28270","27570"
"Leaver CS","2021","Wakefield","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wakefield","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wakefield","SEO/HEO","HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","Wakefield","SEO/HEO","SEO","10","[c]","[c]","[c]"
"Leaver CS","2021","Wakefield","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Walsall","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Walsall","AA/AO","AO","10","[c]","20630","20760"
"Leaver CS","2021","Walsall","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Walsall","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Walsall","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Walsall","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wandsworth","AA/AO","AA","20","[c]","[c]","[c]"
"Leaver CS","2021","Wandsworth","AA/AO","AO","55","[c]","24670","24210"
"Leaver CS","2021","Wandsworth","EO","EO","10","[c]","[c]","[c]"
"Leaver CS","2021","Wandsworth","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wandsworth","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wandsworth","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Warrington","AA/AO","AA","10","[c]","[c]","[c]"
"Leaver CS","2021","Warrington","AA/AO","AO","55","[c]","20520","20500"
"Leaver CS","2021","Warrington","EO","EO","25","[c]","29120","27570"
"Leaver CS","2021","Warrington","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Warrington","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Warrington","SEO/HEO","HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","Warrington","SEO/HEO","SEO","10","[c]","[c]","[c]"
"Leaver CS","2021","Warrington","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Warwickshire","AA/AO","AA","5","[c]","[c]","[c]"
"Leaver CS","2021","Warwickshire","AA/AO","AO","20","[c]","20950","21010"
"Leaver CS","2021","Warwickshire","EO","EO","30","[c]","25530","26530"
"Leaver CS","2021","Warwickshire","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Warwickshire","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Warwickshire","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Warwickshire","Unknown","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","West Cumbria","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Cumbria","AA/AO","AO","20","[c]","21050","21010"
"Leaver CS","2021","West Cumbria","EO","EO","20","[c]","25970","26890"
"Leaver CS","2021","West Cumbria","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Cumbria","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","West Cumbria","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Cumbria","Unknown","Unknown","20","[c]","41280","37900"
"Leaver CS","2021","West Essex","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Essex","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Essex","EO","EO","20","[c]","28450","29290"
"Leaver CS","2021","West Essex","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Essex","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Essex","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","West Essex","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Kent","AA/AO","AA","20","[c]","17180","17180"
"Leaver CS","2021","West Kent","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Kent","EO","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","West Kent","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Kent","SEO/HEO","HEO","10","[c]","28700","28650"
"Leaver CS","2021","West Kent","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Lothian","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Lothian","AA/AO","AO","170","[c]","22110","21010"
"Leaver CS","2021","West Lothian","EO","EO","30","[c]","[c]","[c]"
"Leaver CS","2021","West Lothian","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Lothian","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Lothian","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Lothian","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Lothian","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Northamptonshire","AA/AO","AA","15","[c]","[c]","[c]"
"Leaver CS","2021","West Northamptonshire","AA/AO","AO","125","[c]","19320","18880"
"Leaver CS","2021","West Northamptonshire","EO","EO","60","[c]","26040","26640"
"Leaver CS","2021","West Northamptonshire","SEO/HEO","HEO","40","[c]","[c]","[c]"
"Leaver CS","2021","West Northamptonshire","SEO/HEO","SEO","10","[c]","[c]","[c]"
"Leaver CS","2021","West Northamptonshire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Surrey","AA/AO","AA","20","[c]","[c]","[c]"
"Leaver CS","2021","West Surrey","AA/AO","AO","85","[c]","23880","24370"
"Leaver CS","2021","West Surrey","EO","EO","30","[c]","28810","29290"
"Leaver CS","2021","West Surrey","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Surrey","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver CS","2021","West Surrey","SEO/HEO","HEO","15","[c]","33530","33510"
"Leaver CS","2021","West Surrey","SEO/HEO","SEO","20","[c]","41300","41050"
"Leaver CS","2021","West Surrey","Unknown","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","West Sussex (North East)","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Sussex (North East)","AA/AO","AO","10","[c]","21910","21920"
"Leaver CS","2021","West Sussex (North East)","EO","EO","25","[c]","27060","27570"
"Leaver CS","2021","West Sussex (North East)","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Sussex (North East)","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Sussex (North East)","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Sussex (North East)","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","West Sussex (North East)","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Sussex (North East)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Sussex (South West)","AA/AO","AA","15","[c]","[c]","[c]"
"Leaver CS","2021","West Sussex (South West)","AA/AO","AO","35","[c]","20540","20650"
"Leaver CS","2021","West Sussex (South West)","EO","EO","30","[c]","[c]","[c]"
"Leaver CS","2021","West Sussex (South West)","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Sussex (South West)","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","West Sussex (South West)","SEO/HEO","SEO","10","[c]","[c]","[c]"
"Leaver CS","2021","West Sussex (South West)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Westminster","AA/AO","AA","55","[c]","20800","21770"
"Leaver CS","2021","Westminster","AA/AO","AO","310","[c]","23180","23670"
"Leaver CS","2021","Westminster","EO","EO","390","[c]","27040","27650"
"Leaver CS","2021","Westminster","G6/G7","G6","210","[c]","70000","68690"
"Leaver CS","2021","Westminster","G6/G7","G7","525","[c]","56740","55000"
"Leaver CS","2021","Westminster","SCS level","SCS level","190","[c]","97790","89710"
"Leaver CS","2021","Westminster","SEO/HEO","HEO","475","[c]","33590","33590"
"Leaver CS","2021","Westminster","SEO/HEO","SEO","305","[c]","41600","40940"
"Leaver CS","2021","Westminster","Unknown","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2021","Wiltshire","AA/AO","AA","55","[c]","18060","17180"
"Leaver CS","2021","Wiltshire","AA/AO","AO","105","[c]","21810","20920"
"Leaver CS","2021","Wiltshire","EO","EO","55","[c]","26880","26670"
"Leaver CS","2021","Wiltshire","G6/G7","G6","5","[c]","[c]","[c]"
"Leaver CS","2021","Wiltshire","G6/G7","G7","45","[c]","53430","53170"
"Leaver CS","2021","Wiltshire","SCS level","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2021","Wiltshire","SEO/HEO","HEO","75","[c]","31280","31920"
"Leaver CS","2021","Wiltshire","SEO/HEO","SEO","70","[c]","40400","39510"
"Leaver CS","2021","Wiltshire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wirral","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wirral","AA/AO","AO","40","[c]","21100","21010"
"Leaver CS","2021","Wirral","EO","EO","20","[c]","27070","27130"
"Leaver CS","2021","Wirral","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wirral","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Wirral","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Wirral","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wolverhampton","AA/AO","AA","10","[c]","[c]","[c]"
"Leaver CS","2021","Wolverhampton","AA/AO","AO","85","[c]","20250","20500"
"Leaver CS","2021","Wolverhampton","EO","EO","40","[c]","[c]","[c]"
"Leaver CS","2021","Wolverhampton","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wolverhampton","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wolverhampton","SEO/HEO","HEO","15","[c]","[c]","[c]"
"Leaver CS","2021","Wolverhampton","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wolverhampton","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Worcestershire","AA/AO","AA","20","[c]","[c]","[c]"
"Leaver CS","2021","Worcestershire","AA/AO","AO","100","[c]","20410","20500"
"Leaver CS","2021","Worcestershire","EO","EO","30","[c]","26610","26890"
"Leaver CS","2021","Worcestershire","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Worcestershire","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Worcestershire","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Worcestershire","Unknown","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","York","AA/AO","AA","5","[c]","[c]","[c]"
"Leaver CS","2021","York","AA/AO","AO","40","[c]","21080","20860"
"Leaver CS","2021","York","EO","EO","20","[c]","26760","27230"
"Leaver CS","2021","York","G6/G7","G6","5","[c]","[c]","[c]"
"Leaver CS","2021","York","G6/G7","G7","30","[c]","58810","56960"
"Leaver CS","2021","York","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","York","SEO/HEO","HEO","15","[c]","31780","32350"
"Leaver CS","2021","York","SEO/HEO","SEO","10","[c]","43470","44720"
"Leaver CS","2021","York","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Aberdeen City and Aberdeenshire","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Aberdeen City and Aberdeenshire","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Aberdeen City and Aberdeenshire","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Angus and Dundee City","AA/AO","AO","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Angus and Dundee City","EO","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Angus and Dundee City","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Angus and Dundee City","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Angus and Dundee City","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Barking & Dagenham and Havering","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Barking & Dagenham and Havering","EO","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Barking & Dagenham and Havering","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Barnet","EO","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Barnet","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Barnet","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Barnet","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Barnet","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Barnsley, Doncaster and Rotherham","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Barnsley, Doncaster and Rotherham","AA/AO","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Barnsley, Doncaster and Rotherham","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Barnsley, Doncaster and Rotherham","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Barnsley, Doncaster and Rotherham","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Barnsley, Doncaster and Rotherham","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","AA/AO","AO","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","EO","EO","90","[c]","23630","24110"
"Leaver Dept.","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","G6/G7","G6","15","[c]","63790","62430"
"Leaver Dept.","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","G6/G7","G7","50","[c]","51160","52320"
"Leaver Dept.","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","SCS level","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","SEO/HEO","HEO","150","[c]","29210","29230"
"Leaver Dept.","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","SEO/HEO","SEO","90","[c]","38390","39740"
"Leaver Dept.","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Unknown","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Bedford","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Bedford","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Bedford","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Belfast","AA/AO","AO","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Belfast","EO","EO","10","[c]","[c]","[c]"
