"Status","Year","Function_of_post","Profession_of_post","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Property","Operational Delivery","Female","40","[c]","22330","20170"
"Leaver CS","2021","Property","Operational Delivery","Male","25","[c]","[c]","[c]"
"Leaver CS","2021","Property","Other","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Other","Male","20","[c]","[c]","[c]"
"Leaver CS","2021","Property","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Property","Female","135","[c]","29750","26000"
"Leaver CS","2021","Property","Property","Male","270","[c]","32870","29690"
"Leaver CS","2021","Property","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Science and Engineering","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Unknown","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","Property","Unknown","Male","40","[c]","30570","26530"
"Leaver CS","2021","Security","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Security","Female","55","[c]","30590","27090"
"Leaver CS","2021","Security","Security","Male","330","[c]","30120","26610"
"Leaver CS","2021","Security","Unknown","Female","20","[c]","[c]","[c]"
"Leaver CS","2021","Security","Unknown","Male","25","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Commercial","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Commercial","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Communications","Female","30","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Communications","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Digital, Data and Technology","Female","25","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Digital, Data and Technology","Male","45","[c]","42910","40260"
"Leaver CS","2021","Unknown","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Economics","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Economics","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Finance","Female","20","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Finance","Male","20","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Human Resources","Female","20","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Human Resources","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Intelligence Analysis","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Intelligence Analysis","Male","45","[c]","36070","33300"
"Leaver CS","2021","Unknown","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Legal","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Legal","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Medicine","Female","140","[c]","37900","30620"
"Leaver CS","2021","Unknown","Medicine","Male","45","[c]","57200","44500"
"Leaver CS","2021","Unknown","Medicine","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Operational Delivery","Female","375","[c]","28990","25150"
"Leaver CS","2021","Unknown","Operational Delivery","Male","320","[c]","28590","26000"
"Leaver CS","2021","Unknown","Operational Delivery","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Operational Research","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Operational Research","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Other","Female","440","[c]","26220","21580"
"Leaver CS","2021","Unknown","Other","Male","675","[c]","30240","29930"
"Leaver CS","2021","Unknown","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Planning","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Planning","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Policy","Female","145","[c]","45430","40580"
"Leaver CS","2021","Unknown","Policy","Male","120","[c]","47800","41010"
"Leaver CS","2021","Unknown","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Project Delivery","Female","20","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Project Delivery","Male","20","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Property","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Property","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Science and Engineering","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Science and Engineering","Male","100","[c]","30970","26020"
"Leaver CS","2021","Unknown","Science and Engineering","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Security","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Security","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Social Research","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Social Research","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Statistics","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Statistics","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Female","6845","[c]","27450","26890"
"Leaver CS","2021","Unknown","Unknown","Male","4555","[c]","30120","27570"
"Leaver CS","2021","Unknown","Unknown","Unknown","65","[c]","46360","40020"
"Leaver CS","2021","Unknown","Veterinarian","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Veterinarian","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Economics","Female","45","[c]","43810","44090"
"Leaver Dept.","2021","Analysis","Economics","Male","50","[c]","46180","50290"
"Leaver Dept.","2021","Analysis","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Intelligence Analysis","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Intelligence Analysis","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Operational Research","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Operational Research","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Other","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Other","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Policy","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Policy","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Science and Engineering","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Social Research","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Social Research","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Statistics","Female","45","[c]","40880","33990"
"Leaver Dept.","2021","Analysis","Statistics","Male","45","[c]","39450","36030"
"Leaver Dept.","2021","Analysis","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Commercial","Female","50","[c]","38720","37770"
"Leaver Dept.","2021","Commercial","Commercial","Male","45","[c]","38220","37320"
"Leaver Dept.","2021","Commercial","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Operational Delivery","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Policy","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Policy","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Science and Engineering","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Unknown","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Unknown","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Communications","Female","85","[c]","42560","39170"
"Leaver Dept.","2021","Communications","Communications","Male","65","[c]","46640","41740"
"Leaver Dept.","2021","Communications","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Operational Delivery","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Other","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Other","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Unknown","Female","30","[c]","35380","34140"
"Leaver Dept.","2021","Communications","Unknown","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Counter Fraud","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Counter Fraud","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Policy","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Policy","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Unknown","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Unknown","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Debt","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Debt","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Digital, Data and Technology","Female","65","[c]","45730","41950"
"Leaver Dept.","2021","Digital, Data & Technology","Digital, Data and Technology","Male","80","[c]","45260","41720"
"Leaver Dept.","2021","Digital, Data & Technology","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Knowledge and Information Management","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Operational Delivery","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Operational Research","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Operational Research","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Other","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Other","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Policy","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Policy","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Security","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Security","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Unknown","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Unknown","Male","35","[c]","51660","54700"
"Leaver Dept.","2021","Finance","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Finance","Female","85","[c]","47680","48860"
"Leaver Dept.","2021","Finance","Finance","Male","80","[c]","45610","43250"
"Leaver Dept.","2021","Finance","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Operational Delivery","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Other","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Other","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Policy","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Policy","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Property","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Property","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Unknown","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Unknown","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","Operational Delivery","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","Operational Delivery","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Human Resources","Female","175","[c]","39740","35080"
"Leaver Dept.","2021","Human Resources","Human Resources","Male","100","[c]","38300","34400"
"Leaver Dept.","2021","Human Resources","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Operational Delivery","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Other","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Other","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Policy","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Policy","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Unknown","Female","115","[c]","38000","32910"
"Leaver Dept.","2021","Human Resources","Unknown","Male","55","[c]","37700","32910"
"Leaver Dept.","2021","Internal Audit","Internal Audit","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","Internal Audit","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Legal","Female","70","[c]","54680","52830"
"Leaver Dept.","2021","Legal","Legal","Male","45","[c]","55890","55000"
"Leaver Dept.","2021","Legal","Operational Delivery","Female","45","[c]","28590","24590"
"Leaver Dept.","2021","Legal","Operational Delivery","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Other","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Other","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Policy","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Policy","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Communications","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Economics","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Economics","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Finance","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Human Resources","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Human Resources","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Inspector of Education and Training","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Inspector of Education and Training","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Intelligence Analysis","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Intelligence Analysis","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","International Trade","Female","55","[c]","44590","39540"
"Leaver Dept.","2021","No function","International Trade","Male","80","[c]","46630","43170"
"Leaver Dept.","2021","No function","Knowledge and Information Management","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Knowledge and Information Management","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Operational Delivery","Female","745","[c]","27970","22570"
"Leaver Dept.","2021","No function","Operational Delivery","Male","555","[c]","29070","23600"
"Leaver Dept.","2021","No function","Operational Research","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Operational Research","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Other","Female","35","[c]","40140","32120"
"Leaver Dept.","2021","No function","Other","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Planning","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Planning","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Planning Inspectors","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Planning Inspectors","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Policy","Female","695","[c]","43170","38750"
"Leaver Dept.","2021","No function","Policy","Male","590","[c]","43190","38700"
"Leaver Dept.","2021","No function","Project Delivery","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Project Delivery","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Property","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Property","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Psychology","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Psychology","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Science and Engineering","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Science and Engineering","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Security","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Security","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Statistics","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Statistics","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Unknown","Female","610","[c]","38510","32000"
"Leaver Dept.","2021","No function","Unknown","Male","445","[c]","39390","32000"
"Leaver Dept.","2021","Project Delivery","Commercial","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Commercial","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Digital, Data and Technology","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Economics","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Economics","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Finance","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Finance","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Operational Delivery","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Operational Delivery","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Other","Female","30","[c]","38720","26830"
"Leaver Dept.","2021","Project Delivery","Other","Male","30","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Policy","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Policy","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Project Delivery","Female","140","[c]","42620","38160"
"Leaver Dept.","2021","Project Delivery","Project Delivery","Male","140","[c]","41160","37900"
"Leaver Dept.","2021","Project Delivery","Property","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Property","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Science and Engineering","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Statistics","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Statistics","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Unknown","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Unknown","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Operational Delivery","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Operational Delivery","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Other","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Other","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Policy","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Policy","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Project Delivery","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Project Delivery","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Property","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Property","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Security","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Security","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Unknown","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Unknown","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Intelligence Analysis","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Intelligence Analysis","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Security","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Security","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Unknown","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Unknown","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Commercial","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Commercial","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Communications","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Communications","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Digital, Data and Technology","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Digital, Data and Technology","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Economics","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Economics","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Finance","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Finance","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Human Resources","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Human Resources","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Intelligence Analysis","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Intelligence Analysis","Male","30","[c]","[c]","[c]"
