"Status","Year","Profession_of_post","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Statistics","AA/AO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","EO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","G6/G7","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","SEO/HEO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","AA/AO","Heterosexual / straight","1470","[c]","21330","21010"
"Leaver CS","2021","Unknown","AA/AO","LGBO","95","[c]","21700","21010"
"Leaver CS","2021","Unknown","AA/AO","Undeclared","165","[c]","21140","21010"
"Leaver CS","2021","Unknown","AA/AO","Unknown","3365","[c]","21230","21010"
"Leaver CS","2021","Unknown","EO","Heterosexual / straight","1115","[c]","27730","27570"
"Leaver CS","2021","Unknown","EO","LGBO","75","[c]","27490","27570"
"Leaver CS","2021","Unknown","EO","Undeclared","160","[c]","27690","27570"
"Leaver CS","2021","Unknown","EO","Unknown","2165","[c]","28220","27570"
"Leaver CS","2021","Unknown","G6/G7","Heterosexual / straight","225","[c]","60710","59700"
"Leaver CS","2021","Unknown","G6/G7","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","G6/G7","Undeclared","45","[c]","62830","63230"
"Leaver CS","2021","Unknown","G6/G7","Unknown","595","[c]","62160","59280"
"Leaver CS","2021","Unknown","SCS level","Heterosexual / straight","50","[c]","96060","85210"
"Leaver CS","2021","Unknown","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","SCS level","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","SCS level","Unknown","110","[c]","100030","89480"
"Leaver CS","2021","Unknown","SEO/HEO","Heterosexual / straight","530","[c]","36380","35110"
"Leaver CS","2021","Unknown","SEO/HEO","LGBO","30","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","SEO/HEO","Undeclared","75","[c]","36140","34290"
"Leaver CS","2021","Unknown","SEO/HEO","Unknown","1540","[c]","35450","34700"
"Leaver CS","2021","Unknown","Unknown","Heterosexual / straight","45","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Unknown","370","[c]","[c]","[c]"
"Leaver CS","2021","Veterinarian","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Veterinarian","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Veterinarian","G6/G7","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Veterinarian","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Veterinarian","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Veterinarian","SEO/HEO","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","AA/AO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","EO","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","G6/G7","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","G6/G7","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","SEO/HEO","Heterosexual / straight","70","[c]","35680","35790"
"Leaver Dept.","2021","Commercial","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","SEO/HEO","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","SEO/HEO","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","EO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","EO","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","G6/G7","Heterosexual / straight","35","[c]","57690","53890"
"Leaver Dept.","2021","Communications","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","G6/G7","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","SCS level","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","SEO/HEO","Heterosexual / straight","60","[c]","39050","37940"
"Leaver Dept.","2021","Communications","SEO/HEO","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","SEO/HEO","Unknown","40","[c]","38290","38810"
"Leaver Dept.","2021","Communications","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Corporate Finance","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Corporate Finance","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Corporate Finance","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Corporate Finance","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Corporate Finance","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Corporate Finance","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Corporate Finance","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","SEO/HEO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","EO","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","G6/G7","Heterosexual / straight","35","[c]","60490","58770"
"Leaver Dept.","2021","Digital, Data and Technology","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","G6/G7","Unknown","30","[c]","56680","53260"
"Leaver Dept.","2021","Digital, Data and Technology","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","SEO/HEO","Heterosexual / straight","40","[c]","36110","35040"
"Leaver Dept.","2021","Digital, Data and Technology","SEO/HEO","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","SEO/HEO","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","SEO/HEO","Unknown","30","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","G6/G7","Heterosexual / straight","35","[c]","56560","54650"
"Leaver Dept.","2021","Economics","G6/G7","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","G6/G7","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","G6/G7","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","SEO/HEO","Heterosexual / straight","45","[c]","33660","33610"
"Leaver Dept.","2021","Economics","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","SEO/HEO","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","EO","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","EO","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","G6/G7","Heterosexual / straight","50","[c]","57780","57440"
"Leaver Dept.","2021","Finance","G6/G7","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","G6/G7","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","G6/G7","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","SCS level","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","SEO/HEO","Heterosexual / straight","60","[c]","39170","39290"
"Leaver Dept.","2021","Finance","SEO/HEO","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","SEO/HEO","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","SEO/HEO","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","AA/AO","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","AA/AO","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","EO","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","EO","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","EO","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","G6/G7","Heterosexual / straight","55","[c]","58610","58060"
"Leaver Dept.","2021","Human Resources","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","G6/G7","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","SEO/HEO","Heterosexual / straight","110","[c]","35380","33640"
"Leaver Dept.","2021","Human Resources","SEO/HEO","LGBO","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","SEO/HEO","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","SEO/HEO","Unknown","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inspector of Education and Training","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inspector of Education and Training","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Intelligence Analysis","EO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Intelligence Analysis","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Intelligence Analysis","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Intelligence Analysis","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Intelligence Analysis","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Intelligence Analysis","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Intelligence Analysis","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Intelligence Analysis","SEO/HEO","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Intelligence Analysis","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Intelligence Analysis","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Intelligence Analysis","SEO/HEO","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","SEO/HEO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","International Trade","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","International Trade","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","International Trade","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","International Trade","G6/G7","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver Dept.","2021","International Trade","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","International Trade","G6/G7","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2021","International Trade","G6/G7","Unknown","25","[c]","[c]","[c]"
"Leaver Dept.","2021","International Trade","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","International Trade","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","International Trade","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","International Trade","SEO/HEO","Heterosexual / straight","30","[c]","35040","34060"
"Leaver Dept.","2021","International Trade","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","International Trade","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","International Trade","SEO/HEO","Unknown","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","EO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","G6/G7","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","G6/G7","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","SEO/HEO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","G6/G7","Heterosexual / straight","45","[c]","58190","55810"
"Leaver Dept.","2021","Legal","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","G6/G7","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","G6/G7","Unknown","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","SEO/HEO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","SEO/HEO","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Medicine","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Medicine","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Medicine","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Medicine","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Medicine","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Medicine","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Medicine","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Medicine","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","AA/AO","Heterosexual / straight","520","[c]","20870","21010"
"Leaver Dept.","2021","Operational Delivery","AA/AO","LGBO","45","[c]","20230","20290"
"Leaver Dept.","2021","Operational Delivery","AA/AO","Undeclared","60","[c]","21170","20860"
"Leaver Dept.","2021","Operational Delivery","AA/AO","Unknown","195","[c]","20610","20430"
"Leaver Dept.","2021","Operational Delivery","EO","Heterosexual / straight","340","[c]","25360","24890"
"Leaver Dept.","2021","Operational Delivery","EO","LGBO","30","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","EO","Undeclared","40","[c]","26130","25000"
"Leaver Dept.","2021","Operational Delivery","EO","Unknown","85","[c]","25570","25100"
"Leaver Dept.","2021","Operational Delivery","G6/G7","Heterosexual / straight","85","[c]","56210","53880"
"Leaver Dept.","2021","Operational Delivery","G6/G7","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","G6/G7","Undeclared","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","G6/G7","Unknown","35","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","SCS level","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","SCS level","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","SEO/HEO","Heterosexual / straight","285","[c]","34440","33300"
"Leaver Dept.","2021","Operational Delivery","SEO/HEO","LGBO","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","SEO/HEO","Undeclared","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","SEO/HEO","Unknown","100","[c]","34120","31840"
"Leaver Dept.","2021","Operational Delivery","Unknown","Heterosexual / straight","50","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Unknown","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Unknown","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","G6/G7","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","SEO/HEO","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","SEO/HEO","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","AA/AO","Heterosexual / straight","30","[c]","21270","20920"
"Leaver Dept.","2021","Other","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","EO","Heterosexual / straight","60","[c]","26190","26960"
"Leaver Dept.","2021","Other","EO","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","EO","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","EO","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","G6/G7","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
