"Status","Year","Function_of_post","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Commercial","Department for Business, Energy and Industrial Strategy","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Department for Environment, Food and Rural Affairs","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Department for Transport","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Foreign, Commonwealth and Development Office","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Ministry of Defence","35","[c]","38110","37320"
"Leaver Dept.","2021","Commercial","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Ministry of Justice","20","[c]","37560","38440"
"Leaver Dept.","2021","Commercial","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Other Cabinet Office Agencies","15","[c]","37640","34800"
"Leaver Dept.","2021","Commercial","The National Archives","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Attorney General's Departments","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Cabinet Office","50","[c]","37420","35020"
"Leaver Dept.","2021","Communications","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Department for Business, Energy and Industrial Strategy","20","[c]","50470","52300"
"Leaver Dept.","2021","Communications","Department for Digital, Culture, Media and Sport","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Department for Environment, Food and Rural Affairs","20","[c]","37170","33150"
"Leaver Dept.","2021","Communications","Department for International Trade","15","[c]","37310","31650"
"Leaver Dept.","2021","Communications","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","ESTYN","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Foreign, Commonwealth and Development Office","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Ministry of Defence","15","[c]","44800","47090"
"Leaver Dept.","2021","Communications","Ministry of Housing, Communities and Local Government","20","[c]","43990","40800"
"Leaver Dept.","2021","Communications","Ministry of Justice","15","[c]","35850","31200"
"Leaver Dept.","2021","Communications","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Scotland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","UK Export Finance","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","United Kingdom Statistics Authority","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Wales Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Attorney General's Departments","10","[c]","44760","36740"
"Leaver Dept.","2021","Counter Fraud","Cabinet Office","15","[c]","37030","32910"
"Leaver Dept.","2021","Counter Fraud","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Debt","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Cabinet Office","55","[c]","50910","53600"
"Leaver Dept.","2021","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","15","[c]","42470","43780"
"Leaver Dept.","2021","Digital, Data & Technology","Department for Education","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","15","[c]","49270","50390"
"Leaver Dept.","2021","Digital, Data & Technology","Department for International Trade","10","[c]","40260","37410"
"Leaver Dept.","2021","Digital, Data & Technology","Department for Transport","30","[c]","34360","31150"
"Leaver Dept.","2021","Digital, Data & Technology","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Department of Health and Social Care","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Ministry of Defence","15","[c]","35570","34860"
"Leaver Dept.","2021","Digital, Data & Technology","Ministry of Housing, Communities and Local Government","15","[c]","45080","41730"
"Leaver Dept.","2021","Digital, Data & Technology","Ministry of Justice","25","[c]","42720","35820"
"Leaver Dept.","2021","Digital, Data & Technology","National Crime Agency","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Office for Standards in Education","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","United Kingdom Statistics Authority","15","[c]","46450","44430"
"Leaver Dept.","2021","Digital, Data & Technology","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Cabinet Office","10","[c]","42580","40600"
"Leaver Dept.","2021","Finance","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Department for Business, Energy and Industrial Strategy","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Department for Environment, Food and Rural Affairs","10","[c]","44880","49480"
"Leaver Dept.","2021","Finance","Department for International Trade","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Department for Transport","10","[c]","40080","41590"
"Leaver Dept.","2021","Finance","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Foreign, Commonwealth and Development Office","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","HM Revenue and Customs","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Ministry of Defence","35","[c]","45840","39120"
"Leaver Dept.","2021","Finance","Ministry of Housing, Communities and Local Government","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Ministry of Justice","70","[c]","46710","41970"
"Leaver Dept.","2021","Finance","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","Department for Environment, Food and Rural Affairs","45","[c]","26340","25070"
"Leaver Dept.","2021","Human Resources","Attorney General's Departments","10","[c]","38080","32130"
"Leaver Dept.","2021","Human Resources","Cabinet Office","175","[c]","37720","32910"
"Leaver Dept.","2021","Human Resources","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Department for Business, Energy and Industrial Strategy","15","[c]","35330","33640"
"Leaver Dept.","2021","Human Resources","Department for Digital, Culture, Media and Sport","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Department for Environment, Food and Rural Affairs","25","[c]","44360","39400"
"Leaver Dept.","2021","Human Resources","Department for International Trade","15","[c]","43040","39120"
"Leaver Dept.","2021","Human Resources","Department for Transport","15","[c]","36040","31930"
"Leaver Dept.","2021","Human Resources","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","HM Treasury","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Ministry of Defence","55","[c]","34680","30160"
"Leaver Dept.","2021","Human Resources","Ministry of Housing, Communities and Local Government","10","[c]","33620","29600"
"Leaver Dept.","2021","Human Resources","Ministry of Justice","80","[c]","41030","35830"
"Leaver Dept.","2021","Human Resources","National Crime Agency","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Office for Standards in Education","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","United Kingdom Statistics Authority","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","HM Treasury","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Attorney General's Departments","145","[c]","43920","46810"
"Leaver Dept.","2021","Legal","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Competition and Markets Authority","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Ministry of Justice","30","[c]","40040","37240"
"Leaver Dept.","2021","Legal","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Scottish Government","20","[c]","32880","29350"
"Leaver Dept.","2021","No function","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Cabinet Office","975","[c]","39160","32000"
"Leaver Dept.","2021","No function","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Department for Business, Energy and Industrial Strategy","455","[c]","43330","39250"
"Leaver Dept.","2021","No function","Department for Digital, Culture, Media and Sport","160","[c]","46530","49600"
"Leaver Dept.","2021","No function","Department for Education","15","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Department for Environment, Food and Rural Affairs","395","[c]","38690","34700"
"Leaver Dept.","2021","No function","Department for International Trade","195","[c]","44250","38540"
"Leaver Dept.","2021","No function","Department for Transport","130","[c]","26380","21590"
"Leaver Dept.","2021","No function","Department for Work and Pensions","25","[c]","38360","30820"
"Leaver Dept.","2021","No function","Department of Health and Social Care","35","[c]","46990","52030"
"Leaver Dept.","2021","No function","Food Standards Agency","15","[c]","39940","37350"
"Leaver Dept.","2021","No function","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","HM Treasury","105","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Ministry of Defence","35","[c]","38290","37320"
"Leaver Dept.","2021","No function","Ministry of Housing, Communities and Local Government","255","[c]","40500","33960"
"Leaver Dept.","2021","No function","Ministry of Justice","980","[c]","27510","22570"
"Leaver Dept.","2021","No function","National Crime Agency","30","[c]","45980","43800"
"Leaver Dept.","2021","No function","Northern Ireland Office","15","[c]","52630","43500"
"Leaver Dept.","2021","No function","Office for Standards in Education","20","[c]","35690","28880"
"Leaver Dept.","2021","No function","Office of Gas and Electricity Markets","45","[c]","41440","35850"
"Leaver Dept.","2021","No function","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Scottish Government","10","[c]","30580","22220"
"Leaver Dept.","2021","No function","The National Archives","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","United Kingdom Statistics Authority","95","[c]","32030","29540"
"Leaver Dept.","2021","No function","Wales Office","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Cabinet Office","15","[c]","55440","60420"
"Leaver Dept.","2021","Project Delivery","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Competition and Markets Authority","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Department for Business, Energy and Industrial Strategy","20","[c]","46720","48120"
"Leaver Dept.","2021","Project Delivery","Department for Digital, Culture, Media and Sport","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Department for Environment, Food and Rural Affairs","20","[c]","41700","37260"
"Leaver Dept.","2021","Project Delivery","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Department for Transport","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Foreign, Commonwealth and Development Office","60","[c]","51590","52550"
"Leaver Dept.","2021","Project Delivery","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Ministry of Defence","300","[c]","37590","33300"
"Leaver Dept.","2021","Project Delivery","Ministry of Housing, Communities and Local Government","15","[c]","37820","33210"
"Leaver Dept.","2021","Project Delivery","Ministry of Justice","35","[c]","41200","31080"
"Leaver Dept.","2021","Project Delivery","Northern Ireland Office","10","[c]","51160","52850"
"Leaver Dept.","2021","Project Delivery","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Scotland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","United Kingdom Statistics Authority","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Cabinet Office","10","[c]","47270","51900"
"Leaver Dept.","2021","Property","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Department for Environment, Food and Rural Affairs","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","HM Revenue and Customs","60","[c]","30980","25860"
"Leaver Dept.","2021","Property","Ministry of Defence","25","[c]","40150","33300"
"Leaver Dept.","2021","Property","Ministry of Justice","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Cabinet Office","35","[c]","33520","33300"
"Leaver Dept.","2021","Security","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Ministry of Defence","20","[c]","29310","28840"
"Leaver Dept.","2021","Security","Ministry of Justice","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Charity Commission","15","[c]","32910","32950"
"Leaver Dept.","2021","Unknown","Department for Business, Energy and Industrial Strategy","45","[c]","44210","40140"
"Leaver Dept.","2021","Unknown","Department for Education","235","[c]","42130","37280"
"Leaver Dept.","2021","Unknown","Department for Transport","195","[c]","45150","42460"
"Leaver Dept.","2021","Unknown","Department for Work and Pensions","1350","[c]","30090","27570"
"Leaver Dept.","2021","Unknown","Department of Health and Social Care","180","[c]","45810","46590"
"Leaver Dept.","2021","Unknown","Food Standards Agency","10","[c]","39410","34160"
"Leaver Dept.","2021","Unknown","Foreign, Commonwealth and Development Office","250","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","HM Revenue and Customs","1620","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Home Office","1070","[c]","35760","29860"
"Leaver Dept.","2021","Unknown","Ministry of Defence","295","[c]","36180","33300"
"Leaver Dept.","2021","Unknown","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Other Cabinet Office Agencies","15","[c]","47270","49580"
"Leaver Dept.","2021","Unknown","Scotland Office","10","[c]","38660","36800"
"Leaver Dept.","2021","Unknown","Scottish Government","35","[c]","36270","33620"
"Leaver Dept.","2021","Unknown","Welsh Government","25","[c]","39200","37410"
"New entrant CS","2021","Analysis","Cabinet Office","5","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Chancellor's other departments","25","[c]","47470","48780"
"New entrant CS","2021","Analysis","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Competition and Markets Authority","10","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Department for Business, Energy and Industrial Strategy","60","[c]","32860","33570"
"New entrant CS","2021","Analysis","Department for Digital, Culture, Media and Sport","25","[c]","39570","42020"
"New entrant CS","2021","Analysis","Department for Education","30","[c]","33330","32870"
"New entrant CS","2021","Analysis","Department for Environment, Food and Rural Affairs","25","[c]","31290","29270"
"New entrant CS","2021","Analysis","Department for International Trade","70","[c]","30320","31800"
"New entrant CS","2021","Analysis","Department for Transport","105","[c]","34390","32560"
"New entrant CS","2021","Analysis","Department of Health and Social Care","75","[c]","49050","53360"
"New entrant CS","2021","Analysis","Food Standards Agency","5","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","HM Revenue and Customs","115","[c]","33430","31810"
"New entrant CS","2021","Analysis","HM Treasury","5","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Ministry of Defence","70","[c]","30920","28350"
"New entrant CS","2021","Analysis","Ministry of Housing, Communities and Local Government","40","[c]","32170","28560"
"New entrant CS","2021","Analysis","Ministry of Justice","65","[c]","32430","31000"
"New entrant CS","2021","Analysis","Office for Standards in Education","15","[c]","31780","31700"
"New entrant CS","2021","Analysis","Office of Gas and Electricity Markets","15","[c]","50840","46250"
"New entrant CS","2021","Analysis","Office of Rail and Road","10","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","United Kingdom Statistics Authority","435","[c]","31420","29540"
"New entrant CS","2021","Analysis","Water Services Regulation Authority","5","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Cabinet Office","240","[c]","75170","71000"
"New entrant CS","2021","Commercial","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Department for Business, Energy and Industrial Strategy","15","[c]","40220","37420"
"New entrant CS","2021","Commercial","Department for Digital, Culture, Media and Sport","10","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Department for Education","20","[c]","31470","29360"
"New entrant CS","2021","Commercial","Department for Environment, Food and Rural Affairs","20","[c]","33340","35900"
"New entrant CS","2021","Commercial","Department for International Trade","5","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Department for Transport","15","[c]","28210","23860"
"New entrant CS","2021","Commercial","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Department of Health and Social Care","80","[c]","45390","40650"
"New entrant CS","2021","Commercial","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","HM Revenue and Customs","10","[c]","39110","38630"
"New entrant CS","2021","Commercial","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Ministry of Defence","170","[c]","31410","26670"
"New entrant CS","2021","Commercial","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Ministry of Justice","50","[c]","33150","31970"
"New entrant CS","2021","Commercial","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Other Cabinet Office Agencies","55","[c]","31800","30000"
"New entrant CS","2021","Commercial","Scottish Government","5","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","UK Export Finance","45","[c]","49180","47000"
"New entrant CS","2021","Commercial","United Kingdom Statistics Authority","10","[c]","44750","49100"
"New entrant CS","2021","Communications","Attorney General's Departments","10","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Cabinet Office","90","[c]","35180","34550"
"New entrant CS","2021","Communications","Charity Commission","5","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Department for Business, Energy and Industrial Strategy","25","[c]","37340","38620"
"New entrant CS","2021","Communications","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Department for Education","55","[c]","31180","28500"
"New entrant CS","2021","Communications","Department for Environment, Food and Rural Affairs","40","[c]","32320","29270"
"New entrant CS","2021","Communications","Department for International Trade","10","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Department for Transport","40","[c]","37110","34710"
"New entrant CS","2021","Communications","Department of Health and Social Care","75","[c]","39500","32330"
"New entrant CS","2021","Communications","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","HM Revenue and Customs","755","[c]","26640","25560"
"New entrant CS","2021","Communications","HM Treasury","10","[c]","42360","38000"
"New entrant CS","2021","Communications","Ministry of Defence","60","[c]","29760","26180"
"New entrant CS","2021","Communications","Ministry of Housing, Communities and Local Government","35","[c]","38740","33210"
"New entrant CS","2021","Communications","Ministry of Justice","20","[c]","36800","32920"
"New entrant CS","2021","Communications","National Crime Agency","10","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Office for Standards in Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Office of Gas and Electricity Markets","5","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Scotland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Scottish Government","5","[c]","[c]","[c]"
"New entrant CS","2021","Communications","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","UK Export Finance","5","[c]","[c]","[c]"
"New entrant CS","2021","Communications","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","United Kingdom Statistics Authority","20","[c]","34700","30020"
"New entrant CS","2021","Communications","Wales Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Attorney General's Departments","15","[c]","35470","26090"
"New entrant CS","2021","Counter Fraud","Cabinet Office","25","[c]","34240","27500"
"New entrant CS","2021","Counter Fraud","Department for Business, Energy and Industrial Strategy","15","[c]","32890","31000"
"New entrant CS","2021","Counter Fraud","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Food Standards Agency","15","[c]","33820","32350"
"New entrant CS","2021","Counter Fraud","HM Revenue and Customs","125","[c]","28260","25560"
"New entrant CS","2021","Counter Fraud","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt","HM Revenue and Customs","970","[c]","20470","20140"
"New entrant CS","2021","Debt","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Attorney General's Departments","15","[c]","45670","40170"
