"Status","Year","Ethnicity","Function_of_post","Region_london","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Undeclared","No function","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","No function","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","No function","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","No function","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","No function","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Project Delivery","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Project Delivery","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Project Delivery","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Project Delivery","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Project Delivery","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Project Delivery","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Project Delivery","Outside London","Undeclared","35","[c]","39480","39510"
"Leaver CS","2021","Undeclared","Project Delivery","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Project Delivery","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Project Delivery","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Project Delivery","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Project Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Property","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Property","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Property","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Property","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Property","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Property","Outside London","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Property","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Property","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Property","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Property","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Property","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Property","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Security","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Security","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Security","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Security","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Security","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Security","Outside London","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Security","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Security","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Security","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Security","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Security","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","London","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","London","Undeclared","40","[c]","40030","37510"
"Leaver CS","2021","Undeclared","Unknown","London","Unknown","70","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","Outside London","Heterosexual / straight","30","[c]","27300","25890"
"Leaver CS","2021","Undeclared","Unknown","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","Outside London","Undeclared","145","[c]","28340","26670"
"Leaver CS","2021","Undeclared","Unknown","Outside London","Unknown","370","[c]","27140","26510"
"Leaver CS","2021","Undeclared","Unknown","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Analysis","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Analysis","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Analysis","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Analysis","London","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Analysis","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Analysis","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Analysis","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Commercial","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Commercial","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Commercial","London","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Commercial","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Commercial","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Commercial","Outside London","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Commercial","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Commercial","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Commercial","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Commercial","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Commercial","Unknown","Unknown","40","[c]","88350","81340"
"Leaver CS","2021","Unknown","Communications","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Communications","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Communications","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Communications","London","Unknown","45","[c]","39010","38540"
"Leaver CS","2021","Unknown","Communications","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Communications","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Communications","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Communications","Outside London","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Communications","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Communications","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Counter Fraud","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Counter Fraud","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Counter Fraud","London","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Counter Fraud","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Counter Fraud","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Counter Fraud","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Debt","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Debt","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Debt","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Debt","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Digital, Data & Technology","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Digital, Data & Technology","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Digital, Data & Technology","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Digital, Data & Technology","London","Unknown","40","[c]","44030","42120"
"Leaver CS","2021","Unknown","Digital, Data & Technology","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Digital, Data & Technology","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Digital, Data & Technology","Outside London","Unknown","80","[c]","40010","37300"
"Leaver CS","2021","Unknown","Digital, Data & Technology","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Digital, Data & Technology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Digital, Data & Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Finance","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Finance","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Finance","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Finance","London","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Finance","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Finance","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Finance","Outside London","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Grants Management","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Grants Management","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Grants Management","Outside London","Unknown","90","[c]","24950","21050"
"Leaver CS","2021","Unknown","Human Resources","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Human Resources","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Human Resources","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Human Resources","London","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Human Resources","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Human Resources","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Human Resources","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Human Resources","Outside London","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Human Resources","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Human Resources","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Human Resources","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Human Resources","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Internal Audit","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Internal Audit","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Internal Audit","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Internal Audit","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Internal Audit","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Legal","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Legal","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Legal","London","Unknown","40","[c]","48250","35020"
"Leaver CS","2021","Unknown","Legal","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Legal","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Legal","Outside London","Undeclared","105","[c]","27920","22820"
"Leaver CS","2021","Unknown","Legal","Outside London","Unknown","55","[c]","44700","52350"
"Leaver CS","2021","Unknown","No function","London","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","No function","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","No function","London","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","No function","London","Unknown","515","[c]","37090","30850"
"Leaver CS","2021","Unknown","No function","Outside London","Heterosexual / straight","105","[c]","30460","22350"
"Leaver CS","2021","Unknown","No function","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","No function","Outside London","Undeclared","45","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","No function","Outside London","Unknown","1555","[c]","26000","21590"
"Leaver CS","2021","Unknown","No function","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","No function","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","No function","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","No function","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","No function","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","No function","Unknown","Unknown","45","[c]","30770","28000"
"Leaver CS","2021","Unknown","Project Delivery","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Project Delivery","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Project Delivery","London","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Project Delivery","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Project Delivery","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Project Delivery","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Project Delivery","Outside London","Unknown","100","[c]","30060","26940"
"Leaver CS","2021","Unknown","Project Delivery","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Project Delivery","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Project Delivery","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Project Delivery","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Project Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Property","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Property","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Property","London","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Property","Outside London","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Property","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Property","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Property","Outside London","Unknown","125","[c]","25920","24470"
"Leaver CS","2021","Unknown","Property","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Property","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Property","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Property","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Security","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Security","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Security","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Security","London","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Security","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Security","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Security","Outside London","Unknown","80","[c]","27040","25610"
"Leaver CS","2021","Unknown","Security","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Security","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Security","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Security","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Security","Unknown","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","London","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","London","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","London","Unknown","555","[c]","34900","31060"
"Leaver CS","2021","Unknown","Unknown","Outside London","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Outside London","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Outside London","Unknown","1990","[c]","29320","27570"
"Leaver CS","2021","Unknown","Unknown","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Overseas","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Unknown","Unknown","525","[c]","34340","32060"
"Leaver CS","2021","White","Analysis","London","Heterosexual / straight","60","[c]","41240","30890"
"Leaver CS","2021","White","Analysis","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Analysis","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Analysis","London","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","White","Analysis","Outside London","Heterosexual / straight","50","[c]","36320","32660"
"Leaver CS","2021","White","Analysis","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Analysis","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Analysis","Outside London","Unknown","30","[c]","32650","29750"
"Leaver CS","2021","White","Commercial","London","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2021","White","Commercial","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Commercial","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Commercial","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Commercial","Outside London","Heterosexual / straight","105","[c]","36480","34090"
"Leaver CS","2021","White","Commercial","Outside London","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2021","White","Commercial","Outside London","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","White","Commercial","Outside London","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","White","Commercial","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Commercial","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Commercial","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Commercial","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Commercial","Unknown","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","White","Commercial","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Commercial","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Communications","London","Heterosexual / straight","60","[c]","39710","33390"
"Leaver CS","2021","White","Communications","London","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2021","White","Communications","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Communications","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Communications","Outside London","Heterosexual / straight","45","[c]","33180","29200"
"Leaver CS","2021","White","Communications","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Communications","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Communications","Outside London","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","White","Communications","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Communications","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Communications","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Counter Fraud","London","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","White","Counter Fraud","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Counter Fraud","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Counter Fraud","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Counter Fraud","Outside London","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","White","Counter Fraud","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Counter Fraud","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Counter Fraud","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Debt","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Debt","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Debt","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Debt","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Debt","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Debt","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Debt","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Debt","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Digital, Data & Technology","London","Heterosexual / straight","60","[c]","52070","52240"
"Leaver CS","2021","White","Digital, Data & Technology","London","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2021","White","Digital, Data & Technology","London","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","White","Digital, Data & Technology","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Digital, Data & Technology","Outside London","Heterosexual / straight","105","[c]","38580","35210"
"Leaver CS","2021","White","Digital, Data & Technology","Outside London","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2021","White","Digital, Data & Technology","Outside London","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2021","White","Digital, Data & Technology","Outside London","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","White","Digital, Data & Technology","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Digital, Data & Technology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Digital, Data & Technology","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Digital, Data & Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Finance","London","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2021","White","Finance","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Finance","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Finance","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Finance","Outside London","Heterosexual / straight","100","[c]","37430","33660"
"Leaver CS","2021","White","Finance","Outside London","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2021","White","Finance","Outside London","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2021","White","Finance","Outside London","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","White","Grants Management","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Grants Management","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Grants Management","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Grants Management","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Human Resources","London","Heterosexual / straight","50","[c]","53640","49050"
"Leaver CS","2021","White","Human Resources","London","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2021","White","Human Resources","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Human Resources","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Human Resources","Outside London","Heterosexual / straight","135","[c]","32770","27820"
"Leaver CS","2021","White","Human Resources","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Human Resources","Outside London","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2021","White","Human Resources","Outside London","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","White","Human Resources","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Human Resources","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Human Resources","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Human Resources","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Human Resources","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Human Resources","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Human Resources","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Internal Audit","London","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","White","Internal Audit","London","LGBO","[c]","[c]","[c]","[c]"
