"Status","Year","Region_ITL1","Region_ITL2","Region_ITL3","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","Outside London","15","[c]","30730","27570"
"Leaver Dept.","2021","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","North and North East Lincolnshire","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","North Yorkshire","North Yorkshire CC","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","North Yorkshire","York","Outside London","95","[c]","36610","32860"
"Leaver Dept.","2021","Yorkshire and The Humber","South Yorkshire","Barnsley, Doncaster and Rotherham","Outside London","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","South Yorkshire","Sheffield","Outside London","140","[c]","34670","31990"
"Leaver Dept.","2021","Yorkshire and The Humber","West Yorkshire","Bradford","Outside London","45","[c]","24280","27570"
"Leaver Dept.","2021","Yorkshire and The Humber","West Yorkshire","Calderdale and Kirklees","Outside London","15","[c]","25660","27570"
"Leaver Dept.","2021","Yorkshire and The Humber","West Yorkshire","Leeds","Outside London","265","[c]","33780","30600"
"Leaver Dept.","2021","Yorkshire and The Humber","West Yorkshire","Wakefield","Outside London","15","[c]","30510","29390"
"New entrant CS","2021","East Midlands (England)","Derbyshire and Nottinghamshire","Derby","Outside London","140","[c]","25810","27570"
"New entrant CS","2021","East Midlands (England)","Derbyshire and Nottinghamshire","East Derbyshire","Outside London","55","[c]","26690","27570"
"New entrant CS","2021","East Midlands (England)","Derbyshire and Nottinghamshire","North Nottinghamshire","Outside London","110","[c]","24150","22920"
"New entrant CS","2021","East Midlands (England)","Derbyshire and Nottinghamshire","Nottingham","Outside London","845","[c]","28280","25560"
"New entrant CS","2021","East Midlands (England)","Derbyshire and Nottinghamshire","South and West Derbyshire","Outside London","105","[c]","24950","26370"
"New entrant CS","2021","East Midlands (England)","Derbyshire and Nottinghamshire","South Nottinghamshire","Outside London","55","[c]","26500","22850"
"New entrant CS","2021","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Leicester","Outside London","405","[c]","24080","22350"
"New entrant CS","2021","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Leicestershire CC and Rutland","Outside London","195","[c]","25360","22850"
"New entrant CS","2021","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","North Northamptonshire","Outside London","110","[c]","27230","27570"
"New entrant CS","2021","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","West Northamptonshire","Outside London","170","[c]","23200","22850"
"New entrant CS","2021","East Midlands (England)","Lincolnshire","Lincolnshire","Outside London","285","[c]","26800","25790"
"New entrant CS","2021","East of England","Bedfordshire and Hertfordshire","Bedford","Outside London","160","[c]","25420","27570"
"New entrant CS","2021","East of England","Bedfordshire and Hertfordshire","Central Bedfordshire","Outside London","35","[c]","25310","26350"
"New entrant CS","2021","East of England","Bedfordshire and Hertfordshire","Hertfordshire","Outside London","500","[c]","28290","29290"
"New entrant CS","2021","East of England","Bedfordshire and Hertfordshire","Luton","Outside London","125","[c]","24430","27570"
"New entrant CS","2021","East of England","East Anglia","Breckland and South Norfolk","Outside London","60","[c]","23390","22850"
"New entrant CS","2021","East of England","East Anglia","Cambridgeshire CC","Outside London","385","[c]","30070","27340"
"New entrant CS","2021","East of England","East Anglia","North and West Norfolk","Outside London","90","[c]","25060","24230"
"New entrant CS","2021","East of England","East Anglia","Norwich and East Norfolk","Outside London","235","[c]","25960","23750"
"New entrant CS","2021","East of England","East Anglia","Peterborough","Outside London","145","[c]","26130","27570"
"New entrant CS","2021","East of England","East Anglia","Suffolk","Outside London","490","[c]","25220","25980"
"New entrant CS","2021","East of England","Essex","Essex Haven Gateway","Outside London","125","[c]","29050","29290"
"New entrant CS","2021","East of England","Essex","Essex Thames Gateway","Outside London","165","[c]","25940","24180"
"New entrant CS","2021","East of England","Essex","Heart of Essex","Outside London","230","[c]","27650","27700"
"New entrant CS","2021","East of England","Essex","Southend-on-Sea","Outside London","120","[c]","29080","29290"
"New entrant CS","2021","East of England","Essex","Thurrock","Outside London","50","[c]","23390","21430"
"New entrant CS","2021","East of England","Essex","West Essex","Outside London","105","[c]","28730","29290"
"New entrant CS","2021","London","Inner London - East","Hackney and Newham","London","370","[c]","29870","31060"
"New entrant CS","2021","London","Inner London - East","Haringey and Islington","London","415","[c]","28220","31030"
"New entrant CS","2021","London","Inner London - East","Lambeth","London","1260","[c]","37110","32330"
"New entrant CS","2021","London","Inner London - East","Lewisham and Southwark","London","305","[c]","31070","31060"
"New entrant CS","2021","London","Inner London - East","Tower Hamlets","London","980","[c]","39690","33960"
"New entrant CS","2021","London","Inner London - West","Camden and City of London","London","340","[c]","30690","24090"
"New entrant CS","2021","London","Inner London - West","Kensington & Chelsea and Hammersmith & Fulham","London","205","[c]","29300","31060"
"New entrant CS","2021","London","Inner London - West","Wandsworth","London","180","[c]","28290","30220"
"New entrant CS","2021","London","Inner London - West","Westminster","London","7615","[c]","38390","33570"
"New entrant CS","2021","London","Outer London - East and North East","Barking & Dagenham and Havering","London","170","[c]","29510","31060"
"New entrant CS","2021","London","Outer London - East and North East","Bexley and Greenwich","London","330","[c]","28860","30150"
"New entrant CS","2021","London","Outer London - East and North East","Enfield","London","135","[c]","30070","31060"
"New entrant CS","2021","London","Outer London - East and North East","Redbridge and Waltham Forest","London","295","[c]","28500","31060"
"New entrant CS","2021","London","Outer London - South","Bromley","London","110","[c]","28020","31060"
"New entrant CS","2021","London","Outer London - South","Croydon","London","755","[c]","34700","30120"
"New entrant CS","2021","London","Outer London - South","Merton, Kingston upon Thames and Sutton","London","205","[c]","29830","31060"
"New entrant CS","2021","London","Outer London - West and North West","Barnet","London","390","[c]","32700","31060"
"New entrant CS","2021","London","Outer London - West and North West","Brent","London","155","[c]","29420","31060"
"New entrant CS","2021","London","Outer London - West and North West","Ealing","London","160","[c]","30260","31060"
"New entrant CS","2021","London","Outer London - West and North West","Harrow and Hillingdon","London","360","[c]","29350","31060"
"New entrant CS","2021","London","Outer London - West and North West","Hounslow and Richmond upon Thames","London","370","[c]","29070","30720"
"New entrant CS","2021","North East (England)","Northumberland and Tyne and Wear","Northumberland","Outside London","40","[c]","25780","27570"
"New entrant CS","2021","North East (England)","Northumberland and Tyne and Wear","Sunderland","Outside London","340","[c]","24570","25560"
"New entrant CS","2021","North East (England)","Northumberland and Tyne and Wear","Tyneside","Outside London","2180","[c]","24880","21010"
"New entrant CS","2021","North East (England)","Tees Valley and Durham","Darlington","Outside London","75","[c]","29410","25000"
"New entrant CS","2021","North East (England)","Tees Valley and Durham","Durham CC","Outside London","405","[c]","23030","21010"
"New entrant CS","2021","North East (England)","Tees Valley and Durham","Hartlepool and Stockton-on-Tees","Outside London","115","[c]","23250","22850"
"New entrant CS","2021","North East (England)","Tees Valley and Durham","South Teesside","Outside London","110","[c]","22310","21010"
"New entrant CS","2021","North West (England)","Cheshire","Cheshire East","Outside London","90","[c]","25940","22850"
"New entrant CS","2021","North West (England)","Cheshire","Cheshire West and Chester","Outside London","130","[c]","22310","21010"
"New entrant CS","2021","North West (England)","Cheshire","Warrington","Outside London","450","[c]","29780","27570"
"New entrant CS","2021","North West (England)","Cumbria","East Cumbria","Outside London","60","[c]","26600","21050"
"New entrant CS","2021","North West (England)","Cumbria","West Cumbria","Outside London","85","[c]","29360","24620"
"New entrant CS","2021","North West (England)","Greater Manchester","Greater Manchester North East","Outside London","250","[c]","26360","27570"
"New entrant CS","2021","North West (England)","Greater Manchester","Greater Manchester North West","Outside London","190","[c]","23320","21010"
"New entrant CS","2021","North West (England)","Greater Manchester","Greater Manchester South East","Outside London","230","[c]","22740","21010"
"New entrant CS","2021","North West (England)","Greater Manchester","Greater Manchester South West","Outside London","790","[c]","26530","24880"
"New entrant CS","2021","North West (England)","Greater Manchester","Manchester","Outside London","1215","[c]","30930","27570"
"New entrant CS","2021","North West (England)","Lancashire","Blackburn with Darwen","Outside London","25","[c]","24890","27570"
"New entrant CS","2021","North West (England)","Lancashire","Blackpool","Outside London","690","[c]","23000","21010"
"New entrant CS","2021","North West (England)","Lancashire","Chorley and West Lancashire","Outside London","105","[c]","25330","24120"
"New entrant CS","2021","North West (England)","Lancashire","East Lancashire","Outside London","45","[c]","23830","26130"
"New entrant CS","2021","North West (England)","Lancashire","Lancaster and Wyre","Outside London","175","[c]","23040","21010"
"New entrant CS","2021","North West (England)","Lancashire","Mid Lancashire","Outside London","250","[c]","24460","22350"
"New entrant CS","2021","North West (England)","Merseyside","East Merseyside","Outside London","135","[c]","26890","27570"
"New entrant CS","2021","North West (England)","Merseyside","Liverpool","Outside London","590","[c]","26430","21430"
"New entrant CS","2021","North West (England)","Merseyside","Sefton","Outside London","375","[c]","26560","24880"
"New entrant CS","2021","North West (England)","Merseyside","Wirral","Outside London","145","[c]","23350","22350"
"New entrant CS","2021","Northern Ireland","Northern Ireland","Antrim and Newtownabbey","Outside London","15","[c]","21140","19560"
"New entrant CS","2021","Northern Ireland","Northern Ireland","Ards and North Down","Outside London","10","[c]","27160","21080"
"New entrant CS","2021","Northern Ireland","Northern Ireland","Belfast","Outside London","315","[c]","24170","20140"
"New entrant CS","2021","Northern Ireland","Northern Ireland","Causeway Coast and Glens","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Northern Ireland","Fermanagh and Omagh","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Northern Ireland","Lisburn and Castlereagh","Outside London","15","[c]","26010","24880"
"New entrant CS","2021","Northern Ireland","Northern Ireland","Newry, Mourne and Down","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Overseas","Overseas","Overseas","Overseas","40","[c]","37810","33000"
"New entrant CS","2021","Scotland","Eastern Scotland","Angus and Dundee City","Outside London","140","[c]","25250","21010"
"New entrant CS","2021","Scotland","Eastern Scotland","City of Edinburgh","Outside London","1500","[c]","30580","26160"
"New entrant CS","2021","Scotland","Eastern Scotland","Clackmannanshire and Fife","Outside London","95","[c]","26190","26350"
"New entrant CS","2021","Scotland","Eastern Scotland","East Lothian and Midlothian","Outside London","10","[c]","27570","27570"
"New entrant CS","2021","Scotland","Eastern Scotland","Falkirk","Outside London","155","[c]","22430","21010"
"New entrant CS","2021","Scotland","Eastern Scotland","Perth and Kinross and Stirling","Outside London","120","[c]","25960","25980"
"New entrant CS","2021","Scotland","Eastern Scotland","West Lothian","Outside London","65","[c]","23050","21010"
"New entrant CS","2021","Scotland","Highlands and Islands","Caithness and Sutherland and Ross and Cromarty","Outside London","20","[c]","24130","25140"
"New entrant CS","2021","Scotland","Highlands and Islands","Inverness and Nairn and Moray, Badenoch and Strathspey","Outside London","130","[c]","25610","21030"
"New entrant CS","2021","Scotland","Highlands and Islands","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","Outside London","25","[c]","23220","21710"
"New entrant CS","2021","Scotland","Highlands and Islands","Na h-Eileanan Siar","Outside London","10","[c]","24990","21010"
"New entrant CS","2021","Scotland","Highlands and Islands","Orkney Islands","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Highlands and Islands","Shetland Islands","Outside London","15","[c]","26040","26160"
"New entrant CS","2021","Scotland","North Eastern Scotland","Aberdeen City and Aberdeenshire","Outside London","190","[c]","28000","27570"
"New entrant CS","2021","Scotland","Southern Scotland","Dumfries and Galloway","Outside London","50","[c]","24390","25140"
"New entrant CS","2021","Scotland","Southern Scotland","East Ayrshire and North Ayrshire mainland","Outside London","70","[c]","23940","23230"
"New entrant CS","2021","Scotland","Southern Scotland","Scottish Borders","Outside London","40","[c]","29960","27570"
"New entrant CS","2021","Scotland","Southern Scotland","South Ayrshire","Outside London","80","[c]","26550","27570"
"New entrant CS","2021","Scotland","Southern Scotland","South Lanarkshire","Outside London","235","[c]","21360","20140"
"New entrant CS","2021","Scotland","West Central Scotland","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Outside London","145","[c]","26650","23540"
"New entrant CS","2021","Scotland","West Central Scotland","Glasgow City","Outside London","1195","[c]","27480","23450"
"New entrant CS","2021","Scotland","West Central Scotland","Inverclyde, East Renfrewshire and Renfrewshire","Outside London","65","[c]","27800","26160"
"New entrant CS","2021","Scotland","West Central Scotland","North Lanarkshire","Outside London","125","[c]","23640","20760"
"New entrant CS","2021","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","Outside London","475","[c]","30380","29290"
"New entrant CS","2021","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire CC","Outside London","260","[c]","28880","27570"
"New entrant CS","2021","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","Outside London","150","[c]","25160","27570"
"New entrant CS","2021","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire","Outside London","370","[c]","27840","27570"
"New entrant CS","2021","South East (England)","Hampshire and Isle of Wight","Central Hampshire","Outside London","380","[c]","28880","26350"
"New entrant CS","2021","South East (England)","Hampshire and Isle of Wight","Isle of Wight","Outside London","90","[c]","24300","24120"
"New entrant CS","2021","South East (England)","Hampshire and Isle of Wight","North Hampshire","Outside London","160","[c]","28280","27120"
"New entrant CS","2021","South East (England)","Hampshire and Isle of Wight","Portsmouth","Outside London","440","[c]","28200","25190"
"New entrant CS","2021","South East (England)","Hampshire and Isle of Wight","South Hampshire","Outside London","575","[c]","29020","28290"
"New entrant CS","2021","South East (England)","Hampshire and Isle of Wight","Southampton","Outside London","225","[c]","30260","27570"
"New entrant CS","2021","South East (England)","Kent","East Kent","Outside London","510","[c]","25970","24880"
"New entrant CS","2021","South East (England)","Kent","Kent Thames Gateway","Outside London","270","[c]","26740","27850"
"New entrant CS","2021","South East (England)","Kent","Medway","Outside London","175","[c]","26750","27850"
"New entrant CS","2021","South East (England)","Kent","Mid Kent","Outside London","140","[c]","28610","29290"
"New entrant CS","2021","South East (England)","Kent","West Kent","Outside London","50","[c]","28870","29290"
"New entrant CS","2021","South East (England)","Surrey, East and West Sussex","Brighton and Hove","Outside London","150","[c]","25810","27570"
"New entrant CS","2021","South East (England)","Surrey, East and West Sussex","East Surrey","Outside London","160","[c]","28160","29290"
"New entrant CS","2021","South East (England)","Surrey, East and West Sussex","East Sussex CC","Outside London","340","[c]","24040","22920"
"New entrant CS","2021","South East (England)","Surrey, East and West Sussex","West Surrey","Outside London","380","[c]","28870","27960"
"New entrant CS","2021","South East (England)","Surrey, East and West Sussex","West Sussex (North East)","Outside London","190","[c]","27700","27570"
"New entrant CS","2021","South East (England)","Surrey, East and West Sussex","West Sussex (South West)","Outside London","130","[c]","27830","27570"
"New entrant CS","2021","South West (England)","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","Outside London","180","[c]","27020","27570"
"New entrant CS","2021","South West (England)","Devon","Devon CC","Outside London","690","[c]","26140","22850"
"New entrant CS","2021","South West (England)","Devon","Plymouth","Outside London","335","[c]","26640","22350"
"New entrant CS","2021","South West (England)","Devon","Torbay","Outside London","40","[c]","25160","27570"
"New entrant CS","2021","South West (England)","Dorset and Somerset","Bournemouth and Poole","Outside London","110","[c]","25610","27570"
"New entrant CS","2021","South West (England)","Dorset and Somerset","Dorset CC","Outside London","195","[c]","25160","22850"
"New entrant CS","2021","South West (England)","Dorset and Somerset","Somerset","Outside London","215","[c]","26020","22920"
"New entrant CS","2021","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","1140","[c]","31780","27570"
"New entrant CS","2021","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","Outside London","880","[c]","30290","27570"
"New entrant CS","2021","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Gloucestershire","Outside London","180","[c]","26130","27570"
"New entrant CS","2021","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Swindon","Outside London","100","[c]","26920","27570"
"New entrant CS","2021","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","Outside London","905","[c]","29820","26670"
"New entrant CS","2021","Unknown","Unknown","Unknown","Unknown","895","[c]","32720","27570"
"New entrant CS","2021","Wales","East Wales","Cardiff and Vale of Glamorgan","Outside London","900","[c]","25690","21010"
"New entrant CS","2021","Wales","East Wales","Flintshire and Wrexham","Outside London","185","[c]","23280","22850"
"New entrant CS","2021","Wales","East Wales","Monmouthshire and Newport","Outside London","815","[c]","28900","27570"
"New entrant CS","2021","Wales","East Wales","Powys","Outside London","35","[c]","23160","21010"
"New entrant CS","2021","Wales","West Wales and The Valleys","Bridgend and Neath Port Talbot","Outside London","75","[c]","25510","24240"
"New entrant CS","2021","Wales","West Wales and The Valleys","Central Valleys","Outside London","95","[c]","24690","22920"
"New entrant CS","2021","Wales","West Wales and The Valleys","Conwy and Denbighshire","Outside London","25","[c]","24850","21010"
"New entrant CS","2021","Wales","West Wales and The Valleys","Gwent Valleys","Outside London","75","[c]","25540","27570"
"New entrant CS","2021","Wales","West Wales and The Valleys","Gwynedd","Outside London","65","[c]","21400","21010"
"New entrant CS","2021","Wales","West Wales and The Valleys","Isle of Anglesey","Outside London","15","[c]","26050","21430"
"New entrant CS","2021","Wales","West Wales and The Valleys","South West Wales","Outside London","105","[c]","23560","21050"
"New entrant CS","2021","Wales","West Wales and The Valleys","Swansea","Outside London","560","[c]","24120","21590"
"New entrant CS","2021","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Herefordshire, County of","Outside London","55","[c]","27820","26970"
"New entrant CS","2021","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Warwickshire","Outside London","105","[c]","24680","22920"
"New entrant CS","2021","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Worcestershire","Outside London","245","[c]","25480","22850"
"New entrant CS","2021","West Midlands (England)","Shropshire and Staffordshire","Shropshire CC","Outside London","110","[c]","26810","27570"
"New entrant CS","2021","West Midlands (England)","Shropshire and Staffordshire","Staffordshire CC","Outside London","475","[c]","24660","23700"
"New entrant CS","2021","West Midlands (England)","Shropshire and Staffordshire","Stoke-on-Trent","Outside London","280","[c]","22060","18880"
"New entrant CS","2021","West Midlands (England)","Shropshire and Staffordshire","Telford and Wrekin","Outside London","185","[c]","32610","27570"
"New entrant CS","2021","West Midlands (England)","West Midlands","Birmingham","Outside London","1325","[c]","29180","25560"
"New entrant CS","2021","West Midlands (England)","West Midlands","Coventry","Outside London","345","[c]","31580","27570"
"New entrant CS","2021","West Midlands (England)","West Midlands","Dudley","Outside London","110","[c]","24580","27570"
"New entrant CS","2021","West Midlands (England)","West Midlands","Sandwell","Outside London","45","[c]","23070","21010"
"New entrant CS","2021","West Midlands (England)","West Midlands","Solihull","Outside London","55","[c]","27790","27570"
"New entrant CS","2021","West Midlands (England)","West Midlands","Walsall","Outside London","45","[c]","24280","22920"
"New entrant CS","2021","West Midlands (England)","West Midlands","Wolverhampton","Outside London","75","[c]","24160","22920"
"New entrant CS","2021","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","Outside London","180","[c]","24390","22850"
"New entrant CS","2021","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","Outside London","175","[c]","25590","24880"
"New entrant CS","2021","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","North and North East Lincolnshire","Outside London","85","[c]","23020","21430"
"New entrant CS","2021","Yorkshire and The Humber","North Yorkshire","North Yorkshire CC","Outside London","205","[c]","28000","27570"
"New entrant CS","2021","Yorkshire and The Humber","North Yorkshire","York","Outside London","350","[c]","30530","26750"
"New entrant CS","2021","Yorkshire and The Humber","South Yorkshire","Barnsley, Doncaster and Rotherham","Outside London","295","[c]","23670","22850"
"New entrant CS","2021","Yorkshire and The Humber","South Yorkshire","Sheffield","Outside London","735","[c]","28450","25000"
"New entrant CS","2021","Yorkshire and The Humber","West Yorkshire","Bradford","Outside London","270","[c]","25270","25560"
"New entrant CS","2021","Yorkshire and The Humber","West Yorkshire","Calderdale and Kirklees","Outside London","135","[c]","26330","27570"
"New entrant CS","2021","Yorkshire and The Humber","West Yorkshire","Leeds","Outside London","1885","[c]","28790","27570"
"New entrant CS","2021","Yorkshire and The Humber","West Yorkshire","Wakefield","Outside London","195","[c]","26040","27570"
"Notes","Summary figures are suppressed when information relates to less than 5 civil servants for FTE or Headcount, and less than 10 civil servants for median and mean salary (shown as [c]). Zero responses and salaries for less than 30 civil servants have been suppressed for GPDR special category data. FTE figures are not shown for entrants or leavers due to data quality concerns for these groups. Figures are rounded to the nearest 5, or £10 as appropriate.","","","","","","","",""
"Data source","All figures are aggregated from the Cabinet Office Annual Civil Service Employment Survey collection. https://www.gov.uk/government/collections/civil-service-statistics","","","","","","","",""
"Version","Generated on 2023-02-16, with GIT 71a76ea.","","","","","","","",""
"Data column","Description","","","","","","","",""
"Status","Employment status of the civil servants.","","","","","","","",""
"","In post - includes staff that were in post on the reference date (31 March).","","","","","","","",""
"","New entrant CS - includes new entrants to the Civil Service over the year (1 April to 31 March).","","","","","","","",""
"","Leaver CS - includes leavers from the Civil Service over the year (1 April to 31 March). This includes employees who have an Unknown leaving cause.","","","","","","","",""
"","Leaver Dept. - includes leavers from the department over the year (1 April to 31 March), who did not leave the Civil Service.","","","","","","","",""
"","Five organisations do not report when their employees first entered the Civil Service and so entrants data for these organisations is not available . These are as follows: Foreign Commonwealth and Development Office (excl. agencies), Foreign Commonwealth and Development Office Services, Defence Electronics and Components Agency, Scottish Forestry and Forest and Land Scotland. A further three organisations also could not provide entrants data in 2021. These are as follows: Department for International Development, Foreign and Commonwealth Office (excl. agencies) and Royal Fleet Auxiliary.","","","","","","","",""
"Year","Year of data collection (as at 31 March).","","","","","","","",""
"Region_london","Workplace postcode data are used to derive geographical information using the International Territorial Level (ITL) classification standard.","","","","","","","",""
"","Region_london groups the ITL classifications into ""London"", ""Outside London"": all UK regions excluding London, ""Overseas"", and ""Unknown"".","","","","","","","",""
"Region_ITL1","Workplace postcode data are used to derive geographical information using the International Territorial Level (ITL) classification standard.","","","","","","","",""
"","Following the UK's withdrawal from the EU, a new UK-managed international statistical geography - International Territorial Levels (ITL) - was introduced from 1st January 2021, replacing the former NUTS classification. They align with international standards, enabling comparability both over time and internationally. To ensure continued alignment, the ITLs mirror the NUTS system. They also follow a similar review timetable - every three years.","","","","","","","",""
"","ITL 1 divides into Wales, Scotland, Northern Ireland, and the 9 statistical regions of England.","","","","","","","",""
"Region_ITL2","Workplace postcode data are used to derive geographical information using the International Territorial Level (ITL) classification standard.","","","","","","","",""
"","Following the UK's withdrawal from the EU, a new UK-managed international statistical geography - International Territorial Levels (ITL) - was introduced from 1st January 2021, replacing the former NUTS classification. They align with international standards, enabling comparability both over time and internationally. To ensure continued alignment, the ITLs mirror the NUTS system. They also follow a similar review timetable - every three years.","","","","","","","",""
"","ITL 2 divides into Northern Ireland, counties in England (most grouped), groups of districts in Greater London, groups of unitary authorities in Wales, groups of council areas in Scotland.","","","","","","","",""
"Region_ITL3","Workplace postcode data are used to derive geographical information using the International Territorial Level (ITL) classification standard.","","","","","","","",""
"","Following the UK's withdrawal from the EU, a new UK-managed international statistical geography - International Territorial Levels (ITL) - was introduced from 1st January 2021, replacing the former NUTS classification. They align with international standards, enabling comparability both over time and internationally. To ensure continued alignment, the ITLs mirror the NUTS system. They also follow a similar review timetable - every three years.","","","","","","","",""
"","ITL 3 divides into counties, unitary authorities, or districts in England (some grouped), groups of unitary authorities in Wales, groups of council areas in Scotland, groups of districts in Northern Ireland.","","","","","","","",""
"Headcount","Total number of civil servants (rounded to nearest 5).","","","","","","","",""
"FTE","Total full-time equivalent (FTE) employment numbers (rounded to nearest 5).","","","","","","","",""
"","FTE figures are not shown for entrants or leavers due to data quality concerns for these groups.","","","","","","","",""
"Mean_salary","Average salary (mean, rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","","","",""
"Median_salary","Median salary (rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","","","",""
