"Status","Year","Profession_of_post","Responsibility_level_grouped","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Unknown","AA/AO","AO","Unknown","3125","[c]","21220","21010"
"Leaver CS","2021","Unknown","EO","EO","Heterosexual / straight","1115","[c]","27730","27570"
"Leaver CS","2021","Unknown","EO","EO","LGBO","75","[c]","27490","27570"
"Leaver CS","2021","Unknown","EO","EO","Undeclared","160","[c]","27690","27570"
"Leaver CS","2021","Unknown","EO","EO","Unknown","2165","[c]","28220","27570"
"Leaver CS","2021","Unknown","G6/G7","G6","Heterosexual / straight","80","[c]","70640","69160"
"Leaver CS","2021","Unknown","G6/G7","G6","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","G6/G7","G6","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","G6/G7","G6","Unknown","205","[c]","72230","71450"
"Leaver CS","2021","Unknown","G6/G7","G7","Heterosexual / straight","145","[c]","55260","55000"
"Leaver CS","2021","Unknown","G6/G7","G7","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","G6/G7","G7","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","G6/G7","G7","Unknown","395","[c]","55290","54760"
"Leaver CS","2021","Unknown","SCS level","SCS level","Heterosexual / straight","50","[c]","96060","85210"
"Leaver CS","2021","Unknown","SCS level","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","SCS level","SCS level","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","SCS level","SCS level","Unknown","110","[c]","100030","89480"
"Leaver CS","2021","Unknown","SEO/HEO","HEO","Heterosexual / straight","335","[c]","33730","34290"
"Leaver CS","2021","Unknown","SEO/HEO","HEO","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","SEO/HEO","HEO","Undeclared","50","[c]","33780","33730"
"Leaver CS","2021","Unknown","SEO/HEO","HEO","Unknown","1035","[c]","32430","32430"
"Leaver CS","2021","Unknown","SEO/HEO","SEO","Heterosexual / straight","195","[c]","40970","40640"
"Leaver CS","2021","Unknown","SEO/HEO","SEO","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","SEO/HEO","SEO","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","SEO/HEO","SEO","Unknown","505","[c]","41080","40630"
"Leaver CS","2021","Unknown","Unknown","Unknown","Heterosexual / straight","45","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Unknown","Unknown","370","[c]","[c]","[c]"
"Leaver CS","2021","Veterinarian","G6/G7","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Veterinarian","G6/G7","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Veterinarian","G6/G7","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Veterinarian","G6/G7","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Veterinarian","G6/G7","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Veterinarian","G6/G7","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Veterinarian","SEO/HEO","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Veterinarian","SEO/HEO","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Veterinarian","SEO/HEO","SEO","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","AA/AO","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","AA/AO","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","AA/AO","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","AA/AO","AO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","AA/AO","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","AA/AO","AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","EO","EO","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","EO","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","EO","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","EO","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","G6/G7","G6","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","G6/G7","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","G6/G7","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","G6/G7","G7","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","G6/G7","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","G6/G7","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","G6/G7","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","SCS level","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","SCS level","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","SEO/HEO","HEO","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","SEO/HEO","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","SEO/HEO","HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","SEO/HEO","HEO","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","SEO/HEO","SEO","Heterosexual / straight","45","[c]","40020","40580"
"Leaver Dept.","2021","Commercial","SEO/HEO","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","SEO/HEO","SEO","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","SEO/HEO","SEO","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","AA/AO","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","AA/AO","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","AA/AO","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","EO","EO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","EO","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","EO","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","EO","EO","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","G6/G7","G6","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","G6/G7","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","G6/G7","G6","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","G6/G7","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","G6/G7","G7","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","G6/G7","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","G6/G7","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","G6/G7","G7","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","SCS level","SCS level","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","SCS level","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","SCS level","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","SCS level","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","SEO/HEO","HEO","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","SEO/HEO","HEO","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","SEO/HEO","HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","SEO/HEO","HEO","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","SEO/HEO","SEO","Heterosexual / straight","30","[c]","42650","42780"
"Leaver Dept.","2021","Communications","SEO/HEO","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","SEO/HEO","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","SEO/HEO","SEO","Unknown","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Corporate Finance","EO","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Corporate Finance","EO","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Corporate Finance","EO","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Corporate Finance","G6/G7","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Corporate Finance","G6/G7","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Corporate Finance","SEO/HEO","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Corporate Finance","SEO/HEO","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","EO","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","EO","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","G6/G7","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","G6/G7","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","G6/G7","G6","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","G6/G7","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","G6/G7","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","G6/G7","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","SCS level","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","SCS level","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","SEO/HEO","HEO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","SEO/HEO","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","SEO/HEO","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","SEO/HEO","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","SEO/HEO","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","SEO/HEO","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","AA/AO","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","AA/AO","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","AA/AO","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","EO","EO","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","EO","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","EO","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","EO","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","G6/G7","G6","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","G6/G7","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","G6/G7","G6","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","G6/G7","G7","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","G6/G7","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","G6/G7","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","G6/G7","G7","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","SCS level","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","SCS level","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","SCS level","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","SCS level","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","SEO/HEO","HEO","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","SEO/HEO","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","SEO/HEO","HEO","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","SEO/HEO","HEO","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","SEO/HEO","SEO","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","SEO/HEO","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","SEO/HEO","SEO","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","SEO/HEO","SEO","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","AA/AO","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","AA/AO","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","G6/G7","G6","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","G6/G7","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","G6/G7","G6","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","G6/G7","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","G6/G7","G7","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","G6/G7","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","G6/G7","G7","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","G6/G7","G7","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","SCS level","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","SCS level","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","SCS level","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","SEO/HEO","HEO","Heterosexual / straight","40","[c]","32670","32920"
"Leaver Dept.","2021","Economics","SEO/HEO","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","SEO/HEO","HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","SEO/HEO","HEO","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","SEO/HEO","SEO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","SEO/HEO","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","SEO/HEO","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","SEO/HEO","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","AA/AO","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","AA/AO","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","EO","EO","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","EO","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","EO","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","EO","EO","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","G6/G7","G6","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","G6/G7","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","G6/G7","G6","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","G6/G7","G6","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","G6/G7","G7","Heterosexual / straight","45","[c]","56130","53810"
"Leaver Dept.","2021","Finance","G6/G7","G7","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","G6/G7","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","G6/G7","G7","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","SCS level","SCS level","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","SCS level","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","SCS level","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","SCS level","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","SEO/HEO","HEO","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","SEO/HEO","HEO","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","SEO/HEO","HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","SEO/HEO","HEO","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","SEO/HEO","SEO","Heterosexual / straight","35","[c]","43210","43300"
"Leaver Dept.","2021","Finance","SEO/HEO","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","SEO/HEO","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","SEO/HEO","SEO","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","AA/AO","AO","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","AA/AO","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","AA/AO","AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","AA/AO","AO","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","EO","EO","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","EO","EO","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","EO","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","EO","EO","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","G6/G7","G6","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","G6/G7","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","G6/G7","G6","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","G6/G7","G7","Heterosexual / straight","40","[c]","56770","56210"
"Leaver Dept.","2021","Human Resources","G6/G7","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","G6/G7","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","G6/G7","G7","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","SCS level","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","SCS level","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","SCS level","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","SEO/HEO","HEO","Heterosexual / straight","70","[c]","31610","31180"
"Leaver Dept.","2021","Human Resources","SEO/HEO","HEO","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","SEO/HEO","HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","SEO/HEO","HEO","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","SEO/HEO","SEO","Heterosexual / straight","40","[c]","41630","40140"
"Leaver Dept.","2021","Human Resources","SEO/HEO","SEO","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","SEO/HEO","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","SEO/HEO","SEO","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inspector of Education and Training","G6/G7","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inspector of Education and Training","G6/G7","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Intelligence Analysis","EO","EO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Intelligence Analysis","EO","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Intelligence Analysis","EO","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Intelligence Analysis","G6/G7","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Intelligence Analysis","G6/G7","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Intelligence Analysis","G6/G7","G6","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Intelligence Analysis","G6/G7","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Intelligence Analysis","G6/G7","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Intelligence Analysis","G6/G7","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Intelligence Analysis","SEO/HEO","HEO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Intelligence Analysis","SEO/HEO","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Intelligence Analysis","SEO/HEO","HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Intelligence Analysis","SEO/HEO","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Intelligence Analysis","SEO/HEO","SEO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Intelligence Analysis","SEO/HEO","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Intelligence Analysis","SEO/HEO","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Intelligence Analysis","SEO/HEO","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","G6/G7","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","G6/G7","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","SCS level","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","SCS level","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","SEO/HEO","HEO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","SEO/HEO","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","SEO/HEO","HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","SEO/HEO","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","SEO/HEO","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","International Trade","EO","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","International Trade","EO","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","International Trade","EO","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","International Trade","G6/G7","G6","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2021","International Trade","G6/G7","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","International Trade","G6/G7","G6","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","International Trade","G6/G7","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","International Trade","G6/G7","G7","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver Dept.","2021","International Trade","G6/G7","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","International Trade","G6/G7","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","International Trade","G6/G7","G7","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2021","International Trade","SCS level","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","International Trade","SCS level","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","International Trade","SCS level","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","International Trade","SEO/HEO","HEO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2021","International Trade","SEO/HEO","HEO","LGBO","[c]","[c]","[c]","[c]"
