"Status","Year","Ethnicity","Organisation","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Black","Scottish Public Pensions Agency","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Scottish Public Pensions Agency","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Scottish Public Pensions Agency","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Scottish Public Pensions Agency","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Serious Fraud Office","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Serious Fraud Office","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Serious Fraud Office","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Serious Fraud Office","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Serious Fraud Office","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Serious Fraud Office","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Serious Fraud Office","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Social Security Scotland","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Social Security Scotland","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Social Security Scotland","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Social Security Scotland","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Social Security Scotland","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Standards and Testing Agency","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Standards and Testing Agency","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Student Awards Agency for Scotland","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Student Awards Agency for Scotland","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Student Awards Agency for Scotland","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Submarine Delivery Agency","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","The National Archives","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","The National Archives","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","The National Archives","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","The National Archives","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","The National Archives","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","The National Archives","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","The National Archives","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Transport Scotland","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Transport Scotland","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Transport Scotland","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Transport Scotland","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Transport Scotland","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Transport Scotland","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Transport Scotland","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","UK Export Finance","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","UK Export Finance","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","UK Export Finance","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","UK Export Finance","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","UK Export Finance","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","UK Hydrographic Office","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","UK Hydrographic Office","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","UK Hydrographic Office","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","UK Hydrographic Office","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","UK Hydrographic Office","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","UK Hydrographic Office","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","UK Hydrographic Office","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","UK Intellectual Property Office","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","UK Intellectual Property Office","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","UK Intellectual Property Office","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","UK Intellectual Property Office","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","UK Intellectual Property Office","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","UK Intellectual Property Office","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","UK Intellectual Property Office","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","UK Intellectual Property Office","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","UK Space Agency","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","UK Space Agency","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","UK Space Agency","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","UK Space Agency","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","UK Space Agency","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","UK Space Agency","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","UK Supreme Court","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","UK Supreme Court","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","UK Supreme Court","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","UK Supreme Court","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","United Kingdom Statistics Authority","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","United Kingdom Statistics Authority","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","United Kingdom Statistics Authority","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","United Kingdom Statistics Authority","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","United Kingdom Statistics Authority","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","United Kingdom Statistics Authority","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","United Kingdom Statistics Authority","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","United Kingdom Statistics Authority","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Valuation Office Agency","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Valuation Office Agency","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Valuation Office Agency","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Valuation Office Agency","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Valuation Office Agency","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Valuation Office Agency","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Valuation Office Agency","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Vehicle Certification Agency","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Vehicle Certification Agency","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Vehicle Certification Agency","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Vehicle Certification Agency","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Vehicle Certification Agency","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Veterinary Medicines Directorate","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Veterinary Medicines Directorate","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Veterinary Medicines Directorate","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Veterinary Medicines Directorate","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Wales Office","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Wales Office","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Wales Office","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Wales Office","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Water Services Regulation Authority","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Water Services Regulation Authority","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Water Services Regulation Authority","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Water Services Regulation Authority","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Water Services Regulation Authority","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Welsh Government (excl. agencies)","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Welsh Government (excl. agencies)","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Welsh Government (excl. agencies)","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Welsh Government (excl. agencies)","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Welsh Government (excl. agencies)","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Welsh Government (excl. agencies)","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Welsh Government (excl. agencies)","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Welsh Revenue Authority","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Welsh Revenue Authority","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Wilton Park","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Wilton Park","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Wilton Park","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Wilton Park","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Wilton Park","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Wilton Park","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Wilton Park","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Wilton Park","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Accountant in Bankruptcy","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Accountant in Bankruptcy","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Accountant in Bankruptcy","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Accountant in Bankruptcy","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Advisory, Conciliation and Arbitration Service","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Advisory, Conciliation and Arbitration Service","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Advisory, Conciliation and Arbitration Service","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Advisory, Conciliation and Arbitration Service","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Animal and Plant Health Agency","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Animal and Plant Health Agency","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Animal and Plant Health Agency","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Animal and Plant Health Agency","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Animal and Plant Health Agency","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Animal and Plant Health Agency","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Animal and Plant Health Agency","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Attorney General's Office","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Attorney General's Office","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Attorney General's Office","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Cabinet Office (excl. agencies)","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Cabinet Office (excl. agencies)","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Cabinet Office (excl. agencies)","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Cabinet Office (excl. agencies)","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Cabinet Office (excl. agencies)","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Cabinet Office (excl. agencies)","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Cabinet Office (excl. agencies)","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Centre for Environment, Fisheries and Aquaculture Science","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Centre for Environment, Fisheries and Aquaculture Science","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Centre for Environment, Fisheries and Aquaculture Science","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Centre for Environment, Fisheries and Aquaculture Science","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Centre for Environment, Fisheries and Aquaculture Science","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Centre for Environment, Fisheries and Aquaculture Science","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Centre for Environment, Fisheries and Aquaculture Science","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Centre for Environment, Fisheries and Aquaculture Science","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Charity Commission","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Charity Commission","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Charity Commission","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Charity Commission","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Charity Commission","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Charity Commission","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Charity Commission","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Companies House","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Companies House","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Companies House","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Companies House","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Companies House","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Companies House","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Competition and Markets Authority","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Competition and Markets Authority","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Competition and Markets Authority","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Competition and Markets Authority","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Competition and Markets Authority","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Competition and Markets Authority","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Competition and Markets Authority","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Criminal Injuries Compensation Authority","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Criminal Injuries Compensation Authority","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Criminal Injuries Compensation Authority","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Criminal Injuries Compensation Authority","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Criminal Injuries Compensation Authority","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Crown Commercial Service","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Crown Commercial Service","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Crown Commercial Service","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Crown Commercial Service","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Crown Commercial Service","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Crown Commercial Service","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Crown Commercial Service","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Crown Office and Procurator Fiscal Service","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Crown Office and Procurator Fiscal Service","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Crown Office and Procurator Fiscal Service","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Crown Office and Procurator Fiscal Service","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Crown Office and Procurator Fiscal Service","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Crown Office and Procurator Fiscal Service","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Crown Office and Procurator Fiscal Service","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Crown Prosecution Service","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Crown Prosecution Service","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Crown Prosecution Service","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Crown Prosecution Service","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Crown Prosecution Service","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Crown Prosecution Service","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Crown Prosecution Service","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Crown Prosecution Service Inspectorate","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Crown Prosecution Service Inspectorate","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Debt Management Office","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Debt Management Office","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Debt Management Office","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Debt Management Office","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Defence Electronics and Components Agency","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Defence Electronics and Components Agency","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Defence Electronics and Components Agency","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Defence Equipment and Support","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Defence Equipment and Support","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Defence Equipment and Support","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Defence Equipment and Support","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Defence Equipment and Support","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Defence Equipment and Support","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Defence Equipment and Support","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Defence Science and Technology Laboratory","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Defence Science and Technology Laboratory","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Defence Science and Technology Laboratory","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Defence Science and Technology Laboratory","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Defence Science and Technology Laboratory","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Defence Science and Technology Laboratory","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Defence Science and Technology Laboratory","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Department for Business, Energy and Industrial Strategy (excl. agencies)","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Department for Business, Energy and Industrial Strategy (excl. agencies)","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Department for Business, Energy and Industrial Strategy (excl. agencies)","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Department for Business, Energy and Industrial Strategy (excl. agencies)","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Department for Business, Energy and Industrial Strategy (excl. agencies)","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Department for Business, Energy and Industrial Strategy (excl. agencies)","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Department for Business, Energy and Industrial Strategy (excl. agencies)","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Department for Digital, Culture, Media and Sport","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Department for Digital, Culture, Media and Sport","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Department for Digital, Culture, Media and Sport","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Department for Digital, Culture, Media and Sport","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Department for Digital, Culture, Media and Sport","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Department for Digital, Culture, Media and Sport","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Department for Education (excl. agencies)","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Department for Education (excl. agencies)","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Department for Education (excl. agencies)","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Department for Education (excl. agencies)","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Department for Education (excl. agencies)","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Department for Education (excl. agencies)","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Department for Education (excl. agencies)","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Department for Environment, Food and Rural Affairs (excl. agencies)","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Department for Environment, Food and Rural Affairs (excl. agencies)","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Department for Environment, Food and Rural Affairs (excl. agencies)","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Department for Environment, Food and Rural Affairs (excl. agencies)","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Department for Environment, Food and Rural Affairs (excl. agencies)","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Department for Environment, Food and Rural Affairs (excl. agencies)","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Department for International Development","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Department for International Development","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Department for International Development","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Department for International Development","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Department for International Development","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Department for International Development","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Department for International Development","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Department for International Trade","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Department for International Trade","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Department for International Trade","G6/G7","G6","[c]","[c]","[c]","[c]"
