"Status","Year","Disability","Function_of_post","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Undeclared","Unknown","London","150","[c]","29870","31060"
"New entrant CS","2021","Undeclared","Unknown","Outside London","580","[c]","26090","27570"
"New entrant CS","2021","Undeclared","Unknown","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Analysis","London","270","[c]","38000","32790"
"New entrant CS","2021","Unknown","Analysis","Outside London","235","[c]","30310","29540"
"New entrant CS","2021","Unknown","Commercial","London","195","[c]","70950","70000"
"New entrant CS","2021","Unknown","Commercial","Outside London","225","[c]","42870","36000"
"New entrant CS","2021","Unknown","Commercial","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Communications","London","200","[c]","37300","32940"
"New entrant CS","2021","Unknown","Communications","Outside London","540","[c]","27510","25560"
"New entrant CS","2021","Unknown","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Counter Fraud","London","15","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Counter Fraud","Outside London","75","[c]","28120","25560"
"New entrant CS","2021","Unknown","Debt","London","25","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Debt","Outside London","650","[c]","20280","20140"
"New entrant CS","2021","Unknown","Digital, Data & Technology","London","310","[c]","45110","40600"
"New entrant CS","2021","Unknown","Digital, Data & Technology","Outside London","610","[c]","36080","31810"
"New entrant CS","2021","Unknown","Digital, Data & Technology","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Finance","London","115","[c]","37740","32790"
"New entrant CS","2021","Unknown","Finance","Outside London","195","[c]","31470","28970"
"New entrant CS","2021","Unknown","Grants Management","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","London","85","[c]","35630","28500"
"New entrant CS","2021","Unknown","Human Resources","Outside London","195","[c]","30630","28000"
"New entrant CS","2021","Unknown","Human Resources","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Internal Audit","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Legal","London","265","[c]","36040","30850"
"New entrant CS","2021","Unknown","Legal","Outside London","655","[c]","32750","25480"
"New entrant CS","2021","Unknown","Legal","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","No function","London","2770","[c]","32990","30150"
"New entrant CS","2021","Unknown","No function","Outside London","6590","[c]","24490","22350"
"New entrant CS","2021","Unknown","No function","Unknown","110","[c]","31490","28000"
"New entrant CS","2021","Unknown","Project Delivery","London","95","[c]","42700","39530"
"New entrant CS","2021","Unknown","Project Delivery","Outside London","415","[c]","31980","29180"
"New entrant CS","2021","Unknown","Property","London","25","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Property","Outside London","215","[c]","27660","24500"
"New entrant CS","2021","Unknown","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Security","London","55","[c]","33240","30120"
"New entrant CS","2021","Unknown","Security","Outside London","290","[c]","27120","23540"
"New entrant CS","2021","Unknown","Security","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","London","1315","[c]","36650","31060"
"New entrant CS","2021","Unknown","Unknown","Outside London","3635","[c]","29010","27570"
"New entrant CS","2021","Unknown","Unknown","Overseas","20","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Unknown","385","[c]","36130","27570"
"Notes","Summary figures are suppressed when information relates to less than 5 civil servants for FTE or Headcount, and less than 10 civil servants for median and mean salary (shown as [c]). Zero responses and salaries for less than 30 civil servants have been suppressed for GPDR special category data. FTE figures are not shown for entrants or leavers due to data quality concerns for these groups. Figures are rounded to the nearest 5, or £10 as appropriate.","","","","","","",""
"Data source","All figures are aggregated from the Cabinet Office Annual Civil Service Employment Survey collection. https://www.gov.uk/government/collections/civil-service-statistics","","","","","","",""
"Version","Generated on 2023-02-14, with GIT 71a76ea.","","","","","","",""
"Data column","Description","","","","","","",""
"Status","Employment status of the civil servants.","","","","","","",""
"","In post - includes staff that were in post on the reference date (31 March).","","","","","","",""
"","New entrant CS - includes new entrants to the Civil Service over the year (1 April to 31 March).","","","","","","",""
"","Leaver CS - includes leavers from the Civil Service over the year (1 April to 31 March). This includes employees who have an Unknown leaving cause.","","","","","","",""
"","Leaver Dept. - includes leavers from the department over the year (1 April to 31 March), who did not leave the Civil Service.","","","","","","",""
"","Five organisations do not report when their employees first entered the Civil Service and so entrants data for these organisations is not available . These are as follows: Foreign Commonwealth and Development Office (excl. agencies), Foreign Commonwealth and Development Office Services, Defence Electronics and Components Agency, Scottish Forestry and Forest and Land Scotland. A further three organisations also could not provide entrants data in 2021. These are as follows: Department for International Development, Foreign and Commonwealth Office (excl. agencies) and Royal Fleet Auxiliary.","","","","","","",""
"Year","Year of data collection (as at 31 March).","","","","","","",""
"Region_london","Workplace postcode data are used to derive geographical information using the International Territorial Level (ITL) classification standard.","","","","","","",""
"","Region_london groups the ITL classifications into ""London"", ""Outside London"": all UK regions excluding London, ""Overseas"", and ""Unknown"".","","","","","","",""
"Function_of_post","Functions relate to the post occupied by the person and are not dependent on qualifications the individual may have.","","","","","","",""
"","The Department for Work and Pensions provided aggregated functions data for 2021, which are available in the Civil Service Statistics publication. However, figures in this browser are derived from individual level data and so are not available for this department in 2021.","","","","","","",""
"","Home Office, Welsh Government and Royal Fleet Auxiliary did not report any functions information for their employees.","","","","","","",""
"","Of the 20 bodies under the Scottish Government, 16 did not report any functions information for their employees.","","","","","","",""
"Disability","Self reported disability.","","","","","","",""
"","""Undeclared"" accounts for employees who have actively declared that they do not want to disclose their disability status and ""Unknown"" accounts for employees who have not made an active declaration about their disability status.","","","","","","",""
"Headcount","Total number of civil servants (rounded to nearest 5).","","","","","","",""
"FTE","Total full-time equivalent (FTE) employment numbers (rounded to nearest 5).","","","","","","",""
"","FTE figures are not shown for entrants or leavers due to data quality concerns for these groups.","","","","","","",""
"Mean_salary","Average salary (mean, rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","","",""
"Median_salary","Median salary (rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","","",""
